,Unnamed: 0,Code,Latitude,Longitude,Elevation,Name,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12,Time,Time Range
23,23,CA002100693,63.25,-130.0333,1379.0,MACMILLAN_PASS,-0.2387489670702749,0.32816284632684084,0.5399395275677795,0.4883247783519332,-0.20722452239580386,0.3364123065520546,0.10804779316306476,0.2583654903071728,-0.0009662765028809828,0.002618516033319911,-0.202751488013316,-0.20065550155769526,23 years,1998-2021
24,24,CA002100697,68.8,-140.85,568.0,MARGARET_LAKE,0.131855852549256,0.35594086510938844,0.3687177994773641,0.5901914896828484,-0.15748713961293126,0.3964242446619953,-0.003328096990996136,0.22076349672647516,-0.01317211180938869,-0.22705226510823198,-0.43158246649774573,0.11561600579763293,24 years,1997-2021
25,25,CA002100700,63.6167,-135.8667,504.0,MAYO_A,0.2183689534903276,0.15712102853231566,0.34896263121773996,0.416006077218142,0.30697520003246803,0.25370468046870936,0.4525484974819832,0.15520971929503366,0.2228937634574708,0.20550409785626692,0.11119961527608294,0.03696601678540428,88 years,1925-2013
26,26,CA002100709,60.8833,-135.1833,655.0,MAYO_ROAD,-0.2025028696857661,0.3178156560705629,0.3878758099289359,0.5641425382589618,0.5780099519333273,0.4507121686432946,0.5343603007568704,0.2367188377297784,0.08053245404018186,0.4414885848969137,0.10982547301398543,-0.10583477465681276,34 years,1983-2017
27,27,CA002100719,63.6,-137.5167,457.0,MCQUESTEN,-0.08590272378830596,0.05751438851467815,0.2772549561092187,0.6213306350094201,0.3195239044129332,0.0999938591491583,0.4196777087706888,0.04159723286145015,0.09173827546818084,0.18262312150943955,0.3260964026526305,0.19222180864639915,28 years,1986-2014
28,28,CA002100794,65.3667,-138.3,597.0,OGILVIE_RIVER,0.06197098238167688,-0.053633372031834735,0.2506758473196651,0.5460088824983178,0.2635039925036084,0.29272411264398324,0.3151618606551283,-0.03468784466579529,-0.16340749949947422,0.35443817495639235,-0.052168232733128164,0.7795062307941293,36 years,1971-2007
29,29,CA002100800,67.5667,-139.8333,250.0,OLD_CROW_A,0.16287450088269698,0.1479622875671209,0.15913799163761988,0.6221404378990385,0.21652973981264306,0.19732564272626646,0.3877649908709169,0.2799526335147803,0.1271749440006775,-0.041285469676531114,0.5457692187983079,0.4089371185351952,64 years,1951-2015
30,30,CA002100805,67.5667,-139.8333,251.0,OLD_CROW_RCS,0.044209648605457064,0.3653450646594684,0.2322316769012387,0.4986473369862502,-0.2637026808870421,0.11255743856391956,0.058826337290495335,0.3538224118518955,0.4244559608082528,0.001642080039447694,-0.04078923756234155,0.28157767994709976,26 years,1995-2021
31,31,CA002100840,61.0333,-137.05,830.0,OTTER_FALLS_NCPC,0.01645918772912086,0.1388736945013266,0.19595038991300776,0.5041999791337521,0.34639948242141105,0.3734698045762263,0.4981200437144303,0.30273182782304564,0.18313240887145954,0.4882581227475866,-0.08347030925640822,0.11015479989003013,41 years,1980-2021
32,32,CA002100880,62.8167,-137.3667,454.0,PELLY_RANCH,0.2589868655543974,0.16471043165111146,0.3969975267993037,0.5584015083549907,0.42325291170698703,0.39275890841075534,0.3673909196697237,0.22823429056866484,0.2702691871442456,0.21728277750202202,0.06372365531622085,0.158726050653846,117 years,1898-2015
33,33,CA002100907,60.7667,-135.1167,713.0,PORTER_CREEK_WAHL,-0.05343776376779892,-0.2690807692705481,0.5418908792879161,0.5960328385331961,0.4959311287188392,0.4894551394740472,0.5356514473702247,-0.011224253987177772,0.2980619503209357,0.3097218682199115,0.41848934135168697,-0.10536747712675704,16 years,1989-2005
34,34,CA002100935,66.9833,-136.2167,731.0,ROCK_RIVER,-0.11684016488252832,0.2714664884894309,-0.1190375640067118,0.24303228218700906,-0.303747589277018,0.07299602199935677,0.3445479093436653,0.09506059817407722,0.13868268221320873,-0.04832183951377221,0.2532864306691953,0.4248669675101064,26 years,1995-2021
35,35,CA002100940,61.9667,-132.4333,705.0,ROSS_RIVER_A,0.4294666093737533,0.09922629234146836,0.2645270142203651,0.4977530557137767,0.28680218337806235,0.061662511331722014,0.6370941653819908,0.1842990072527071,0.4136618970056292,0.2969551948197832,-0.0760030279695101,0.3550132639536702,33 years,1961-1994
36,36,CA002100950,68.95,-137.2167,49.0,SHINGLE_POINT_A,0.31676510516657275,0.3071198991544857,0.4062367140842224,0.5230603681771179,0.3858950623421617,0.5011484219747409,0.4070129041778368,0.19748577774267292,0.26983942958070306,0.06700138222491048,0.039131958370694817,0.2262911696731897,64 years,1957-2021
37,37,CA002100FCG,61.1833,-129.1333,890.0,HOUR_LAKE,-0.11449383869057238,0.030665750623193683,0.4271178504380298,0.5907808460715327,0.4291942372832929,0.4180486120173549,0.2843847262326034,0.4605650215733138,0.2299828665376407,0.33306107238293986,0.09977786091625687,0.14786200807454075,32 years,1982-2014
38,38,CA002100LRP,64.05,-139.1333,370.0,DAWSON,-0.16188478452182326,0.2469313362561589,0.4114099449099827,0.4997810449582029,0.031656367459753296,0.2965382799467602,0.3006209508251897,0.2300913615814016,0.06968332743553536,0.2209329886003185,0.3475453146602249,0.23467797962262446,26 years,1995-2021
39,39,CA002101000,62.3667,-140.4,587.0,SNAG_A,0.01661719490929096,-0.3720324488916602,0.03776718315153578,0.14942025898687927,0.23888282939257,0.035593519266972955,-0.015283520266423668,0.3849171903772933,-0.12600136565738318,0.20962428058381666,0.039095599508355484,-0.08635583998261802,23 years,1943-1966
40,40,CA002101030,63.3833,-136.6833,480.0,STEWART_CROSSING,0.1941221153665156,-0.2169533783988041,0.13807479451678556,0.4124875107951277,0.2363270543674368,0.0366849615955229,0.3142870367738349,0.3120322322446365,0.025878532548554684,0.32521745996805,0.6462635456074013,0.21461271910959528,43 years,1963-2006
41,41,CA002101070,64.1,-139.75,320.0,SWEDE_CREEK,0.1545899908672174,0.17628814371259166,-0.1962217493384258,0.015279420808020791,0.3921128528735853,0.6728969802636054,0.5321748611674885,0.2496597603533354,-0.0544919898885718,0.4175805664999781,0.3681665044226241,-0.2540595777996054,11 years,1918-1929
42,42,CA002101081,60.0,-131.1833,891.0,SWIFT_RIVER,0.11312518163036332,0.02645749261592955,0.22606206616753105,-0.0630866484995621,0.09392205368026256,-0.0572849187314106,0.4472319433211732,0.23993540028723945,0.0733573047770061,0.4831557861060047,0.4101073778052645,-0.2434987657133685,38 years,1966-2004
43,43,CA002101095,60.95,-135.5667,671.0,TAKHINI_RIVER_RANCH,0.06767500743668163,0.15161508626715733,0.552734282266629,0.5770098834890091,0.6034147099825028,0.6702211198927899,0.615417145644176,0.3457062170652028,0.18169489578829487,0.4586283588428677,-0.16499879665860706,0.06196188007005339,41 years,1980-2021
44,44,CA002101099,60.1667,-132.75,705.0,TESLIN,0.21754763154161225,0.03143473742088406,0.17411215152579124,0.17563614554782558,0.442678337321239,0.03532565722603258,0.15973724400923114,0.4891138889763028,0.008856357991755088,0.3537040932388838,0.1510207468289098,-0.10052836058803503,46 years,1943-1989
45,45,CA002101100,60.1667,-132.7333,705.0,TESLIN_A,0.1763176651405789,-0.05696340027490779,0.2976906449198603,0.35606377917780696,0.5210570672852266,0.08227581847943315,0.2362540504307996,0.4101433315068957,0.08164435840033475,0.28436221110334625,0.2559318489233292,-0.12121284238181015,70 years,1943-2013
46,46,CA002101102,60.1667,-132.7333,705.0,TESLIN_AUT,-0.02404575339422695,-0.04330012507283131,0.4744512832674877,0.5289617494819614,0.4458109594523548,0.4455227944286258,0.39768489201923707,0.4502688239515679,0.07148354003909388,0.2825133476317598,0.0077749855225808795,-0.10056329980606858,48 years,1973-2021
47,47,CA002101135,60.9333,-129.2167,724.0,TUCHITUA,0.3318788885089609,0.10792684569481943,0.3204081156133138,0.4271680942747285,0.3317893751338296,0.3350402794540389,0.3768025018831321,0.057244365136125276,0.33847198224141845,0.4249167930528906,0.07834504181698915,-0.16968004312127205,45 years,1967-2012
48,48,CA002101200,60.1167,-128.8167,687.0,WATSON_LAKE_A,0.19465190084637024,0.13721067933878275,0.15973073321440276,0.188400665830631,0.4604419572280315,0.16757045459098874,0.202788817248918,0.3778878078184508,0.12070934337954925,0.2936044716449097,0.11985587307400825,0.004380334152671184,76 years,1938-2014
49,49,CA002101204,60.1167,-128.8167,690.0,WATSON_LAKE_AUT,-0.2431083431959441,0.1689320968415381,0.6213070238486561,0.4831594903927486,0.1991269915073055,0.3586609498711741,0.27634726916730434,0.08990850619529102,0.1907768830376429,0.16045907998746656,-0.093700941397816,0.0178105118709466,18 years,2003-2021
50,50,CA002101300,60.7167,-135.0667,706.0,WHITEHORSE_A,0.1200696528273965,0.053495738125668026,0.294545851887779,0.4273869232432661,0.40133857679397206,0.2512055070287664,0.30111642432980706,0.2749789288891292,0.06345354121196986,0.28627345420348205,0.1902421158945658,-0.06374440630025707,79 years,1942-2021
51,51,CA002101303,60.7167,-135.0667,706.0,WHITEHORSE_A,0.2475721246667441,0.3513776985180211,0.1827250217560374,0.5368292654436928,0.4708699536299981,0.4646889159272553,0.5126592871766129,0.525935677935161,-0.11909693092478155,0.5059748429898197,-0.021096895065073548,0.18140234097776656,40 years,1981-2021
52,52,CA002101310,60.7333,-135.1,707.0,WHITEHORSE_AUTO,-0.021765740397340087,0.11191493971180977,0.4001610912417077,0.33498246935438736,0.1804672564279288,0.3653968363536329,0.4395833865988791,0.06117475877757745,-0.013259427561108771,0.24303428854112455,0.01282049948589793,-0.1930580152727847,34 years,1987-2021
53,53,CA002101400,60.7167,-135.0333,640.0,WHITEHORSE_RIVERDALE,0.19498505907636,0.10204391453420664,0.3959125851187096,0.5646770899923941,0.4456810971760991,0.3589820268832423,0.3657029239875051,0.08629245378786245,0.030670946201780444,0.34318312570039544,0.003185510333206234,0.10118352833564924,53 years,1959-2012
54,54,CA002101415,60.7333,-135.0833,707.0,WHITEHORSE_WSO,0.18214907920669748,0.025382840329101524,0.2745542418749932,0.36956604598898457,0.3808777773510521,0.1867273499818738,0.237934460208534,0.3307414554101845,0.11103803784036048,0.3498559675748252,0.18627436612552184,-0.12231739088249073,71 years,1942-2013
55,55,CA002200100,68.2167,-135.0,6.0,AKLAVIK_A,0.1871646366379384,-0.10934188425840888,0.2347533170588573,0.37432505011423617,0.3625320035586089,0.13940770032590286,0.3949011192781952,0.1437052342235978,0.270502456098898,0.15500700609340065,0.2892409759230083,0.21411302469830054,83 years,1926-2009
56,56,CA002200675,70.1667,-124.7167,87.0,CAPE_PARRY_A,0.3765795346076761,0.3469935577861066,0.3828462827394038,0.3882465148538638,0.3691996085442849,0.5206376073509318,0.5009180369819372,0.4789351375501917,0.5946996849897312,0.3600370337510059,0.4297945543779169,0.3856634515840951,64 years,1957-2021
57,57,CA002200824,67.05,-126.0833,259.0,COLVILLE_LAKE,0.03783419815046512,0.514564077798899,0.42370040537775705,0.2267960020040949,0.5094592845476464,0.2189092900843491,-0.040742567557581766,0.4800444729274233,0.16712602452045086,-0.1948566982861079,0.13772601235569248,0.06168225671595552,26 years,1995-2021
58,58,CA002201022,65.2167,-123.4333,213.0,DELINE_CS,0.03406272841892047,0.4972366671975501,0.3210670116457512,0.13377690353746582,0.3149071348710529,0.4525236145778159,0.2979520783297553,0.4918063671190465,0.3436067348147119,-0.14711595591766125,-0.2750854212826038,0.2519340942454657,22 years,1999-2021
59,59,CA0022010H0,61.25,-124.4667,283.0,DEADMEN_VALLEY,-0.5653406562970595,0.35698087296290537,0.6102450043418652,-0.059243337081057626,-0.10995242740355386,-0.07020153743126528,0.31776227101555643,0.4457667267353648,-0.07878293828084075,0.07031877770212107,0.02111615163869272,-0.08778214746495906,20 years,2001-2021
60,60,CA0022010KA,65.2167,-123.4333,214.0,DELINE_A,-0.15651230447320513,0.5130024415158231,0.37387316069417387,0.503743339026957,0.1797373886847698,0.023227133946368883,0.11046825401618156,0.5467205803702336,0.3377220529494837,-0.1733757282780287,0.1870444906404081,-0.1050167098698529,19 years,1991-2010
61,61,CA002201400,66.2333,-128.65,81.0,FORT_GOOD_HOPE_A,0.2000000160127577,-0.13481403740099346,0.19240579043835165,0.5229381782340518,0.4417221965077389,0.3931731409340538,0.1260541915982697,0.2210281259135979,0.3360912783018845,0.1990414839054864,0.13701991547093648,-0.023988098611618058,101 years,1909-2010
62,62,CA002201450,66.25,-128.65,82.0,FORT_GOOD_HOPE_CS,0.1699013156655592,0.530147056935937,0.2422207762234872,0.4426164247825834,0.15350921817521326,0.3398137404528968,0.3486090646298449,0.6377746185333013,0.3873476804602347,-0.03200425871057909,-0.007877626624667601,0.19704583849007046,23 years,1998-2021
63,63,CA002201500,66.25,-128.6333,42.0,FORT_GOOD_HOPE_2,0.19143596726965256,-0.11077273374190234,0.1453238362651136,0.500734395875169,0.4045604610364485,0.4238005803843793,0.17992575490080973,0.2476668101828894,0.3350292062410394,0.3444787244452668,0.21434076921417167,0.02197461150110998,81 years,1898-1979
64,64,CA002201575,60.2333,-123.4667,216.0,FORT_LIARD_A,0.3397745136342604,0.0455342233028337,0.24756815614212194,0.5965495154989019,0.17277060094528546,0.2836132312318417,0.4487896664893224,0.010563510819074034,0.1354858193934555,0.4091904534260804,-0.13178059502901052,0.17608210696234605,34 years,1973-2007
65,65,CA002201579,60.2333,-123.4667,213.0,FORT_LIARD,-0.08295067929102959,0.04094153223221532,0.4638640944935362,0.279126506157199,0.2082008032217364,0.3950981620739992,0.1903098376534358,0.4028620508141998,-0.1468083570993597,0.09144773239780067,-0.3110857894493672,-0.06067450110165552,25 years,1996-2021
66,66,CA002201600,67.4333,-134.8833,31.0,FORT_MCPHERSON,0.14956816284304436,-0.2681657381586323,0.06608193215914725,0.3857465090972902,0.4816950007988689,0.4529533977212791,0.2699137357499714,0.17280517351445526,0.4140937658089236,0.4132896982891919,-0.09869017868828764,-0.16505919284836698,85 years,1892-1977
67,67,CA002201601,67.4,-134.8667,35.0,FORT_MCPHERSON_A,-0.10564375341472723,0.05821451152003974,0.29012875378727554,0.5685418270334343,0.0309802730973653,0.12263770946597888,0.6882024607656837,-0.4902114015901295,0.2472268712168325,0.4343790410780851,0.2687554788494008,0.1981711588581732,32 years,1981-2013
68,68,CA002201700,64.9167,-125.5667,100.0,TULITA_A,0.09533984470079326,-0.05714021401493949,0.11284404047951295,0.5211474414497537,0.45084510206463,0.25492715633307755,0.25923808210606897,0.17556300758257135,0.3686894124416357,0.4652536321154935,0.20330775157206266,-0.0903749168844564,99 years,1908-2007
69,69,CA002201799,61.3167,-117.6,162.0,FORT_PROVIDENCE,-0.1525034041684609,0.2426969377673605,0.4002069361732682,0.1350054917316154,0.3599982120520924,0.15394954346007642,0.2910118051700293,0.4830075644882782,-0.04103065518135193,0.11408021092088792,0.2567717394988808,-0.18065255964703575,27 years,1994-2021
70,70,CA002201800,61.3333,-117.6667,159.0,FORT_PROVIDENCE,-0.210540706471409,0.10451887609247748,-0.00534492988961036,0.4173737610499406,0.3194872881105341,0.3814276339204156,0.18277932284955603,0.046551803520305,0.23118715886656385,0.11888903154064112,0.5297577804552173,-0.4826434026372929,39 years,1943-1982
71,71,CA002201900,62.7167,-109.1667,166.0,FORT_RELIANCE,0.16526536535728925,0.3188193535333481,0.2067593846293485,0.3824539559273637,0.44043202049692,0.6050011320877167,0.3959408953193442,0.2075088012314765,0.2771294051932296,0.2816990525483435,0.2729063174663973,0.1918516098979996,65 years,1948-2013
72,72,CA002201903,62.7167,-109.1667,168.0,FORT_RELIANCE_AUT,0.15546162239716318,0.606097626865052,0.6301602741061195,0.16686077479623024,0.6986157289689066,0.4204437537932083,0.5228876682295002,0.6332468080398009,0.04529290167572373,0.05541790444516681,0.17409685559045648,0.3089572632444168,28 years,1993-2021
73,73,CA002201998,61.1667,-113.6667,159.0,FORT_RESOLUTION,0.4952597900464673,0.1799015365105726,-0.08814080778771967,0.4344659894098402,0.259502804257137,0.3001068503636746,0.2721951769004979,-0.008197915030756477,0.376085686158093,0.5642994811847005,0.5346894345290713,0.648424932255759,25 years,1911-1936
74,74,CA002202000,61.1833,-113.6833,160.0,FORT_RESOLUTION_A,0.04300333498893923,-0.12699148555287618,0.1730265469290945,0.2612788828720206,0.3535508428225787,0.3418882220660733,0.3141206968108849,0.31238692392036244,0.26326220668798583,0.30949822516610503,0.27778093557438865,-0.13122716024455058,77 years,1930-2007
75,75,CA002202100,61.8667,-121.35,132.0,FORT_SIMPSON,0.10727249854420264,0.10086478307892664,0.14235164877671633,0.3047392827402064,0.3630195434368839,0.3485137969950479,0.12392109544419525,0.12455808678358853,0.2388570427134679,0.2447122175380352,0.25936491378398785,0.09293975569114828,109 years,1895-2004
76,76,CA002202101,61.7667,-121.2333,169.0,FORT_SIMPSON_A,0.18378967783693012,0.10391443536151318,0.2335757594393345,0.3600205757377568,0.2791480633334578,0.27007301181426924,0.22851604924674476,0.13604842779048906,0.24575077324846445,0.23363066212610936,0.21196275064507905,0.16696682726353715,93 years,1921-2014
77,77,CA002202102,61.7667,-121.2333,168.0,FORT_SIMPSON_CLIMATE,0.018019721880303104,0.28697092882926417,0.4535900503505045,0.0446260528563271,0.1359075856540942,0.4554192914747462,0.15897027516286094,0.4846056214273007,0.3298406735313973,0.2627697483147409,-0.23211483730684626,0.008939673804146052,18 years,2003-2021
78,78,CA002202115,61.7667,-121.2333,169.0,FORT_SIMPSON,0.27425334828696696,0.20906895826587324,0.3036617690442941,0.4013000622399411,0.4542594051868312,0.4182944136209116,0.2583758479896823,0.12584864875546378,0.22595531410834716,0.22490433239070376,0.15638016430164384,0.2130024635649453,126 years,1895-2021
79,79,CA002202196,60.0,-111.9333,183.0,FORT_SMITH,0.26488833130237016,0.1996886440241168,0.17686380352653264,0.3484066151022233,0.3103465907558566,0.4442680628841472,0.33338295951754404,0.1143792580546692,0.2480722479252457,0.17557509621446776,0.2484962343343675,0.08019613254739373,91 years,1913-2004
80,80,CA002202198,60.0,-111.8667,207.0,FORT_SMITH,0.20962051445293994,0.09516569165216546,0.25502819875931715,0.18404116387077374,0.09180180714073148,0.4375264026268811,0.28354849190517456,0.14956560616982364,0.21922652085405991,0.2404335250089183,0.3195562734233397,0.064067924754355,76 years,1928-2004
81,81,CA002202200,60.0167,-111.9667,205.0,FORT_SMITH_A,0.22873980894870924,0.1480740936585677,0.3072776982205132,0.2842406495000189,0.3702334180286491,0.4998358463531475,0.2914252035302141,0.2712105816544717,0.21465492213170345,0.1942552768164519,0.2975186422952478,0.14025506891112782,90 years,1931-2021
82,82,CA002202202,60.0333,-111.9333,203.0,FORT_SMITH_CLIMATE,0.12042435159405974,0.2931519357668327,0.7196456697927096,0.08840501410288447,0.6526475115570447,0.06285147472639713,0.08665687052000827,0.6400791531816986,-0.045740137831298086,0.10127809278387027,-0.10502788930303493,0.08970071475318679,18 years,2003-2021
83,83,CA002202351,63.6,-105.1333,317.0,HANBURY_RIVER,0.1844194571736768,0.4283275726045233,0.5610389156136137,0.35314208955510706,0.4163722049616496,-0.39936053208608185,-0.008805736187084724,0.5717930537133192,-0.10551860710051132,0.053249526359650134,0.10706981738586492,0.5215814562886204,26 years,1995-2021
84,84,CA002202398,60.85,-115.95,161.0,HAY_RIVER,0.4081280000382241,0.2894464965922359,0.18071509837701574,0.5081635215511991,0.4803607417549627,0.5195902941172961,0.15624449776129126,0.11770214228358887,0.09767252239470453,0.22057137819364306,0.12414362513809547,0.06425672599199872,111 years,1893-2004
85,85,CA002202400,60.8333,-115.7833,165.0,HAY_RIVER_A,0.2713715141392597,0.22262273366325988,0.2257672528751172,0.4196799371935507,0.5407029050448002,0.44049795849887696,0.24768384446396405,0.20952151951366008,0.13322873691813186,0.2517839876383001,0.2558705494159021,0.19233675229922245,128 years,1893-2021
86,86,CA002202402,60.8333,-115.7833,164.0,HAY_RIVER_CLIMATE,-0.14458079103553784,0.29029852243286275,0.6080018925272106,-0.0856562765968097,0.6901883783260164,0.244935713781584,0.3273045148866339,0.629036163168556,0.06267266071061589,0.11650335403567105,-0.14017047197202676,0.08764817561371747,18 years,2003-2021
87,87,CA002202405,60.65,-116.0,213.0,HAY_RIVER_PARADISE_GDNS,0.21876514070762004,0.1412249003655569,0.16870506105337585,0.4631970850529976,0.3129850917324525,0.1714684306625561,0.369126384121866,0.1909589200796372,0.1953513773383207,-0.013271904047848315,0.09714010829124332,0.1759420004798678,44 years,1962-2006
