,Code,Latitude,Longitude,Elevation,Name,Time Range,Time
296,FIE00142416,61.1392,21.3681,17.0,RAUMA_KUUSKAJASKARI,1959-2014,55 years
297,FIE00142421,60.6294,21.8581,13.0,MIETOINEN_SAARI,1959-2007,48 years
298,FIE00142426,61.1167,21.4667,5.0,RAUMA_KPKI,1959-2014,55 years
299,FIE00142476,61.2331,21.6331,4.0,EURAJOKI_VERKKOKARI,1975-1993,18 years
300,FIE00142486,60.7219,21.03,4.0,KUSTAVI_ISOKARI,1984-2021,37 years
301,FIE00142495,61.1444,21.3058,4.0,RAUMA_KYLMAPIHLAJA,1959-2021,62 years
302,FIE00142506,61.4789,21.7864,9.0,PORI_RAUTATIEASEMA,1980-2021,41 years
303,FIE00142511,60.5153,22.2775,49.0,TURKU_TURUN_LENTOASEMA,1950-2021,71 years
304,FIE00142521,61.1667,22.7831,60.0,HUITTINEN_LAUTTAKYLA,1959-1997,38 years
305,FIE00142526,61.2706,22.2519,37.0,KOKEMAKI_PEIPOHJA_HYRKOLA,1959-2014,55 years
306,FIE00142631,61.2528,22.3494,38.0,KOKEMAKI_TULKKILA,1959-2021,62 years
307,FIE00142641,61.4667,23.75,85.0,TAMPERE_HARMALA_1,1959-2014,55 years
308,FIE00142646,60.8167,23.7667,110.0,TAMMELA_MUSTIALA,1959-1975,16 years
309,FIE00142706,61.4206,23.6231,119.0,PIRKKALA_TAMPERE_PIRKKALAN_LEN,1979-2021,42 years
310,FIE00142731,61.4867,23.7733,83.0,TAMPERE_HATANPAA,1999-2014,15 years
311,FIE00142736,61.4656,23.75,85.0,TAMPERE_HARMALA,1997-2021,24 years
312,FIE00142746,61.0,24.45,92.0,HAMEENLINNA_KAURIALA,1959-2014,55 years
313,FIE00142751,60.5956,24.8064,86.0,HYVINKAA_HYVINKAANKYLA,1959-2021,62 years
314,FIE00142756,61.0667,24.2331,88.0,HATTULA_LETEENSUO,1959-2014,55 years
315,FIE00142766,61.15,24.5831,98.0,HAUHO_HAHKIALA,1964-1990,26 years
316,FIE00142771,61.3378,24.2106,103.0,PALKANE_MYTTAALA,1959-2006,47 years
317,FIE00142846,60.5083,24.6567,111.0,NURMIJARVI_GEOFYSIIKAN_OBSERVA,1971-2021,50 years
318,FIE00142851,60.9992,24.4944,87.0,HAMEENLINNA_KATINEN,1959-2021,62 years
319,FIE00142861,60.9617,25.6342,78.0,LAHTI_LAUNE,1961-2019,58 years
320,FIE00142866,60.8064,25.7719,78.0,ORIMATTILA_KAKELA,1960-2007,47 years
321,FIE00142871,61.0539,25.0419,125.0,HAMEENLINNA_LAMMI_PAPPILA,1963-2021,58 years
322,FIE00142876,61.1831,25.0831,127.0,LAMMI_EVO,1959-2014,55 years
323,FIE00142881,61.3006,25.5456,85.0,ASIKKALA_PULKKILANHARJU_1,1967-2014,47 years
324,FIE00142916,61.0831,25.2331,108.0,KOSKI_HL_HYRKKALA,1963-2014,51 years
325,FIE00142921,61.15,25.25,147.0,LAMMI_VESTOLA,1959-2014,55 years
326,FIE00142991,61.2,25.1331,132.0,LAMMI_EVO,1959-2014,55 years
327,FIE00142995,60.9167,25.5831,87.0,HOLLOLA_ALA_OKEROINEN,1961-2014,53 years
328,FIE00143005,60.5783,25.4914,50.0,MANTSALA_PUROLA,1993-2006,13 years
329,FIE00143011,61.1828,25.04,129.0,HAMEENLINNA_LAMMI_ISO_EVO,1959-2014,55 years
330,FIE00143015,61.265,25.5231,80.0,ASIKKALA_PULKKILANHARJU,1967-2021,54 years
331,FIE00143020,61.2167,25.5,92.0,ASIKKALA_MAATALOPPILAITOS,1967-2014,47 years
332,FIE00143035,61.2164,25.1358,133.0,HAMEENLINNA_LAMMI_EVO,1959-2020,61 years
333,FIE00143041,60.8903,26.9442,99.0,KOUVOLA_UTTI_LENTOPORTINTIE,1959-2021,62 years
334,FIE00143046,60.5,26.9667,14.0,KOTKA_SUNILA,1959-2007,48 years
335,FIE00143051,60.6219,26.1431,26.0,LAPINJARVI_INGERMANNINKYLA,1959-1997,38 years
336,FIE00143056,60.6964,26.8133,33.0,KOUVOLA_ANJALA,1959-2021,62 years
337,FIE00143061,60.9,26.65,61.0,KUUSANKOSKI_KESKUSTA,1959-1990,31 years
338,FIE00143066,61.1994,26.0528,92.0,HEINOLA_ASEMANTAUS,1959-2021,62 years
339,FIE00143211,60.5269,27.6756,5.0,VIROLAHTI_KOIVUNIEMI,1977-2021,44 years
340,FIE00143231,61.0439,28.1542,106.0,LAPPEENRANTA_LENTOASEMA,1959-2021,62 years
341,FIE00143236,61.3667,28.6667,95.0,RUOKOLAHTI_KOTANIEMI,1964-1997,33 years
342,FIE00143265,61.3044,28.1819,86.0,TAIPALSAARI_KYLANIEMI,1991-2011,20 years
343,FIE00143270,61.0392,28.5656,46.0,LAPPEENRANTA_KONNUNSUO,1993-2021,28 years
344,FIE00143276,61.0569,28.2117,103.0,LAPPEENRANTA_LEPOLA,1975-2021,46 years
345,FIE00143295,61.1978,28.4756,77.0,LAPPEENRANTA_HIEKKAPAKKA,2009-2021,12 years
346,FIE00143301,61.4225,29.3944,75.0,RAUTJARVI_SIMPELE_KANGASKOSKI,1959-2014,55 years
347,FIE00143305,61.4442,29.4639,74.0,PARIKKALA_KOITSANLAHTI,1993-2015,22 years
348,FIE00143311,61.5831,21.4831,4.0,MANTYLUOTO_PORI,1959-2014,55 years
349,FIE00143316,62.3339,21.1939,5.0,KASKINEN_SALGRUND,1959-2021,62 years
350,FIE00143346,62.2575,21.3208,1.0,KRISTIINANKAUPUNKI_KARHUSAARI,1960-2014,54 years
351,FIE00143361,62.3206,21.8483,100.0,KARIJOKI_KANKALO,1993-2007,14 years
352,FIE00143365,61.6303,21.3792,3.0,PORI_TAHKOLUOTO,1959-2021,62 years
353,FIE00143370,62.2031,21.1731,0.0,KRISTIINANKAUPUNKI_MAJAKKA,1974-2021,47 years
354,FIE00143381,61.8381,22.4669,122.0,KANKAANPAA_NIINISALO_LENTOKENT,1959-2021,62 years
355,FIE00143386,61.5167,22.9831,92.0,MOUHIJARVI_SELKEE,1959-1993,34 years
356,FIE00143391,62.1831,22.8031,160.0,KARVIA_ALKKIA,1966-2021,55 years
357,FIE00143471,62.4131,22.1867,93.0,KAUHAJOKI_KUJA_KOKKO,1993-2021,28 years
358,FIE00143486,61.9489,23.3767,170.0,KURU_LANSI_AURE,1959-2007,48 years
359,FIE00143491,62.2,23.3167,171.0,KIHNIO_AITONEVA,1959-1993,34 years
360,FIE00143570,62.3275,23.5456,138.0,VIRRAT_AIJANNEVA,1993-2021,28 years
361,FIE00143575,61.5175,23.7569,96.0,TAMPERE_SIILINKARI,1993-2021,28 years
362,FIE00143586,61.8564,24.7892,145.0,JAMSA_HALLI_LENTOKENTTA,1964-2021,57 years
363,FIE00143591,61.55,24.2331,98.0,KANGASALA_KOYRA,1966-1987,21 years
364,FIE00143596,61.8456,24.2906,153.0,JUUPAJOKI_HYYTIALA,1959-2021,62 years
365,FIE00143691,61.8592,24.8181,144.0,JAMSA_HALLI_LENTOASEMANTIE,1964-2021,57 years
366,FIE00143702,62.2331,25.7331,115.0,JYVASKYLA_KESKUSTA,1959-1981,22 years
367,FIE00143797,62.4,25.6,148.0,JYVASKYLAN_MLK_TIKKAKOSKI,1954-2015,61 years
368,FIE00143802,62.2,25.7167,137.0,JYVASKYLA_KELJO,1959-1999,40 years
369,FIE00143806,61.7042,25.5083,81.0,LUHANKA_JUDINSALO,1991-2021,30 years
370,FIE00143812,62.4103,25.0539,181.0,MULTIA_PIRTTIPERA,1991-2008,17 years
371,FIE00143816,61.8856,25.33,205.0,JAMSA_HIMOS,1998-2011,13 years
372,FIE00143822,61.8792,26.0989,146.0,JOUTSA_LEIVONMAKI_SAVENAHO,1959-2021,62 years
373,FIE00143927,61.5314,26.3306,145.0,PERTUNMAA_LAUKKALA,1972-2006,34 years
374,FIE00143952,61.6869,27.21,101.0,MIKKELI_LENTOASEMA,1959-2021,62 years
375,FIE00143962,62.3081,27.8442,91.0,VARKAUS_KAPYKANGAS,1959-2014,55 years
376,FIE00144017,62.2831,26.9831,124.0,PIEKSAMAEN_MLK_NAARAJARVI,1974-1993,19 years
377,FIE00144041,61.8919,27.8881,110.0,JUVA_PARTALA,1993-2021,28 years
378,FIE00144051,62.1733,27.8633,87.0,JOROINEN_VARKAUDEN_LENTOASEMA,2000-2016,16 years
379,FIE00144057,62.3217,27.9108,83.0,VARKAUS_KOSULANNIEMI,1959-2021,62 years
380,FIE00144062,61.5667,28.0789,146.0,PUUMALA_SORJOLA,1970-2013,43 years
381,FIE00144102,61.9458,28.9344,95.0,SAVONLINNA_LENTOASEMA,1974-2021,47 years
382,FIE00144116,61.8406,28.8433,155.0,SAVONLINNA_RUUNAVUORI,1991-2010,19 years
383,FIE00144121,61.5356,28.1917,125.0,PUUMALA_KIRKONKYLA,1970-2013,43 years
384,FIE00144126,62.0628,28.5692,79.0,RANTASALMI_RUKKASLUOTO,1992-2021,29 years
385,FIE00144132,61.8017,29.3181,78.0,PUNKAHARJU_LAUKANSAARI,1959-2021,62 years
386,FIE00144197,62.1,30.1331,104.0,KITEE_KK,1964-1988,24 years
387,FIE00144202,62.235,30.3494,90.0,TOHMAJARVI_KEMIE,1959-2021,62 years
388,FIE00144212,63.0417,21.7678,6.0,VAASA_VAASAN_LENTOASEMA,1950-2021,71 years
389,FIE00144222,63.4353,21.0681,4.0,MUSTASAARI_VALASSAARET,1959-2021,62 years
390,FIE00144227,63.0831,21.65,9.0,VAASA_HIETALAHTI,1959-2014,55 years
391,FIE00144287,62.8831,21.1,4.0,KORSNAS_MOIKIPAA,1974-2014,40 years
392,FIE00144296,62.9344,21.1883,2.0,KORSNAS_BREDSKARET,1978-2021,43 years
393,FIE00144302,63.1,21.6,4.0,VAASA_PALOSAARI,1959-2014,55 years
394,FIE00144306,62.9781,20.7433,2.0,MAALAHTI_STROMMINGSBADAN,1997-2021,24 years
395,FIE00144322,62.9367,22.4908,26.0,SEINAJOKI_PELMAA,1959-2021,62 years
396,FIE00144402,62.55,22.95,102.0,PERASEINAJOKI_HAUKINEVA,1975-1993,18 years
397,FIE00144407,63.1203,23.0469,42.0,KAUHAVA_LENTOKENTTA,1959-2021,62 years
398,FIE00144412,62.9667,23.0167,34.0,LAPUA_SIIRILA,1959-1984,25 years
399,FIE00144477,63.12,23.0469,40.0,KAUHAVA_KK_UUNIMAANTIE,1959-2014,55 years
400,FIE00144482,62.5344,24.2206,157.0,AHTARI_MYLLYMAKI,1959-2021,62 years
401,FIE00144492,63.0506,24.2817,202.0,ALAJARVI_MOKSY_1,1959-2008,49 years
402,FIE00144522,63.4453,24.4478,153.0,HALSUA_KANALA_PUROLA,2000-2021,21 years
403,FIE00144537,63.4667,24.1667,128.0,HALSUA_KK,1972-2000,28 years
404,FIE00144542,63.0889,24.2642,170.0,ALAJARVI_MOKSY,1996-2021,25 years
405,FIE00144552,62.5103,24.8108,227.0,MULTIA_KARHILA,2008-2021,13 years
406,FIE00144557,63.0817,25.8617,132.0,VIITASAARI_HAAPANIEMI,1970-2021,51 years
407,FIE00144637,62.9214,26.4281,120.0,VESANTO_SONKARI,1959-2021,62 years
408,FIE00144687,62.71,26.7781,103.0,RAUTALAMPI_RASTU,1975-2008,33 years
409,FIE00144702,63.0081,27.8025,99.0,SIILINJARVI_KUOPION_LENTOASEMA,1959-2021,62 years
410,FIE00144707,62.9,27.6831,119.0,KUOPIO_INKILANMAKI,1959-1998,39 years
411,FIE00144712,63.1431,27.3158,90.0,MAANINKA_HALOLA,1959-2021,62 years
412,FIE00144751,62.7983,27.9081,86.0,KUOPIO_RITONIEMI,1991-2021,30 years
413,FIE00144771,62.8867,27.6928,88.0,KUOPIO_KESKUSTA,2001-2014,13 years
414,FIE00144777,63.025,27.8081,94.0,KUOPIO_AUTOSYNOP,1959-2014,55 years
415,FIE00144782,62.8919,27.6367,87.0,KUOPIO_SAVILAHTI,2005-2021,16 years
416,FIE00144792,62.7167,28.9831,116.0,OUTOKUMPU_KESKUSTA,1959-1979,20 years
417,FIE00144862,63.3778,28.665,166.0,RAUTAVAARA_YLA_LUOSTA,1980-2021,41 years
418,FIE00144877,62.6594,29.6144,121.0,LIPERI_JOENSUUN_LENTOASEMA,1955-2021,66 years
419,FIE00144882,63.2317,29.2378,116.0,JUUKA_NIEMELA,1962-2021,59 years
420,FIE00144951,62.5456,29.6717,78.0,LIPERI_TUISKAVANLUOTO,1991-2021,30 years
421,FIE00144957,62.6014,29.7267,81.0,JOENSUU_LINNUNLAHTI,1991-2021,30 years
422,FIE00144961,62.6592,29.6142,117.0,LIPERI_LENTOASEMA_VERTAILUMITT,1983-2013,30 years
423,FIE00144972,62.6667,30.9331,162.0,ILOMANTSI_KK,1959-2014,55 years
424,FIE00144977,63.3,30.0167,106.0,PIELISJARVI,1959-2014,55 years
425,FIE00144982,63.3206,30.0492,98.0,LIEKSA_LAMPELA,1960-2021,61 years
426,FIE00145007,63.0319,31.0619,231.0,ILOMANTSI_NAARVA,1989-2014,25 years
427,FIE00145022,62.8667,31.25,194.0,ILOMANTSI_VALIVAARA,1977-1989,12 years
428,FIE00145042,63.1417,31.0475,235.0,ILOMANTSI_POTSONVAARA,1989-2021,32 years
429,FIE00145052,62.7692,30.9778,155.0,ILOMANTSI_MEKRIJARVI,1960-2021,61 years
430,FIE00145057,63.7331,22.5831,11.0,PIETARSAARI_MASSKAR_VASTERSUND,1964-2014,50 years
431,FIE00145087,63.8831,22.9331,10.0,KOKKOLA_OJA_MARASKAR,1959-2014,55 years
432,FIE00145091,63.7508,22.5267,2.0,PIETARSAARI_KALLAN,1989-2021,32 years
433,FIE00145102,63.7169,23.1425,26.0,KRUUNUPYY_LENTOASEMA,1961-2021,60 years
434,FIE00145107,64.3331,23.45,4.0,ULKOKALLA_KALAJOKI,1959-2014,55 years
435,FIE00145147,64.2167,23.7,3.0,KALAJOKI_RAHJA,1978-1991,13 years
436,FIE00145151,64.3306,23.4503,3.0,KALAJOKI_ULKOKALLA,1959-2021,62 years
437,FIE00145157,63.8442,23.1281,6.0,KOKKOLA_HOLLIHAKA,1991-2021,30 years
438,FIE00145167,63.9167,24.9667,79.0,NIVALA,1965-2000,35 years
439,FIE00145212,64.2306,24.8864,78.0,OULAINEN_OHINEVA,1970-2008,38 years
440,FIE00145221,63.8208,24.1669,83.0,TOHOLAMPI_LAITALA,1993-2021,28 years
441,FIE00145227,64.05,24.7278,76.0,YLIVIESKA_LENTOKENTTA,2000-2021,21 years
442,FIE00145237,63.75,25.3331,88.0,HAAPAJARVI_MAAMIESKOULU,1959-1986,27 years
443,FIE00145242,64.1417,25.4281,112.0,HAAPAVESI_MUSTIKKAMAKI,1959-2021,62 years
444,FIE00145291,63.7356,25.7092,152.0,PYHAJARVI_OJAKYLA,1993-2015,22 years
445,FIE00145301,64.1406,25.605,99.0,HAAPAVESI_PIIPSANNEVA,1959-2014,55 years
446,FIE00145362,63.9331,26.4167,198.0,PYHANTA_VIITAMAKI,1971-2002,31 years
447,FIE00145377,64.2814,27.6783,147.0,KAJAANI_LENTOASEMA_1,1952-2021,69 years
448,FIE00145382,63.8406,27.2242,207.0,VIEREMA_KAARAKKALA,1959-2021,62 years
449,FIE00145436,64.2831,27.6667,132.0,KAJAANI_LENTOASEMA,1886-2014,128 years
450,FIE00145446,64.2167,27.755,160.0,KAJAANI_PETAISENNISKA,1999-2015,16 years
451,FIE00145452,63.6667,28.8325,115.0,VALTIMO_KK,1971-2021,50 years
452,FIE00145502,64.1108,28.3419,161.0,SOTKAMO_KUOLANIEMI,1993-2021,28 years
453,FIE00145517,64.1189,29.4739,172.0,KUHMO_KESKUSTA,1959-2007,48 years
454,FIE00145562,64.2975,30.17,197.0,KUHMO_KALLIOJOKI,2004-2021,17 years
455,FIE00145571,64.6117,23.9,0.0,RAAHE_NAHKIAINEN,1997-2021,24 years
456,FIE00145606,65.385,24.1,0.0,KEMI_I_MAJAKKA,1981-2021,40 years
457,FIE00145616,64.6656,24.4106,2.0,RAAHE_LAPALUOTO,1993-2021,28 years
458,FIE00145622,64.9283,25.3506,14.0,OULUNSALO_OULUN_LENTOASEMA,1959-2021,62 years
459,FIE00145627,64.6833,25.0925,48.0,SIIKAJOKI_REVONLAHTI,1959-2021,62 years
460,FIE00145632,64.815,25.9831,19.0,MUHOS_KK_LAITASAARI,1959-2008,49 years
461,FIE00145637,65.0331,25.4831,13.0,OULU_LINNANMAA,1959-2014,55 years
462,FIE00145656,64.8,25.5831,9.0,TYRNAVA_LEPPIOJA,1993-2005,12 years
463,FIE00145661,65.0056,25.3967,3.0,OULU_VIHREASAARI,1959-2021,62 years
464,FIE00145672,64.9375,25.3756,10.0,OULUNSALO_PELLONPAA,1776-2021,245 years
465,FIE00145677,64.5008,26.4275,114.0,VAALA_PELSO,1959-2021,62 years
466,FIE00145702,65.3992,26.9667,121.0,PUDASJARVI_LENTOKENTTA,1959-2021,62 years
467,FIE00145712,65.3667,27.0167,116.0,PUDASJARVI_KURENALUS,1959-2014,55 years
468,FIE00145747,64.8667,27.7,156.0,PUOLANKA_KK,1971-1987,16 years
469,FIE00145787,64.9305,28.7503,223.0,SUOMUSSALMI_PESIO,2000-2021,21 years
470,FIE00145792,64.8167,28.05,300.0,PUOLANKA_RASINKYLA,1991-2005,14 years
471,FIE00145802,64.8292,28.2367,320.0,HYRYNSALMI_KYTOMAKI,1992-2009,17 years
472,FIE00145812,64.6633,28.0603,341.0,PUOLANKA_PALJAKKA,2009-2021,12 years
473,FIE00145817,64.9025,29.0167,220.0,SUOMUSSALMI_KK,1959-2013,54 years
474,FIE00145847,66.3667,23.9167,79.0,YLITORNIO_PORTIMOJARVI,1959-2009,50 years
475,FIE00145852,65.7831,24.5831,19.0,KEMINMAA_KEMI_TORNION_LENTOASE,1959-2021,62 years
476,FIE00145881,65.6725,24.5192,3.0,KEMI_AJOS,1984-2021,37 years
477,FIE00145897,65.8,24.6167,13.0,KEMINMAA,1984-2014,30 years
478,FIE00145912,65.5167,25.2667,5.0,KUIVANIEMI_HALTTULA,1966-1978,12 years
479,FIE00145947,65.9325,26.5164,154.0,RANUA_KK,1963-2014,51 years
480,FIE00145997,65.9764,26.3714,161.0,RANUA_LENTOKENTTA,1963-2021,58 years
481,FIE00146027,65.5831,28.25,209.0,TAIVALKOSKI_KK,1959-2014,55 years
482,FIE00146057,65.5739,28.2481,203.0,TAIVALKOSKI_KK_KAUPPATIE,1959-2021,62 years
483,FIE00146062,65.995,29.2258,264.0,KUUSAMO_LENTOASEMA_1,1959-2021,62 years
484,FIE00146067,66.3681,29.3192,160.0,KUUSAMO_KIUTAKONGAS,1966-2021,55 years
485,FIE00146111,66.1653,29.1553,486.0,KUUSAMO_RUKATUNTURI,1993-2021,28 years
486,FIE00146137,67.2789,23.7717,148.0,KOLARI_TEURAVUOMA,1966-1993,27 years
487,FIE00146157,67.3,23.75,146.0,KOLARI_TULLI,1966-1993,27 years
488,FIE00146162,66.5289,24.6531,92.0,YLITORNIO_MELTOSJARVI,1964-2021,57 years
489,FIE00146187,66.7722,23.9669,84.0,PELLO_KK_MUSEOTIE,1971-2021,50 years
490,FIE00146192,67.4667,24.9167,182.0,KITTILA_KAUKONEN,1973-1999,26 years
491,FIE00146212,66.9167,25.25,180.0,ROVANIEMEN_MLK_MELTAUS,1961-1981,20 years
492,FIE00146241,66.4981,25.7119,85.0,ROVANIEMI_RAUTATIEASEMA,1959-2021,62 years
493,FIE00146258,66.5789,26.015,106.0,ROVANIEMI_APUKKA,1959-2021,62 years
494,FIE00146263,67.25,26.5831,210.0,SODANKYLA_LISMA_AAPA,1971-1998,27 years
495,FIE00146308,66.5167,27.7831,180.0,KEMIJARVI_JUMISKO,1959-1990,31 years
496,FIE00146328,66.5592,27.7075,160.0,KEMIJARVI_LEHTOSALMI,1959-2007,48 years
497,FIE00146333,66.7153,27.1642,208.0,KEMIJARVI_LENTOKENTTA,2006-2021,15 years
498,FIE00146338,66.8208,28.6775,221.0,SALLA_KK,1961-2014,53 years
499,FIE00146343,67.2853,28.18,180.0,SAVUKOSKI_KK,1964-2021,57 years
500,FIE00146372,67.0214,27.2219,486.0,PELKOSENNIEMI_PYHATUNTURI,1995-2021,26 years
501,FIE00146378,66.8331,28.6781,215.0,SALLA_KK_MYLLYTIE,1967-2021,54 years
502,FIE00146403,67.215,29.2408,222.0,SALLA_NARUSKA_1,1991-2014,23 years
503,FIE00146408,67.3667,29.3667,261.0,SALLA_NARUSKAJARVI,1974-1990,16 years
504,FIE00146413,67.1622,29.1814,213.0,SALLA_NARUSKA,1992-2021,29 years
505,FIE00146423,67.9681,23.6803,254.0,MUONIO_ALAMUONIO,1959-2019,60 years
506,FIE00146448,67.7167,24.85,197.0,KITTILA_HUKKAKUMPU,1973-2014,41 years
507,FIE00146453,68.0167,24.1667,303.0,KITTILA_PALLASJARVI,1959-2002,43 years
508,FIE00146458,68.2294,24.8417,279.0,KITTILA_PULJU,1974-2008,34 years
509,FIE00146462,67.7842,24.8569,524.0,KITTILA_LEVITUNTURI,1995-2016,21 years
510,FIE00146467,68.0617,24.0369,755.0,MUONIO_LAUKUKERO,1996-2021,25 years
511,FIE00146472,67.9728,24.1203,565.0,MUONIO_SAMMALTUNTURI,1996-2021,25 years
512,FIE00146482,67.9992,24.2442,340.0,KITTILA_MATOROVA,2002-2021,19 years
513,FIE00146487,67.6956,24.8625,196.0,KITTILA_LENTOASEMA,1999-2021,22 years
514,FIE00146493,67.9908,24.2433,347.0,KITTILA_KENTTAROVA,2002-2021,19 years
515,FIE00146498,67.6517,24.9056,181.0,KITTILA_KK,1999-2021,22 years
516,FIE00146508,68.1692,25.7867,275.0,KITTILA_POKKA,1972-2021,49 years
517,FIE00146538,67.8206,27.7503,240.0,SODANKYLA_LOKKA,1959-2021,62 years
518,FIE00146543,68.0839,27.1894,247.0,SODANKYLA_VUOTSO,1959-2021,62 years
519,FIE00146548,68.4,27.3831,285.0,INARI_LAANILA,1960-2014,54 years
520,FIE00146558,68.3664,27.45,326.0,INARI_KIILOPAA,1972-2014,42 years
521,FIE00146563,68.4142,27.4175,302.0,INARI_SAARISELKA_MATKAILUKESKU,1960-2021,61 years
522,FIE00146567,68.4319,27.4489,430.0,INARI_SAARISELKA_KAUNISPAA,1995-2021,26 years
523,FIE00146582,68.4775,28.3053,253.0,INARI_RAJAJOOSEPPI,2003-2021,18 years
524,FIE00146598,67.7475,29.615,370.0,SALLA_VARRIOTUNTURI,1974-2021,47 years
525,FIE00146622,69.0419,20.8578,1007.0,ENONTEKIO_KILPISJARVI_SAANA,1991-2021,30 years
526,FIE00146633,68.6025,23.5803,370.0,ENONTEKIO_NAKKALA,1978-2021,43 years
527,FIE00146638,68.5708,23.3392,356.0,ENONTEKIO_PALOJARVI,1972-2014,42 years
528,FIE00146643,68.5,24.7331,330.0,ENONTEKIO_KALMANKALTIO,1961-1974,13 years
529,FIE00146663,68.9025,25.7406,285.0,INARI_ANGELI_LINTUPUOLISELKA,2008-2021,13 years
530,FIE00146688,68.6069,27.4181,147.0,INARI_IVALO_LENTOASEMA,1959-2021,62 years
531,FIE00146693,69.0669,27.1228,152.0,INARI_TOIVONIEMI,1959-2014,55 years
532,FIE00146698,69.7556,27.0119,107.0,UTSJOKI_KEVO,1962-2021,59 years
533,FIE00146703,70.0814,27.9006,22.0,UTSJOKI_NUORGAM,1970-2021,51 years
534,FIE00146727,69.0714,27.4964,122.0,INARI_VAYLA,1991-2021,30 years
535,FIE00146737,68.6081,27.4331,144.0,IVALO_LENTOASEMA,1970-2014,44 years
536,FIE00146753,69.1403,27.27,156.0,INARI_KAAMANEN,1959-2021,62 years
537,FIE00146757,69.0478,27.7608,120.0,INARI_SEITALAASSA,1991-2021,30 years
538,FIE00146768,68.8483,28.3031,120.0,INARI_NELLIM_1,1959-2014,55 years
539,FIE00146773,69.55,28.6331,96.0,INARI_SEVETTIJARVI_1,1971-2014,43 years
540,FIE00146778,69.5072,28.5975,100.0,INARI_SEVETTIJARVI,1971-2009,38 years
541,FIE00146783,68.8489,28.3039,123.0,INARI_NELLIM,1960-2021,61 years
542,FIE00146787,69.5756,28.8475,130.0,INARI_KIRAKKAJARVI_SANILANLAMP,1993-2011,18 years
543,FIE00146798,69.5817,28.8992,103.0,INARI_KIRAKKAJARVI,1971-2021,50 years
544,FIM00002801,69.05,20.783,476.0,ENONTEKIO_KILPISJARVI,1959-2021,62 years
545,FIM00002924,62.533,24.017,161.0,AHTARI,1975-2013,38 years
546,FIM00002947,61.733000000000004,27.3,138.0,MIKKELI,1981-2013,32 years
547,FIXLT140768,61.9,22.5,136.0,NIINISALO_FINLAND,1987-2013,26 years
548,FIXLT325413,63.1,21.8,8.0,VAASA,1951-2004,53 years
549,FIXLT662086,63.2,22.0,9999.0,WORO,1800-1824,24 years
550,FIXLT803516,65.0,24.7,9999.0,CARLO,1817-1836,19 years
551,FOM00006009,61.4,-6.667000000000001,102.0,AKRABERG,1974-2013,39 years
552,GL000004250,64.1667,-51.75,80.0,NUUK,1866-2021,155 years
553,GL000004320,76.77,-18.67,12.0,DANMARKSHAVN,1951-2021,70 years
554,GL000004360,65.5997,-37.6331,50.0,TASIILAQ,1895-2021,126 years
555,GLE00007963,77.4667,-69.2167,16.0,QAANAAQ,1995-2012,17 years
556,GLE00007987,65.4,-52.8667,25.0,MANIITSOQ,1961-2012,51 years
557,GLE00007997,63.0831,-50.6831,9999.0,QEQERTARSUATSIAAT,2000-2012,12 years
558,GLE00100981,69.2167,-51.05,39.0,ILULISSAT_JAKOBSHAVN,1866-2013,147 years
559,GLE00100992,69.2331,-51.0667,29.0,ILULISSAT_MITTARFIK,1877-2020,143 years
560,GLE00146821,76.5667,-68.8,21.0,DUNDAS,1961-1980,19 years
561,GLE00146901,72.7831,-56.1667,120.0,UPERNAVIK,1873-2012,139 years
562,GLE00146908,72.7831,-56.1331,126.0,MITT_UPERNAVIK,1961-2021,60 years
563,GLE00146928,70.7331,-52.7,88.0,MITT_QAARSUT,2000-2020,20 years
564,GLE00146961,69.22,-51.1,39.0,ILULISSAT,1877-2012,135 years
565,GLE00146981,69.2331,-53.5167,24.0,QEQERTARSUAQ,1962-2012,50 years
566,GLE00146989,69.25,-53.5331,11.0,QEQERTARSUAQ_HELI,1962-2012,50 years
567,GLE00147041,66.9167,-53.6667,12.0,SISIMIUT,1961-2013,52 years
568,GLE00147061,66.95,-53.7167,10.0,MITT_SISIMIUT,1962-2020,58 years
569,GLE00147231,62.0167,-49.6667,36.0,MITT_PAAMIUT,1958-2020,62 years
570,GLE00147241,61.2331,-48.1,35.0,KANGILINNGUIT,1961-1974,13 years
571,GLE00147281,61.1667,-45.4167,27.0,MITT_NARSARSUAQ,1961-2020,59 years
572,GLE00147301,60.7167,-46.05,32.0,QAQORTOQ,1961-2020,59 years
573,GLE00147308,60.7167,-46.0331,18.0,QAQORTOQ_HELIPORT,1963-2020,57 years
574,GLE00147331,60.9167,-46.05,25.0,NARSAQ_HELIPORT,1958-2020,62 years
575,GLE00147401,81.6,-16.6497,36.0,STATION_NORD,1952-2021,69 years
576,GLE00147461,74.3,-20.2167,44.0,DANEBORG,1958-1975,17 years
577,GLE00147471,72.25,-23.9,16.0,MESTERSVIG,1961-1985,24 years
578,GLE00147481,70.4831,-21.95,70.0,ITTOQQORTOORMIIT,1941-2021,80 years
579,GLE00147491,70.4167,-21.9667,41.0,UUNARTEQ,1949-1990,41 years
580,GLE00147498,70.75,-22.65,13.0,MITT_NERLERIT_INAAT,2002-2020,18 years
581,GLE00147521,67.7831,-32.2997,13.0,APUTITEEQ,1958-2008,50 years
582,GLE00147558,65.5831,-37.15,35.0,MITT_KULUSUK,2000-2020,20 years
