Code,Latitude,Longitude,Elevation,Name
NON00069070,63.3125,10.9227,688.0,VENNAFJELL
NON00069150,63.4882,10.8795,40.0,KVITHAMAR
NON00069330,63.4431,11.6992,145.0,MERAKERKROGSTAD
NON00069360,63.4229,11.7604,218.0,MERAKER_II
NON00069760,63.7167,11.2333,95.0,LEVANGEREGGEN
NON00069950,63.8,11.2,76.0,YTTEROY
NON00070340,63.6653,12.0,245.0,VERDALSUL
NON00070910,64.25,12.4167,127.0,BERG_I_SNASA_II
NON00071000,64.0225,11.4508,6.0,STEINKJERSONDRE_EGGE
NON00071650,63.85,9.7333,4.0,VALLERSUND
NON00071850,64.173,9.4063,16.0,HALTEN_FYR
NON00073470,64.4619,13.5916,402.0,NORDLI_III
NON00073620,64.5867,12.5123,118.0,HARRAN
NON00075300,64.7667,11.1167,10.0,PRESTO
NON00075600,65.0975,11.7022,47.0,LEKA
NON00076450,65.702,11.8572,4.0,VEGAVALLSJO
NON00076500,65.8667,12.1833,6.0,SKALVAR
NON00076530,65.826,12.4313,21.0,TJOTTA
NON00076600,65.9022,12.5378,8.0,ALSTAHAUG
NON00077190,65.8514,13.195,4.0,MOSJOENMOSAL
NON00077400,65.2167,13.3667,352.0,MAJAVATNKAPPFJELLI
NON00077640,65.6,13.9833,221.0,HATTFJELLDAL_III
NON00077750,65.5117,14.0217,265.0,SUSENDALBJORMO
NON00077950,65.8833,13.3,634.0,VARDEFJELL
NON00078800,65.8255,14.1942,406.0,VARNTRESK
NON00079100,66.2,13.6333,13.0,RANAHEMNES
NON00080100,66.3683,12.6445,7.0,NORD_SOLVAR
NON00080300,66.5147,13.0167,15.0,TONNES
NON00080610,66.7628,12.486,17.0,MYKEN
NON00080620,66.7333,13.8,4.0,HOLANDSFJORDHALVKANNENESET
NON00080690,66.7667,14.2,543.0,STORGLOMVATNET
NON00080900,67.175,13.7833,4.0,FLEINVAR
NON00080950,67.302,13.499,14.0,TENNHOLMEN_FYR
NON00081150,66.9833,14.8,20.0,BEIARNHAUGBAKK
NON00081250,66.76,14.58,217.0,LEIRAMO
NON00081450,67.1667,15.0333,801.0,KLETKOVFJELL
NON00081500,67.0833,15.3667,28.0,ROGNAN
NON00081620,66.9667,15.3,26.0,OVRE_SALTDAL
NON00081680,66.8483,15.3145,81.0,SALTDAL
NON00082060,67.2378,15.3038,165.0,FAUSKEVETEN
NON00082400,67.4257,13.9246,14.0,HELLIGVAR
NON00082800,67.5923,15.8897,7.0,KOBBELV
NON00083120,67.8333,14.7833,6.0,GROTOY
NON00083550,68.0007,15.6098,53.0,FINNOY_I_HAMAROY
NON00083700,68.0465,16.0338,60.0,DRAG_I_TYSFJORD
NON00084170,68.2883,17.31,6.0,SKJOMENSLETTJORD
NON00085230,68.3272,15.6226,16.0,OFFERSOY
NON00085780,67.8833,13.05,31.0,GLAPEN_FYR
NON00085891,67.525,12.104,4.0,ROST_III
NON00085950,67.4102,11.8731,18.0,SKOMVAR_FYR
NON00086150,68.3,13.6833,4.0,EGGUM
NON00086260,68.35,13.9667,10.0,KVALNES_I_LOFOTEN
NON00087100,69.3237,16.1199,5.0,ANDENES
NON00087350,68.7715,16.2,36.0,BORKENES
NON00087400,68.9448,16.6551,17.0,SANDSOY_I_SENJA
NON00087790,68.5835,16.5692,7.0,EVENSKJER
NON00088000,68.7333,17.8,22.0,TENNEVOLL
NON00088200,69.2347,17.9033,9.0,SENJALAUKHELLA
NON00088680,69.55,17.9167,9.0,LEIRKJOSEN
NON00088900,69.3538,18.075,12.0,GIBOSTAD
NON00089800,69.0178,19.2803,78.0,OVERBYGD
NON00090080,69.3297,18.889,12.0,MESTERVIK
NON00090900,70.3167,20.155,37.0,FUGLOYKALVEN_FYR
NON00091260,69.5667,20.2333,3.0,LYNGSEIDET_IV
NON00091300,69.256,19.8763,12.0,OTEREN
NON00091330,69.264,19.9605,37.0,KVESMENESRYENG
NON00091350,69.3777,20.3024,46.0,SKIBOTN
NON00092700,70.3348,21.4528,10.0,LOPPA
NON00093050,69.939,22.9223,893.0,HALDDE
NON00094350,70.7167,22.7333,4.0,GALTEN
NON00094600,71.1,25.3667,5.0,GJESVAR
NON00094700,71.0633,26.23,33.0,HELNES_FYR
NON00095800,70.9627,26.6833,4.0,SVARHOLT
NON00096680,70.45,28.3167,30.0,TANA
NON00097080,69.9,26.4167,112.0,LEVAJOKEVJEN
NON00098700,70.0784,30.0967,6.0,EKKEROY
NON00099370,69.7255,29.8977,89.0,KIRKENES_LUFTHAVN
NON00099530,69.1648,29.2457,54.0,PASVIK
NON00099550,69.6833,30.1333,8.0,SOR_VARANGER
NOXLT046143,61.5,7.0,2062.0,FANARAKEN
NOXLT285749,70.0,23.2,9999.0,ALTA
NOXLT345874,62.4,11.2,628.0,R0ROS
NOXLT451881,65.6,12.3,9999.0,BRONNOYSUND
NOXLT707777,63.45,10.9333,17.0,TRONDHEIM_VERNES
NOXLT725502,71.1,24.2,7.0,INGOY
NOXLT905825,69.5,19.0,11.0,TROMO_SKATTO
NOXLT921787,60.3,7.5,995.0,HAUGASTOL
RS000020034,80.817,47.417,18.0,NAGURSKOYE
RS000020294,77.617,101.483,6.0,GEYBERGA_ISLAND
RS000020357,76.183,63.567,9.0,RUSSKAYA_GAVAN
RS000020696,73.65,109.75,20.0,CAPE_KASISTY
RS000020766,72.333,79.5,10.0,LESKINO
RS000021405,75.533,113.517,15.0,B_PRONCHISHCHEVOY
RS000021613,73.9,124.6,9.0,DUNWAY_ISLAND
RS000021825,71.533,129.917,3.0,MOSTAKH_ISLAND
RS000025902,60.85,151.767,901.0,ATKA
RSM00020046,80.6,58.0,22.0,POLAR_GMO_IMETKRENKELJ
RSM00020069,79.5,76.98,10.0,OSTROV_VIZE
RSM00020087,79.55,90.62,7.0,OSTROV_GOLOMJANNYJ
RSM00020274,77.5,82.2,23.0,OSTROV_UEDINENIJA
RSM00020289,77.2,96.4,9.0,RUSSKIJ
RSM00020292,77.72,104.3,12.0,GMO_IMEKFEDOROVA
RSM00020353,76.85,68.55,10.0,MYS_ZELANIJA
RSM00020471,75.952,82.946,12.0,TROYNOY_ISLAND
RSM00020476,75.42,88.9,10.0,STERLEGOVA
RSM00020667,73.33,70.0294,6.0,BELY_ISLAND
RSM00020674,73.5,80.4,42.0,DIKSON
RSM00020744,72.3794,52.73,18.0,MALIYE_KARMAKULY
RSM00020871,71.875,82.706,6.0,SOPOCHNAYA_KARGA
RSM00020891,71.9831,102.4667,31.0,HATANGA
RSM00020946,70.45,59.08,13.0,IMEKFEDOROVABOLVANSKII_NOS
RSM00020967,70.167,72.517,17.8,SEYAHA
RSM00020978,70.083,83.167,29.0,KARAUL
RSM00020982,70.97,94.5,37.0,VOLOCHANKA
RSM00021358,76.15,152.833,14.0,ZOHOVA_ISLAND
RSM00021432,76.0,137.87,12.0,OSTROV_KOTELNYJ
RSM00021504,74.667,112.933,57.0,OSTROV_PREOBRAZENIJ
RSM00021611,73.55,118.67,12.0,TERPJAJ_TUMSA
RSM00021636,73.333,139.917,26.0,CAPE_KIGILYAKH
RSM00021647,73.18,143.2297,21.0,SHALAUROVA_MYS
RSM00021711,73.0,119.867,15.0,UST'OLENEK
RSM00021721,72.4,126.35,20.0,IMYUA_HABAROVA
RSM00021802,71.97,114.08,16.0,SASKYLAH
RSM00021813,71.917,123.567,27.0,TYUMYATI
RSM00021824,71.58,128.9197,6.0,TIKSI
RSM00021908,70.1297,113.97,61.0,DZALINDA_1
RSM00021921,70.68,127.4,30.0,KJUSJUR
RSM00021931,70.77,136.22,23.0,JUBILEJNAJA
RSM00021946,70.6167,147.8831,44.0,CHOKURDAH
RSM00021965,70.633,162.483,41.0,OSTROV_CHETYREHSTOL
RSM00021982,70.9831,-178.4833,2.0,OSTROV_VRANGELJA
RSM00022003,69.93,31.98,8.0,VAJDA_GUBA
RSM00022019,69.2,33.4797,32.0,POLJARNOE
RSM00022028,69.2,35.1,33.0,TERIBERKA
RSM00022095,69.53,49.08,23.0,KOLGUEV_SEVERNYI
RSM00022101,69.0,28.8,99.0,JANISKOSKI
RSM00022106,68.6,31.85,63.0,PADUN
RSM00022113,68.9667,33.0497,57.0,MURMANSK
RSM00022127,68.0,35.033,162.0,LOVOZERO
RSM00022140,68.15,39.82,70.0,SVYATOY_NOS_CAPECLOSED
RSM00022165,68.65,43.3,47.0,KANIN_NOS
RSM00022204,67.5697,30.45,246.0,KOVDOR
RSM00022212,67.967,32.883,132.0,MONCEGORSK
RSM00022217,67.15,32.35,26.0,KANDALAKSA
RSM00022235,67.37,37.03,155.0,KRASNOSHELYE
RSM00022249,67.1297,39.67,149.0,KANEVKA
RSM00022269,67.15,43.9,13.0,MYS_KONUSIN
RSM00022271,67.9,44.1,18.0,SOJNA
RSM00022282,67.8,46.667,6.0,MYS_MIKULKIN
RSM00022292,67.7,48.77,4.0,INDIGA
RSM00022312,66.7,32.883,18.0,KOVDA
RSM00022324,66.67,34.33,39.0,UMBA
RSM00022334,66.337,36.017,3.0,KASHKARANTSY
RSM00022349,66.183,39.533,9.0,PJALICA
RSM00022355,66.48,40.68,15.0,OSTROV_SOSNOVEZ
RSM00022365,66.383,43.25,21.0,ABRAMOVSKIJ_MAJAK
RSM00022383,66.767,47.783,9.0,NIZHNYAYA_PESHA
RSM00022408,65.2,31.17,118.0,UKHTA_KALEVALA
RSM00022422,65.9,34.8164,9.0,GRIDINO
RSM00022438,65.2,36.82,26.0,ZHIZHGIN_MAYAK
RSM00022446,65.467,39.733,77.0,ZIMNEGORSKIJ_MAJAK
RSM00022471,65.87,44.22,14.0,MEZEN
RSM00022520,64.9831,34.8164,7.0,KEM_PORT
RSM00022522,64.95,34.65,8.0,KEM
RSM00022525,64.566,34.917,9.0,RAZNAVOLOK
RSM00022550,64.5,40.7331,8.0,ARHANGELSK
RSM00022551,64.849,40.283,3.0,MUDJUG
RSM00022559,64.217,41.667,12.0,HOLMOGORY
RSM00022563,64.7,43.383,31.0,PINEGA
RSM00022573,64.9,45.767,71.0,LESUKONSKOE
RSM00022583,64.75,47.65,63.0,KOJNAS
RSM00022602,63.82,30.82,180.0,REBOLY
RSM00022619,63.27,33.42,130.0,PADANY
RSM00022621,63.767,34.283,112.0,SEGEZA
RSM00022638,63.327,36.71,183.0,KALGACHIKHA
RSM00022641,63.9,38.1167,13.0,ONEGA
RSM00022648,63.117,39.233,34.0,TURCASOVO
RSM00022656,63.483,41.8,18.0,EMECK
RSM00022671,64.01,44.449,65.0,KARPOGORY
RSM00022676,63.6,45.6,62.0,SURA
RSM00022695,63.45,48.9,158.0,KOSLAN
RSM00022721,62.917,34.433,81.0,MEDVEZEGORSK
RSM00022749,62.133,39.3,101.0,KONEVO
RSM00022762,62.867,42.717,34.0,DVINSKIJ_BEREZNIK
RSM00022768,62.1,42.9,47.0,SHENKURSK
RSM00022778,62.233,45.017,58.0,VERHNJAJA_TOJMA
RSM00022798,62.167,49.117,92.0,JARENSK
RSM00022802,61.7167,30.7167,17.0,SORTAVALA
RSM00022820,61.8167,34.2667,110.0,PETROZAWODSK
RSM00022831,61.8,36.517,44.0,PUDOZ
RSM00022837,61.0167,36.45,55.0,VYTEGRA
RSM00022845,61.5,38.93,124.0,KARGOPOL
RSM00022854,61.7,40.2,233.0,NJANDOMA
RSM00022867,61.083,42.067,91.0,VELSK
RSM00022887,61.2331,46.7167,56.0,KOTLAS
RSM00022892,60.72,28.8,14.0,VYBORG
RSM00022907,60.08,26.97,6.0,GOGLAND
RSM00022912,60.983,32.983,12.0,OLONEC
RSM00022925,60.633,34.783,111.0,VINNICY
RSM00022939,60.033,37.783,131.0,BELOZERSK
RSM00022954,60.467,40.2,202.0,VOZEGA
RSM00022981,60.8,46.3,98.0,VELIKIJ_USTJUG
RSM00022996,60.367,49.65,152.0,OBJACEVO
RSM00023022,69.75,61.7,53.0,AMDERMA
RSM00023032,69.72,66.8194,24.0,MARRE_SALE
RSM00023058,69.08,76.9,2.0,ANTIPAJUTA
RSM00023074,69.4,86.17,14.0,DUDINKA
RSM00023078,69.333,88.25,64.0,NORILSK
RSM00023114,68.55,55.5,5.0,MYS_KONSTANTINOVSKII
RSM00023146,68.4667,73.5831,2.0,MYS_KAMENNYJ
RSM00023174,68.667,86.25,41.0,POTAPOVO
RSM00023179,68.1,87.767,94.0,SNEZHNOGORSK
RSM00023205,67.6331,53.0331,5.0,NARJAN_MAR
RSM00023219,67.0831,59.3831,84.0,HOSEDA_HARD
RSM00023220,67.05,64.0697,113.0,ELEZKAJA
RSM00023226,67.483,64.016,172.0,VORKUTA
RSM00023242,67.6994,72.9494,12.0,NOVY_PORT
RSM00023256,67.47,78.73,26.0,TAZOVSKOE
RSM00023274,67.47,86.57,20.0,IGARKA
RSM00023305,66.25,52.583,20.0,OKUNEV_NOS
RSM00023324,66.43,60.77,58.0,PETRUN
RSM00023330,66.5294,66.5294,15.0,SALEKHARD
RSM00023331,66.9,65.67,895.0,RA_IZ
RSM00023339,66.033,68.683,36.0,POLUJ
RSM00023345,66.5997,72.9,5.0,NYDA
RSM00023365,66.5997,82.3,34.0,SIDOROVSK
RSM00023383,66.8797,93.47,277.0,AGATA
RSM00023405,65.4331,52.2667,78.0,UST_TZILMA
RSM00023412,65.97,56.9194,77.0,UST_USA
RSM00023418,65.1167,57.1,53.0,PECHORA
RSM00023426,65.382,64.717,19.0,MUZI
RSM00023431,65.833,65.933,17.0,PITLYAR
RSM00023445,65.47,72.67,14.0,NADYM
RSM00023463,65.98,84.27,41.0,JANOV_STAN
RSM00023465,65.7,82.45,25.0,KRASNOSEL'KUPSK
RSM00023471,60.917,76.6,55.0,NIZHNEVARTOVSK
RSM00023472,65.7831,87.9331,38.0,TURUHANSK
RSM00023503,65.033,53.967,52.0,IZHMA
RSM00023514,64.52,55.4,156.0,IRAEL
RSM00023518,64.266,57.617,75.0,UST_SUGOR
RSM00023527,64.28,60.88,28.0,SARAN_PAUL
RSM00023552,64.92,77.82,26.0,TARKO_SALE
RSM00023589,64.2,93.78,105.0,TUTONCHANY
RSM00023606,63.55,53.817,137.0,UHTA
RSM00023625,63.65,62.1,28.0,SOSVA
RSM00023631,63.93,65.05,27.0,BEREZOVO
RSM00023635,63.667,69.6,86.0,YUIL'SK
RSM00023656,63.38,78.32,66.0,HALESOVAJA
RSM00023662,63.98,82.08,31.0,TOLKA
RSM00023678,63.15,87.95,46.0,VERHNEIMBATSK
RSM00023701,62.983,50.9,103.0,VESLJANA
RSM00023707,62.23,50.42,106.0,UST_VUM
RSM00023711,62.7,56.2,135.0,TROICKO_PECHERSKOE
RSM00023724,62.43,60.8694,51.0,NJAKSIMVOL
RSM00023734,62.45,66.05,70.0,OKTYABR_SKOYE
RSM00023774,62.483,86.278,60.0,KELLOG
RSM00023776,62.464,89.008,57.0,BAHTA
RSM00023788,62.317,92.117,62.0,KUZMOVKA
RSM00023803,61.683,53.683,144.0,UST_KULOM
RSM00023804,61.6667,50.8667,116.0,SYKTYVKAR
RSM00023847,61.3,71.3,33.4,SYTOMINO
RSM00023849,61.25,73.5,55.0,SURGUT
RSM00023862,61.536,82.423,71.0,KORLIKI
RSM00023867,61.1,80.25,55.0,LARYAK
RSM00023884,61.6,90.0167,62.0,BOR
RSM00023891,61.6667,96.3667,256.0,BAJKIT
RSM00023904,60.45,50.97,124.0,KOIGORODOK
RSM00023909,60.283,54.35,198.0,GAJNY
RSM00023914,60.4,56.52,208.0,CHERDYN
RSM00023921,60.6831,60.45,93.0,IVDEL
RSM00023929,60.317,64.217,53.0,SAIM
RSM00023933,61.0167,69.1167,46.0,HANTY_MANSIJSK
RSM00023939,60.333,68.967,32.0,ALTAJ
RSM00023946,60.5,74.02,47.0,UGUT
RSM00023955,60.4331,77.8667,47.0,ALEKSANDROVSKOE
RSM00023966,60.35,84.08,98.0,VANZIL_KYNAK
RSM00023973,61.033,89.633,49.0,VOROGOVO
RSM00023975,60.35,88.367,86.0,SYM
RSM00023986,60.38,93.03,513.0,SEVERO_ENISEJSK
RSM00023987,60.25,90.233,58.0,JARCEVO
RSM00023992,60.724,97.514,178.0,UST'_KAMO
RSM00024076,69.33,139.6697,282.0,DEPUTATSKIJ
RSM00024105,68.47,102.37,272.0,ESSEJ
RSM00024125,68.5,112.4331,217.0,OLENEK
RSM00024136,68.62,118.33,78.0,SUHANA
RSM00024143,68.73,124.0,38.0,DZARDZAN
RSM00024197,68.233,145.3,152.0,DRUZINA
RSM00024266,67.5667,133.4,136.0,VERHOJANSK
RSM00024329,66.25,114.28,233.0,SELAGONCY
RSM00024343,66.7667,123.4,88.0,ZHIGANSK
RSM00024371,66.8,136.68,274.0,UST_CHARKY
RSM00024382,66.45,143.2297,195.0,UST_MOMA
RSM00024507,64.2667,100.2331,188.0,TURA
RSM00024538,64.23,116.92,137.0,CHUMPURUK
RSM00024557,64.283,126.45,85.0,SOGO_HAYA
RSM00024561,65.0,130.683,737.0,SYURYUN_KYUYEL
RSM00024585,64.566,143.2,523.0,UST_NERA
RSM00024598,64.167,148.033,845.0,DARPIR
RSM00024606,63.58,103.97,209.0,KISLOKAN
RSM00024639,63.283,118.333,119.0,NJURBA
RSM00024641,63.7831,121.6167,110.0,VILJUJSK
RSM00024643,63.95,124.83,76.0,HATYRYK_HOMO
RSM00024652,63.967,127.467,96.0,SANGARY
RSM00024656,63.517,129.483,79.0,BATAMAJ
RSM00024661,64.0,130.3,208.0,SEGEN_KYUEL
RSM00024668,63.317,132.017,91.0,VERHOYANSKIJPEREVOZ
RSM00024671,63.95,135.87,399.0,TOMPO
RSM00024679,63.22,139.6,1286.0,VOSTOCHNAJA
RSM00024688,63.25,143.15,740.0,OJMJAKON
RSM00024713,62.88,108.43,246.0,NAKANNO
RSM00024724,63.03,112.5,422.0,CHERNISHEVSKIJ
RSM00024726,62.5,113.9,351.0,MIRNYJ
RSM00024738,62.15,117.65,131.0,SUNTAR
RSM00024739,62.283,119.85,308.0,CHAINGDA
RSM00024763,62.8,134.4,119.0,KREST_HALDZHAY
RSM00024768,62.033,132.6,186.0,CURAPCA
RSM00024771,62.783,136.85,289.0,TEPLYJKLYUCH
RSM00024790,62.78,148.17,646.0,SUSUMAN
RSM00024802,61.7,102.7,357.0,STRELKA_CHUNJA
RSM00024807,61.328,100.476,332.0,MUTORAJ
RSM00024817,61.2667,108.0167,284.0,ERBOGACEN
RSM00024826,61.617,114.617,354.0,DOROZHNYJ
RSM00024843,61.917,124.55,199.0,TONGULAH
RSM00024856,61.483,129.15,115.0,POKROVSKAJA
RSM00024871,61.867,135.5,141.0,OHOTSKIJPEREVOZ
RSM00024908,60.3331,102.2667,259.0,VANAVARA
RSM00024918,60.067,107.967,292.0,PREOBRAZENKA
RSM00024923,60.72,114.88,241.0,LENSK
RSM00024933,60.95,119.3,247.0,KILEER
RSM00024944,60.4,120.4167,223.0,OLEKMINSK
RSM00024951,60.8167,125.3167,117.0,ISIT
RSM00024959,62.0167,129.7167,98.0,JAKUTSK
RSM00024962,60.9,131.983,146.0,AMGA
RSM00024966,60.3831,134.4497,169.0,UST_MAJA
RSM00024967,60.47,130.0,173.0,TEGJULTJA
RSM00024982,60.72,142.78,396.0,UEGA
RSM00024988,60.083,142.333,198.0,ARKA
RSM00025034,69.62,162.3,24.0,BUHTA_AMBARCIK
RSM00025042,69.93,167.98,13.0,OSTROV_AION
RSM00025062,69.8797,175.77,2.0,MYS_BILLINGSA
RSM00025123,68.75,161.283,28.0,CHERSKIJ
RSM00025138,68.12,164.17,98.0,OSTROVNOE
RSM00025173,68.9,-179.3669,2.0,MYS_SHMIDTA
RSM00025206,67.45,153.72,20.0,SREDHEKOLYMSK
RSM00025248,67.25,168.97,352.0,ILIRNEJ
RSM00025282,67.83,-175.8,3.0,MYS_VANKAREM
RSM00025325,66.55,159.42,127.0,UST_OLOJ
RSM00025356,66.3797,173.33,78.0,ENMUVEEM
RSM00025372,67.0,-178.9,139.0,AMGUEMA
RSM00025378,66.3497,-179.1,21.0,EGVEKINOT
RSM00025399,66.17,-169.8,5.0,MYS_UELEN
RSM00025400,65.73,150.9,41.0,ZYRJANKA
RSM00025428,65.23,160.53,260.0,OMOLON
RSM00025503,64.75,153.97,97.0,KORKODON
RSM00025538,64.22,164.23,324.0,VERHNEE_PENZINO
RSM00025551,64.6831,170.4167,25.0,MARKOVO
RSM00025563,64.7831,177.5667,64.0,ANADYR
RSM00025594,64.4167,-173.2333,25.0,BUHTA_PROVIDENJA
RSM00025621,64.0,158.92,682.0,KEDON
RSM00025656,63.4,172.7,200.0,BEREZOVO_1
RSM00025677,63.05,179.32,3.0,BERINGOVSKAJA
RSM00025703,62.9167,152.4167,206.0,SEJMCHAN
RSM00025705,62.45,152.32,264.0,SREDNEKAN
RSM00025715,62.5,155.783,542.0,OMSUKCHAN
RSM00025744,62.4831,166.2167,10.0,KAMENSKOE
RSM00025767,62.05,175.2,11.0,HATYRKA
RSM00025777,62.4,179.1,4.0,GAVRIILA_BUHTA
RSM00025821,61.95,158.967,23.0,NAJAHAN
RSM00025922,60.72,155.88,34.0,SHELIHOVO
RSM00025932,60.68,160.4,45.0,TAJGONOS
RSM00025954,60.35,166.0,2.0,KORF
RSM00025956,60.43,169.67,3.0,APUKA
RSXLT110838,80.83,79.7,47.0,OSTROV_USHAKOVA
RSXLT306544,67.33,168.23,9999.0,ILIRNEJ
RSXLT353655,76.8,110.8,6.0,OSTROV_ANDREYAFORMER
RSXLT413954,76.2667,94.2833,10.0,OSTROV_PRAUDY
RSXLT437938,72.87,140.75,6.0,MYS_SUYATYY_NOS
RSXLT438093,77.15,82.2,5.0,OSTROV_ISACHENKO
RSXLT510384,74.88,142.2,10.0,ZEMLYA_BUNGE
RSXLT618521,64.42,-172.25,5.0,CHAPLINO
RSXLT637512,68.73,158.73,15.0,KOLYMSKAYA
RSXLT643936,67.47,-174.62,31.0,OSTROV_KOLYUCHIN
RSXLT676609,78.62,98.7,8.0,OSTRAVA_KRASNOPLOTSK
RSXLT699046,70.4,58.8,11.0,WAIGATZ
RSXLT738182,60.0,29.8,20.0,KRONSTADT
RSXLT740860,60.5,169.6,10.0,APUKA_USSR_ASIA
RSXLT850030,70.08,170.97,4.0,BALKARKAY
RSXLT854187,70.6667,154.15,2.0,ALAZEYA
RSXLT860513,81.8,57.9667,51.0,OSTROV_RUDOLFA
RSXLT886728,73.5167,75.7667,41.0,OSTROV_VILKITSKOVO
RSXLT887675,60.167,130.199,171.0,TEGJULTJE_TERDE
RSXLT896839,71.1333,66.8167,11.0,KHARASOVOY
RSXLT973997,69.7,170.33,4.0,PEVEK
SV000001008,78.25,15.4667,28.0,SVALBARD_AIRPORT
SV000020026,80.167,36.75,9.0,VIKTORIYA_ISLAND
SV000020107,78.1,14.3,49.0,BARENCBURG
SW000002120,66.9597,17.73,314.0,KVIKKJOKK_ARRENJARKA
SW000002127,65.0667,17.1664,325.0,STENSELE
SW000002196,65.8269,24.1439,5.0,HAPARANDA
SW000002288,63.595,20.7564,6.0,HOLMOGADD_A
SW000002361,62.6331,17.9331,15.0,HARNOSAND
SW000002410,60.6814,13.6994,308.0,MALUNG
SW000010537,60.6167,15.6167,160.0,FALUN
SW000021280,65.0072,17.7083,280.0,GUNNARN
SWE00003523,61.7031,17.5247,8.0,KUGGOREN_A
SWE00003531,63.1883,19.0203,11.0,SKAGSUDDE_A
SWE00003535,64.4808,21.5792,40.0,BJUROKLUBB_A
SWE00005583,61.17,13.12,830.0,STORFJALLET_SALEN
SWE00005603,61.71,13.13,425.0,SARNA
SWE00005683,63.43,13.07,1280.0,ARESKUTAN
SWE00005756,65.11,20.77,195.0,FALLFORS_MO
SWE00005784,65.7,23.1,4.0,STORON_A
SWE00100026,63.1831,14.4831,376.0,OESTERSUND
SWE00115961,62.5244,17.4408,4.0,SUNDSVALLS_FLYGPLATS
SWE00115981,63.6842,16.9506,215.0,JUNSELE
SWE00116001,64.5033,14.1594,328.0,GADDEDE
SWE00116061,67.2097,23.3928,168.0,PAJALA
SWE00136327,60.11,15.12,240.0,SKEPPSMORA_V
SWE00136405,60.48,15.43,140.0,BORLANGE_AUT
SWE00136441,60.64,12.88,525.0,BRATTMON_V
SWE00136507,61.09,13.23,725.0,SALEN_HOGFJALLET_V
SWE00136600,61.87,12.3,660.0,IDRE_STORBO_V
SWE00136612,61.89,12.86,869.0,IDRE_FJALL_A
SWE00136648,62.28,15.67,320.0,NORRBERG_NORRHOG_V
SWE00136663,62.43,17.35,80.0,SUNDSVALL_RASTA_V
SWE00136708,62.73,12.73,955.0,FLATRUET_V
SWE00136720,62.76,16.71,205.0,SILLRE_V
SWE00136744,63.04,12.28,1030.0,SYLARNA
SWE00136813,63.32,13.48,330.0,MO
SWE00136819,63.32,13.71,355.0,MATTMAR_V
SWE00136828,63.38,13.16,435.0,ARE_BJORNANGE_V
SWE00136831,63.38,20.1,24.0,SYDOSTBROTTEN
SWE00136969,64.39,21.31,105.0,HOKMARKSBERGET_V
SWE00137020,64.7097,17.44,575.0,RISTRASK_V
SWE00137023,64.72,21.15,5.0,URSVIKEN
SWE00137059,64.97,15.39,545.0,SAXNAS_V
SWE00137083,65.09,14.51,1036.0,STEKENJOKK_A
SWE00137131,65.33,22.75,1.0,FARSTUGRUNDEN
SWE00137188,65.75,21.77,9.0,SAVAST_V
SWE00137203,65.8078,15.0853,458.0,HEMAVAN_FLYGPLATS
SWE00137290,66.4897,16.44,481.0,LILLVIKEN_ROPARUDDEN
SWE00137293,66.4989,20.1308,275.0,JOKKMOKK_FLYGPLATS_MO
SWE00137296,66.51,19.68,324.0,VAJMAT_V
SWE00137338,66.77,20.97,330.0,NATTAVARA
SWE00137425,67.8497,20.23,505.0,KIRUNA
SWE00137440,68.05,21.77,355.0,NEDRE_SOPPERO_V
SWE00137470,68.43,18.28,537.0,VASSIJAURE
SWE00139240,60.07,13.55,155.0,EDEBACK
SWE00139250,60.1,16.3097,100.0,BROVALLEN
SWE00139254,60.14,13.01,80.0,TORSBY
SWE00139256,60.12,16.28,89.0,SONNBO
SWE00139268,60.14,14.4,305.0,FREDRIKSBERG
SWE00139272,60.14,16.17,100.0,AVESTA
SWE00139276,60.15,13.8,190.0,GUSTAVSFORS
SWE00139282,60.16,18.74,12.0,SINGO
SWE00139284,60.17,16.3097,68.0,FOLKARNA
SWE00139286,60.18,18.23,15.0,RISINGE
SWE00139290,60.2,14.4,340.0,LEJEN
SWE00139294,60.2,17.9164,33.0,DANNEMORA
SWE00139296,60.24,17.91,39.0,FILMS_KYRKBY
SWE00139306,60.27,16.98,56.0,KERSTINBO_A
SWE00139308,60.28,18.92,12.0,UNDERSTEN
SWE00139320,60.3,17.43,35.0,VASBY
SWE00139324,60.31,12.7,160.0,OSTMARK_LAMBACKEN
SWE00139332,60.33,12.68,160.0,OSTMARK_RANNBERG
SWE00139334,60.33,15.2,260.0,RAMSHYTTAN
SWE00139336,60.33,18.43,7.0,OREGRUND
SWE00139340,60.35,12.65,308.0,OSTMARK_ROJDASEN
SWE00139346,60.38,15.23,260.0,IDKERBERGET
SWE00139348,60.38,15.14,495.0,SPANSBERGET
SWE00139362,60.4292,15.5078,152.0,BORLANGE_FLYGPLATS
SWE00139364,60.44,17.34,35.0,UNTRA
SWE00139372,60.46,16.27,130.0,STJARNSUND
SWE00139376,60.5,15.46,145.0,BORLANGE
SWE00139386,60.5,15.45,128.0,DOMNARVET
SWE00139390,60.51,14.96,190.0,MOCKFJARD
SWE00139396,60.53,18.38,8.0,ORSKAR_A
SWE00139404,60.54,17.75,5.0,FAGERVIKEN
SWE00139414,60.6,15.01,155.0,GRADA_KRAFTVERK
SWE00139430,60.65,17.17,16.0,GAVLE
SWE00139436,60.68,13.71,306.0,MALUNG_A
SWE00139452,60.72,17.16,16.0,GAVLE_A
