Code,Latitude,Longitude,Elevation,Name
FIE00144492,63.0506,24.2817,202.0,ALAJARVI_MOKSY_1
FIE00144522,63.4453,24.4478,153.0,HALSUA_KANALA_PUROLA
FIE00144537,63.4667,24.1667,128.0,HALSUA_KK
FIE00144542,63.0889,24.2642,170.0,ALAJARVI_MOKSY
FIE00144552,62.5103,24.8108,227.0,MULTIA_KARHILA
FIE00144557,63.0817,25.8617,132.0,VIITASAARI_HAAPANIEMI
FIE00144637,62.9214,26.4281,120.0,VESANTO_SONKARI
FIE00144687,62.71,26.7781,103.0,RAUTALAMPI_RASTU
FIE00144702,63.0081,27.8025,99.0,SIILINJARVI_KUOPION_LENTOASEMA
FIE00144707,62.9,27.6831,119.0,KUOPIO_INKILANMAKI
FIE00144712,63.1431,27.3158,90.0,MAANINKA_HALOLA
FIE00144751,62.7983,27.9081,86.0,KUOPIO_RITONIEMI
FIE00144771,62.8867,27.6928,88.0,KUOPIO_KESKUSTA
FIE00144777,63.025,27.8081,94.0,KUOPIO_AUTOSYNOP
FIE00144782,62.8919,27.6367,87.0,KUOPIO_SAVILAHTI
FIE00144792,62.7167,28.9831,116.0,OUTOKUMPU_KESKUSTA
FIE00144862,63.3778,28.665,166.0,RAUTAVAARA_YLA_LUOSTA
FIE00144877,62.6594,29.6144,121.0,LIPERI_JOENSUUN_LENTOASEMA
FIE00144882,63.2317,29.2378,116.0,JUUKA_NIEMELA
FIE00144951,62.5456,29.6717,78.0,LIPERI_TUISKAVANLUOTO
FIE00144957,62.6014,29.7267,81.0,JOENSUU_LINNUNLAHTI
FIE00144961,62.6592,29.6142,117.0,LIPERI_LENTOASEMA_VERTAILUMITT
FIE00144972,62.6667,30.9331,162.0,ILOMANTSI_KK
FIE00144977,63.3,30.0167,106.0,PIELISJARVI
FIE00144982,63.3206,30.0492,98.0,LIEKSA_LAMPELA
FIE00145007,63.0319,31.0619,231.0,ILOMANTSI_NAARVA
FIE00145022,62.8667,31.25,194.0,ILOMANTSI_VALIVAARA
FIE00145042,63.1417,31.0475,235.0,ILOMANTSI_POTSONVAARA
FIE00145052,62.7692,30.9778,155.0,ILOMANTSI_MEKRIJARVI
FIE00145057,63.7331,22.5831,11.0,PIETARSAARI_MASSKAR_VASTERSUND
FIE00145087,63.8831,22.9331,10.0,KOKKOLA_OJA_MARASKAR
FIE00145091,63.7508,22.5267,2.0,PIETARSAARI_KALLAN
FIE00145102,63.7169,23.1425,26.0,KRUUNUPYY_LENTOASEMA
FIE00145107,64.3331,23.45,4.0,ULKOKALLA_KALAJOKI
FIE00145147,64.2167,23.7,3.0,KALAJOKI_RAHJA
FIE00145151,64.3306,23.4503,3.0,KALAJOKI_ULKOKALLA
FIE00145157,63.8442,23.1281,6.0,KOKKOLA_HOLLIHAKA
FIE00145167,63.9167,24.9667,79.0,NIVALA
FIE00145212,64.2306,24.8864,78.0,OULAINEN_OHINEVA
FIE00145221,63.8208,24.1669,83.0,TOHOLAMPI_LAITALA
FIE00145227,64.05,24.7278,76.0,YLIVIESKA_LENTOKENTTA
FIE00145237,63.75,25.3331,88.0,HAAPAJARVI_MAAMIESKOULU
FIE00145242,64.1417,25.4281,112.0,HAAPAVESI_MUSTIKKAMAKI
FIE00145291,63.7356,25.7092,152.0,PYHAJARVI_OJAKYLA
FIE00145301,64.1406,25.605,99.0,HAAPAVESI_PIIPSANNEVA
FIE00145362,63.9331,26.4167,198.0,PYHANTA_VIITAMAKI
FIE00145377,64.2814,27.6783,147.0,KAJAANI_LENTOASEMA_1
FIE00145382,63.8406,27.2242,207.0,VIEREMA_KAARAKKALA
FIE00145436,64.2831,27.6667,132.0,KAJAANI_LENTOASEMA
FIE00145446,64.2167,27.755,160.0,KAJAANI_PETAISENNISKA
FIE00145452,63.6667,28.8325,115.0,VALTIMO_KK
FIE00145502,64.1108,28.3419,161.0,SOTKAMO_KUOLANIEMI
FIE00145517,64.1189,29.4739,172.0,KUHMO_KESKUSTA
FIE00145562,64.2975,30.17,197.0,KUHMO_KALLIOJOKI
FIE00145571,64.6117,23.9,0.0,RAAHE_NAHKIAINEN
FIE00145606,65.385,24.1,0.0,KEMI_I_MAJAKKA
FIE00145616,64.6656,24.4106,2.0,RAAHE_LAPALUOTO
FIE00145622,64.9283,25.3506,14.0,OULUNSALO_OULUN_LENTOASEMA
FIE00145627,64.6833,25.0925,48.0,SIIKAJOKI_REVONLAHTI
FIE00145632,64.815,25.9831,19.0,MUHOS_KK_LAITASAARI
FIE00145637,65.0331,25.4831,13.0,OULU_LINNANMAA
FIE00145656,64.8,25.5831,9.0,TYRNAVA_LEPPIOJA
FIE00145661,65.0056,25.3967,3.0,OULU_VIHREASAARI
FIE00145672,64.9375,25.3756,10.0,OULUNSALO_PELLONPAA
FIE00145677,64.5008,26.4275,114.0,VAALA_PELSO
FIE00145702,65.3992,26.9667,121.0,PUDASJARVI_LENTOKENTTA
FIE00145712,65.3667,27.0167,116.0,PUDASJARVI_KURENALUS
FIE00145747,64.8667,27.7,156.0,PUOLANKA_KK
FIE00145787,64.9305,28.7503,223.0,SUOMUSSALMI_PESIO
FIE00145792,64.8167,28.05,300.0,PUOLANKA_RASINKYLA
FIE00145802,64.8292,28.2367,320.0,HYRYNSALMI_KYTOMAKI
FIE00145812,64.6633,28.0603,341.0,PUOLANKA_PALJAKKA
FIE00145817,64.9025,29.0167,220.0,SUOMUSSALMI_KK
FIE00145847,66.3667,23.9167,79.0,YLITORNIO_PORTIMOJARVI
FIE00145852,65.7831,24.5831,19.0,KEMINMAA_KEMI_TORNION_LENTOASE
FIE00145881,65.6725,24.5192,3.0,KEMI_AJOS
FIE00145897,65.8,24.6167,13.0,KEMINMAA
FIE00145912,65.5167,25.2667,5.0,KUIVANIEMI_HALTTULA
FIE00145947,65.9325,26.5164,154.0,RANUA_KK
FIE00145997,65.9764,26.3714,161.0,RANUA_LENTOKENTTA
FIE00146027,65.5831,28.25,209.0,TAIVALKOSKI_KK
FIE00146057,65.5739,28.2481,203.0,TAIVALKOSKI_KK_KAUPPATIE
FIE00146062,65.995,29.2258,264.0,KUUSAMO_LENTOASEMA_1
FIE00146067,66.3681,29.3192,160.0,KUUSAMO_KIUTAKONGAS
FIE00146111,66.1653,29.1553,486.0,KUUSAMO_RUKATUNTURI
FIE00146137,67.2789,23.7717,148.0,KOLARI_TEURAVUOMA
FIE00146157,67.3,23.75,146.0,KOLARI_TULLI
FIE00146162,66.5289,24.6531,92.0,YLITORNIO_MELTOSJARVI
FIE00146187,66.7722,23.9669,84.0,PELLO_KK_MUSEOTIE
FIE00146192,67.4667,24.9167,182.0,KITTILA_KAUKONEN
FIE00146212,66.9167,25.25,180.0,ROVANIEMEN_MLK_MELTAUS
FIE00146241,66.4981,25.7119,85.0,ROVANIEMI_RAUTATIEASEMA
FIE00146258,66.5789,26.015,106.0,ROVANIEMI_APUKKA
FIE00146263,67.25,26.5831,210.0,SODANKYLA_LISMA_AAPA
FIE00146308,66.5167,27.7831,180.0,KEMIJARVI_JUMISKO
FIE00146328,66.5592,27.7075,160.0,KEMIJARVI_LEHTOSALMI
FIE00146333,66.7153,27.1642,208.0,KEMIJARVI_LENTOKENTTA
FIE00146338,66.8208,28.6775,221.0,SALLA_KK
FIE00146343,67.2853,28.18,180.0,SAVUKOSKI_KK
FIE00146372,67.0214,27.2219,486.0,PELKOSENNIEMI_PYHATUNTURI
FIE00146378,66.8331,28.6781,215.0,SALLA_KK_MYLLYTIE
FIE00146403,67.215,29.2408,222.0,SALLA_NARUSKA_1
FIE00146408,67.3667,29.3667,261.0,SALLA_NARUSKAJARVI
FIE00146413,67.1622,29.1814,213.0,SALLA_NARUSKA
FIE00146423,67.9681,23.6803,254.0,MUONIO_ALAMUONIO
FIE00146448,67.7167,24.85,197.0,KITTILA_HUKKAKUMPU
FIE00146453,68.0167,24.1667,303.0,KITTILA_PALLASJARVI
FIE00146458,68.2294,24.8417,279.0,KITTILA_PULJU
FIE00146462,67.7842,24.8569,524.0,KITTILA_LEVITUNTURI
FIE00146467,68.0617,24.0369,755.0,MUONIO_LAUKUKERO
FIE00146472,67.9728,24.1203,565.0,MUONIO_SAMMALTUNTURI
FIE00146482,67.9992,24.2442,340.0,KITTILA_MATOROVA
FIE00146487,67.6956,24.8625,196.0,KITTILA_LENTOASEMA
FIE00146493,67.9908,24.2433,347.0,KITTILA_KENTTAROVA
FIE00146498,67.6517,24.9056,181.0,KITTILA_KK
FIE00146508,68.1692,25.7867,275.0,KITTILA_POKKA
FIE00146538,67.8206,27.7503,240.0,SODANKYLA_LOKKA
FIE00146543,68.0839,27.1894,247.0,SODANKYLA_VUOTSO
FIE00146548,68.4,27.3831,285.0,INARI_LAANILA
FIE00146558,68.3664,27.45,326.0,INARI_KIILOPAA
FIE00146563,68.4142,27.4175,302.0,INARI_SAARISELKA_MATKAILUKESKU
FIE00146567,68.4319,27.4489,430.0,INARI_SAARISELKA_KAUNISPAA
FIE00146582,68.4775,28.3053,253.0,INARI_RAJAJOOSEPPI
FIE00146598,67.7475,29.615,370.0,SALLA_VARRIOTUNTURI
FIE00146622,69.0419,20.8578,1007.0,ENONTEKIO_KILPISJARVI_SAANA
FIE00146633,68.6025,23.5803,370.0,ENONTEKIO_NAKKALA
FIE00146638,68.5708,23.3392,356.0,ENONTEKIO_PALOJARVI
FIE00146643,68.5,24.7331,330.0,ENONTEKIO_KALMANKALTIO
FIE00146663,68.9025,25.7406,285.0,INARI_ANGELI_LINTUPUOLISELKA
FIE00146688,68.6069,27.4181,147.0,INARI_IVALO_LENTOASEMA
FIE00146693,69.0669,27.1228,152.0,INARI_TOIVONIEMI
FIE00146698,69.7556,27.0119,107.0,UTSJOKI_KEVO
FIE00146703,70.0814,27.9006,22.0,UTSJOKI_NUORGAM
FIE00146727,69.0714,27.4964,122.0,INARI_VAYLA
FIE00146737,68.6081,27.4331,144.0,IVALO_LENTOASEMA
FIE00146753,69.1403,27.27,156.0,INARI_KAAMANEN
FIE00146757,69.0478,27.7608,120.0,INARI_SEITALAASSA
FIE00146768,68.8483,28.3031,120.0,INARI_NELLIM_1
FIE00146773,69.55,28.6331,96.0,INARI_SEVETTIJARVI_1
FIE00146778,69.5072,28.5975,100.0,INARI_SEVETTIJARVI
FIE00146783,68.8489,28.3039,123.0,INARI_NELLIM
FIE00146787,69.5756,28.8475,130.0,INARI_KIRAKKAJARVI_SANILANLAMP
FIE00146798,69.5817,28.8992,103.0,INARI_KIRAKKAJARVI
FIM00002801,69.05,20.783,476.0,ENONTEKIO_KILPISJARVI
FIM00002924,62.533,24.017,161.0,AHTARI
FIM00002947,61.733,27.3,138.0,MIKKELI
FIXLT140768,61.9,22.5,136.0,NIINISALO_FINLAND
FIXLT325413,63.1,21.8,8.0,VAASA
FIXLT662086,63.2,22.0,9999.0,WORO
FIXLT803516,65.0,24.7,9999.0,CARLO
FOM00006009,61.4,-6.667,102.0,AKRABERG
GL000004250,64.1667,-51.75,80.0,NUUK
GL000004320,76.77,-18.67,12.0,DANMARKSHAVN
GL000004360,65.5997,-37.6331,50.0,TASIILAQ
GLE00007963,77.4667,-69.2167,16.0,QAANAAQ
GLE00007987,65.4,-52.8667,25.0,MANIITSOQ
GLE00007997,63.0831,-50.6831,9999.0,QEQERTARSUATSIAAT
GLE00100981,69.2167,-51.05,39.0,ILULISSAT_JAKOBSHAVN
GLE00100992,69.2331,-51.0667,29.0,ILULISSAT_MITTARFIK
GLE00146821,76.5667,-68.8,21.0,DUNDAS
GLE00146901,72.7831,-56.1667,120.0,UPERNAVIK
GLE00146908,72.7831,-56.1331,126.0,MITT_UPERNAVIK
GLE00146928,70.7331,-52.7,88.0,MITT_QAARSUT
GLE00146961,69.22,-51.1,39.0,ILULISSAT
GLE00146981,69.2331,-53.5167,24.0,QEQERTARSUAQ
GLE00146989,69.25,-53.5331,11.0,QEQERTARSUAQ_HELI
GLE00147041,66.9167,-53.6667,12.0,SISIMIUT
GLE00147061,66.95,-53.7167,10.0,MITT_SISIMIUT
GLE00147231,62.0167,-49.6667,36.0,MITT_PAAMIUT
GLE00147241,61.2331,-48.1,35.0,KANGILINNGUIT
GLE00147281,61.1667,-45.4167,27.0,MITT_NARSARSUAQ
GLE00147301,60.7167,-46.05,32.0,QAQORTOQ
GLE00147308,60.7167,-46.0331,18.0,QAQORTOQ_HELIPORT
GLE00147331,60.9167,-46.05,25.0,NARSAQ_HELIPORT
GLE00147401,81.6,-16.6497,36.0,STATION_NORD
GLE00147461,74.3,-20.2167,44.0,DANEBORG
GLE00147471,72.25,-23.9,16.0,MESTERSVIG
GLE00147481,70.4831,-21.95,70.0,ITTOQQORTOORMIIT
GLE00147491,70.4167,-21.9667,41.0,UUNARTEQ
GLE00147498,70.75,-22.65,13.0,MITT_NERLERIT_INAAT
GLE00147521,67.7831,-32.2997,13.0,APUTITEEQ
GLE00147558,65.5831,-37.15,35.0,MITT_KULUSUK
GLE00147601,62.5331,-42.1331,10.0,TIMMIARMIUT
GLE00147641,60.05,-43.1667,88.0,IKERASASSUAQ
GLM00004220,68.7,-52.85,41.0,AASIAAT_EGEDESMINDE
GLM00004390,60.033,-43.117,19.0,PRINS_CHRISTIAN
GLW00016404,61.2167,-48.1167,28.0,IVIGTUT
GLW00016504,67.0167,-50.8,50.3,SONDRESTROM
GLW00017602,76.55,-68.8167,38.1,THULE
GLW00017605,76.5167,-68.8333,77.1,THULE_OP_SITE
GLXLT055213,70.5,-22.0,41.0,KAP_TOBIN
GLXLT134650,73.5,-21.6,4.0,MYGGBUKTA
IC000004004,64.9,-23.933,7.0,GUFUSKALAR
IC000004013,65.0733,-22.7275,15.0,STYKKISHOLMUR
IC000004030,64.1331,-21.9,52.0,REYKJAVIK
IC000004048,63.4,-20.2831,118.0,VESTMANNAEYJAR
IC000004063,65.68,-18.0794,27.0,AKUREYRI
IC000004092,64.6831,-15.2275,23.0,TEIGARHORN
IC000004097,65.2667,-13.5831,9.0,DALATANGI
ICM00004005,66.1667,-23.5667,20.0,GALTARVITI
ICM00004014,63.817,-22.717,26.0,REYKJANESVITI
ICM00004056,64.8667,-19.5667,641.0,HVERAVELLIR
ICM00004064,63.7833,-18.0667,32.0,KIRKJUBAEJARKLAUSTUR
ICM00004065,66.533,-18.017,16.0,GRIMSEY
ICM00004077,66.45,-15.95,5.0,RAUFARHOFN
ICM00004082,64.296,-15.227,7.3,HORNAFJORDUR
ICM00004089,65.283,-14.4,23.0,EGILSSTADIR
ICM00004130,64.133,-21.9,53.0,REYKJAVIK
ICW00016201,63.9667,-22.6,50.3,KEFLAVIK
ICXLT168358,66.15,-23.25,24.0,BOLUNGAVIK
JN000099950,70.93,-7.33,10.0,JAN_MAYEN
NO000001026,69.6539,18.9281,100.0,TROMSO
NO000001212,62.8667,6.5331,8.0,ONA_HUSOY
NO000011520,67.267,14.367,13.0,BODO_VI
NO000016740,62.1,9.05,626.0,KJOEREMSGRENDE
NO000050540,60.3831,5.3331,12.0,BERGEN_FLORIDA
NO000050550,60.4,5.317,40.0,BERGEN_FREDRIKSBERG
NO000068330,63.2,11.117,242.0,SELBU_STUBBE
NO000080700,66.8167,13.9831,39.0,GLOMFJORD
NO000097250,69.4667,25.5031,129.0,KARASJOK
NO000098550,70.367,31.1,15.0,VARDO
NO000099710,74.5167,19.0167,16.0,BJOERNOEYA
NOE00104443,68.1503,14.6506,11.0,SKROVA_FYR
NOE00105467,67.2669,14.3589,11.0,BODOE_VI
NOE00105476,76.5,25.0667,6.0,HOPEN
NOE00105477,70.9331,-8.6667,10.0,JAN_MAYEN
NOE00105482,60.5683,9.1217,167.0,NESBYEN_SKOGLUND
NOE00105494,70.3669,31.0844,14.0,VARDOE
NOE00105498,69.4633,25.5019,131.0,KARASJOK_MARKANNJARGA
NOE00105503,60.5669,9.1333,166.0,NESBYEN_TODOKK
NOE00105505,69.5794,23.5342,381.0,SUOLOVUOPMI_LULIT
NOE00109394,69.0589,18.5403,76.0,BARDUFOSS
NOE00109459,71.0931,23.995,13.0,FRUHOLMEN_FYR
NOE00109476,70.4003,28.2003,10.0,RUSTEFJELBMA
NOE00109485,68.7553,23.5383,382.0,SIHCCAJAVRI
NOE00109497,69.5881,23.5317,377.0,SUOLOVUOPMI
NOE00109514,60.2064,11.0803,202.0,GARDERMOEN
NOE00109604,63.7003,9.6014,10.0,ORLAND
NOE00109613,62.5669,11.3833,628.0,ROROS
NOE00109622,62.5769,11.3517,625.0,ROROS_AIRPORT
NOE00109701,61.1592,11.4425,240.0,RENAHAUGEDALEN
NOE00109719,62.8667,6.55,11.0,ONA
NOE00109737,62.8594,6.5392,13.0,ONA_II
NOE00109746,62.2333,7.4167,15.0,TAFJORD
NOE00109768,61.0267,5.385,38.0,TAKLE
NOE00109777,71.0839,28.2178,8.0,SLETTNES_FYR
NOE00109903,60.0508,10.6864,360.0,BJORNHOLT
NOE00109966,61.8869,12.0481,672.0,DREVSJO
NOE00109984,60.7806,10.8117,128.0,KISE_PA_HEDMARK
NOE00110038,60.9181,9.2903,639.0,ABJORSBRATEN
NOE00110119,60.7,10.8667,264.0,OSTRE_TOTENAPELSVOLL
NOE00110137,61.8628,9.0833,371.0,VAGAKLONES
NOE00110182,60.3828,9.6067,142.0,GULSVIK_II
NOE00110644,60.4083,7.2794,735.0,FET_I_EIDFJORD
NOE00110653,60.2892,5.2264,48.0,BERGEN_FLESLAND
NOE00110959,62.675,8.5589,6.0,SUNNDALSORA_III
NOE00111040,63.4106,10.4533,127.0,TRONDHEIMVOLL
NOE00111093,64.2506,11.2003,86.0,NAMDALSEID
NOE00111102,64.7419,12.8458,140.0,NAMSSKOGAN
NOE00111111,64.7978,10.5492,33.0,NORDOYAN_FYR
NOE00111165,67.2831,14.4667,33.0,BODOEVAGONES
NOE00111273,68.7781,19.71,228.0,DIVIDALEN
NOE00111318,70.2456,19.5006,21.0,TORSVAG_FYR
NOE00111327,69.3667,24.4331,286.0,CUOVDDATMOHKKI
NOE00111336,68.9967,23.0333,307.0,KAUTOKEINO
NOE00111345,69.0167,23.0339,330.0,KAUTOKEINO_II
NOE00111354,70.7006,30.0681,9.0,MAKKAUR_FYR
NOE00111363,78.0667,13.6331,7.0,ISFJORD_RADIO
NOE00111372,77.8831,16.7167,9.0,SVEAGRUVA
NOE00111385,66.0,2.0,6.0,MIKE
NOE00112071,63.5,10.89,12.0,VAERNES
NOE00112080,69.3,16.1497,14.0,ANDOYA
NOE00112089,64.16,12.47,195.0,KJOBLI_I_SNAASA
NOE00133098,60.7192,8.9475,542.0,GOLSTAKE
NOE00133110,69.9775,23.3581,3.0,ALTA_LUFTHAVN
NOE00133122,70.6805,23.6769,81.0,HAMMERFEST_LUFTHAVN
NOE00133138,71.0106,25.9781,14.0,HONNINGSVAG_LUFTHAVN
NOE00133150,71.0331,27.8294,13.0,MEHAMN_LUFTHAVN
NOE00133162,70.8706,29.0344,13.0,BERLEVAG_LUFTHAVN
NOE00133210,70.0653,29.8353,39.0,VADSO_LUFTHAVN
NOE00133302,60.8008,11.0978,132.0,HAMAR_II
NOE00133314,60.8181,11.0694,221.0,HAMARSTAVSBERG
NOE00133566,62.1031,5.5817,41.0,FISKABYGD
NOE00133602,62.6033,6.3239,13.0,HILDRE
NOE00133650,62.3292,5.2681,38.0,SVINOY_FYR
NOE00133666,62.7442,7.2617,3.0,MOLDE_LUFTHAVN
NOE00133690,63.1092,7.8156,62.0,KRISTIANSUND_LUFTHAVN
NOE00133710,63.4194,8.0631,30.0,SMOLAMOLDSTAD
NOE00133726,62.1808,6.0806,74.0,ORSTA_VOLDA_LUFTHAVN
NOE00133746,62.5617,6.115,22.0,VIGRA
NOE00133774,65.4567,12.2181,9.0,BRONNOYSUND_LUFTHAVN
NOE00133822,68.4908,16.6831,26.0,EVENES_LUFTHAVN
NOE00133882,68.155,13.615,26.0,LEKNES_LUFTHAVN
NOE00133894,65.9606,12.4714,17.0,SANDNESSJOEN_LHSTOKKA
NOE00133902,66.3067,14.1542,41.0,MO_I_RANA_III
NOE00133926,67.3606,15.5892,3.0,VALLJORD
NOE00133942,68.4394,17.3883,31.0,NARVIK_LUFTHAVN
NOE00133954,68.2453,14.6692,9.0,SVOLVAER_LUFTHAVN
NOE00133978,68.58,15.0292,3.0,STOKMARKNES_LHSKAGEN
NOE00133990,66.3642,14.3014,70.0,MO_I_RANA_LUFTHAVN
NOE00134038,64.4706,11.5706,2.0,NAMSOS_LUFTHAVN
NOE00134094,65.2019,10.9964,23.0,SKLINNA_FYR
NOE00134118,61.6514,10.1083,930.0,VENABU
NOE00134166,61.5644,7.9978,1413.0,SOGNEFJELLHYTTA
NOE00134214,61.1217,9.0631,521.0,LOKEN_I_VOLBU
NOE00134226,61.1781,8.1125,956.0,FILEFJELLKYRKJESTOLANE
NOE00134454,61.2928,5.0442,7.0,FURENESET
NOE00134470,61.5831,5.0278,9.0,FLORO_LUFTHAVN
NOE00134518,61.1581,7.1414,497.0,SOGNDAL_LUFTHAVN
NOE00134538,61.7881,6.1833,51.0,SANDANE
NOE00134554,61.8292,6.1042,60.0,SANDANE_LUFTHAVN
NOE00134682,64.4014,10.455,18.0,BUHOLMRASA_FYR
NOE00134742,63.8467,8.4667,5.0,SULA
NOE00134754,63.85,8.4667,28.0,SULA_FYR
NOE00134778,78.923,11.9331,8.0,NY_ALESUND
NOE00134886,69.6006,17.8372,14.0,HEKKINGEN_FYR
NOE00134898,69.6767,18.9131,8.0,TROMSOLANGNES
NOE00134922,69.7889,20.9553,6.0,SORKJOSEN_LUFTHAVN
NOE00134934,69.8333,21.8842,6.0,NORDSTRAUM_I_KVAENANGEN
NOM00001059,70.067,24.983,8.0,BANAK
NOM00001089,69.733,29.9,91.0,KIRKENES
NOM00001114,66.9,13.633,8.0,REIPA
NOM00001233,62.083,9.117,638.0,DOMBAAS
NOM00001238,62.1167,9.2831,952.0,FOKSTUA
NOM00001367,60.983,9.233,365.0,FAGERNES
NOM00001389,61.183,11.367,255.7,RENA_AP
NON00000180,61.2944,12.2719,360.0,TRYSIL_VEGSTASJON
NON00000400,61.6667,11.9833,538.0,ENGERDAL_I
NON00004440,60.0977,10.8645,174.0,HAKADALBLIKSRUDHAGAN
NON00004870,60.0667,11.2667,247.0,EGNERFJELL
NON00005500,60.1106,12.1145,145.0,ABOGEN
NON00006020,60.6141,12.0125,185.0,FLISA_II
NON00006150,60.6167,11.9667,234.0,AASNAS
NON00006950,61.1351,11.3738,310.0,AMOT
NON00007550,61.3667,11.3833,262.0,LOSSET
NON00007650,61.6833,11.2,253.0,YTRE_RENDAL_II
NON00008130,61.4053,11.143,255.0,EVENSTADOVERENGET
NON00008250,61.6167,10.9,303.0,KOPPANGOYSET
NON00008710,61.887,10.1535,739.0,SORNESSET
NON00008850,62.0277,10.8017,485.0,ALVDAL
NON00009310,62.2207,9.5423,1012.0,HJERKINN_II
NON00010430,62.6667,11.3,856.0,KONGENS_GRUBE
NON00011090,60.3333,11.2167,190.0,EIDSVOLL
NON00012090,60.7333,11.1,153.0,STAUR_FORSOKSGARD
NON00012180,60.8028,11.2028,182.0,ILSENG
NON00012640,61.0808,10.4756,271.0,LILLEHAMMER_III
NON00012850,61.1,10.7167,571.0,MESNALI
NON00013160,61.4648,10.1277,1030.0,KVITFJELL
NON00013540,61.5833,9.7833,249.0,VINSTRASOLSTAD
NON00014690,61.8213,8.9595,746.0,OVRE_TESSA
NON00015060,61.8373,8.57,382.0,LOM
NON00015270,61.6777,8.3727,1894.0,JUVVASSHOE
NON00015540,61.8667,8.45,378.0,GJEILO_I_SKJAK
NON00015720,61.9067,7.86,712.0,BRATA
NON00020360,60.2,10.3167,192.0,EGGEMOEN
NON00020880,60.3833,10.55,493.0,KUTJERN
NON00021240,60.7833,10.2,159.0,FLUBERGROEN
NON00021520,60.8667,9.6333,631.0,TONSASEN
NON00021670,60.9333,10.1167,485.0,AUST_TORPA_II
NON00023720,61.125,8.5686,477.0,VANG_I_VALDRES
NON00024830,60.55,9.1667,369.0,AASEN
NON00025590,60.5173,8.2015,810.0,GEILOGEILOSTOLEN
NON00025720,60.5186,7.825,996.0,HAUGASTOL_II
NON00025900,60.6142,7.4177,1300.0,SLIRA
NON00028922,60.0435,9.1468,275.0,VEGGLI_II
NON00049490,60.3185,6.6538,12.0,ULLENSVANG_FORSOKSGARD
NON00049580,60.4672,6.8605,117.0,EIDFJORDBU
NON00049910,60.5637,6.9325,42.0,HJELTNES
NON00049940,60.5918,6.805,352.0,GRANVIN
NON00050300,60.3933,5.9133,408.0,KVAMSKOGEN
NON00050460,60.26,5.3533,48.0,FANA_FORSOKSSTASJON
NON00050541,60.6388,5.5833,10.0,BERGENBOHR
NON00050700,60.4167,5.3667,560.0,RUNDEMANNEN
NON00050930,60.45,5.5167,5.0,HAUS
NON00051160,60.5333,6.05,540.0,BERGSDAL
NON00051560,60.6333,6.4333,61.0,VOSS_II
NON00051670,60.685,6.7433,590.0,REIMEGREND
NON00051800,60.7022,6.9373,695.0,MJOLFJELL_UH
NON00051850,60.7333,7.0167,851.0,UPSETE
NON00052290,60.841,5.9533,114.0,MODALEN_II
NON00052530,60.7528,4.7106,20.0,HELLISOY_FYR
NON00053100,61.1725,6.6455,51.0,VANGSNES
NON00053380,60.7333,7.1167,870.0,MYRDAL
NON00053800,60.8333,7.35,657.0,STONDAL
NON00054100,61.1,7.4833,3.0,LARDAL
NON00054130,61.0617,7.5167,36.0,LARDALTONJUM
NON00054200,61.048,7.6167,107.0,LJOSNE
NON00055160,61.5,7.7005,27.0,FORTUN
NON00055230,61.5158,7.9058,2062.0,FANNARAKI
NON00055350,61.4407,7.4278,484.0,LUSTER_SANATORIUM
NON00055370,61.4063,7.2888,6.0,GAUPNE
NON00055400,61.5245,7.2762,98.0,MYKLEMYR
NON00055430,61.6595,7.2762,305.0,BJORKEHAUG_I_JOSTEDAL
NON00055780,61.1833,6.8667,53.0,LEIKANGER
NON00057170,61.45,5.85,3.0,FORDE_I_SUNNFJORD
NON00057420,61.4648,5.9333,64.0,FORDETEFRE
NON00057740,61.6167,5.1333,10.0,BRANDSOY_I_KINN
NON00057770,61.5717,4.6817,26.0,YTTEROYANE_FYR
NON00057890,61.8833,5.65,33.0,DOMBESTEIN
NON00058430,61.86,6.7567,78.0,OLDENVANGBERG
NON00058700,61.9333,7.2267,201.0,OPPSTRYN
NON00058800,61.9282,6.0999,71.0,NORDFJORDEID
NON00058900,61.9157,6.5585,208.0,STRYNKROKEN
NON00059100,62.0346,4.9859,38.0,KRAKENES_FYR
NON00059580,62.3681,6.0022,26.0,HAREIDGRIMSTAD
NON00059710,62.2072,6.1575,35.0,ORSTAVIKVELLE
NON00059810,62.4,5.65,21.0,RUNDE
NON00060200,62.3,6.8,84.0,STRANDAHELSEM
NON00060250,62.0833,6.8667,11.0,HELLESYLT
NON00060830,62.5,6.6833,26.0,SKODJE
NON00060950,62.4755,6.1508,6.0,ALESUND
NON00061150,62.6243,7.1703,49.0,GJERMUNDNES
NON00061170,62.6162,7.2107,21.0,HJELVIK_I_ROMSDAL
NON00061770,62.2317,8.3733,621.0,LESJASKOG
NON00062300,62.7369,7.1517,50.0,MOLDE_II
NON00062650,62.9667,7.15,26.0,HUSTAD_II
NON00063300,62.4066,8.5389,869.0,AURSJOEN
NON00063500,62.55,9.1,195.0,SUNNDAL
NON00063705,62.6043,9.6667,604.0,OPPDALSATER
NON00064480,62.9,8.2167,87.0,TINGVOLL_II
NON00065100,63.2066,8.991,9.0,VINJEORA_II
NON00065310,63.518,7.9467,5.0,VEIHOLMEN
NON00065720,63.6667,8.3167,6.0,TITRAN
NON00066180,63.205,9.7887,22.0,ORKDALOYUM
NON00066700,62.8286,10.0092,424.0,BERKAK
NON00066830,62.6167,10.25,543.0,SATER_I_KVIKNE
