,V1,V2,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12
38,GLE00146901.csv,51,0.331425116,0.283496016,0.186796785,0.263200332,0.256845205,0.403045847,0.547862064,0.246938642,0.318640259,0.290585126,0.37107811,0.161396153
39,GLE00146961.csv,51,0.478402414,0.58538066,0.580076472,0.380827921,0.242136662,0.327927032,0.391245469,-0.191212621,0.288158441,-0.202418632,-0.104261317,0.214913258
40,GLM00004220.csv,51,0.57974528,0.554658464,0.422689831,0.387176851,0.50122994,0.372715,0.538382019,0.34421007,0.110307223,0.232705697,0.305771681,0.215487845
41,GLM00004390.csv,51,0.320161448,0.470275911,0.158923473,0.231332573,0.324048541,0.350535476,0.536124269,0.518710289,0.44054775,0.084290652,0.190818041,0.143766804
42,GLW00016504.csv,47,0.347141483,0.435106617,0.329413919,0.304694082,0.388152339,0.267192009,0.303944786,0.100016795,0.085106779,-0.117093728,0.015702388,0.127766539
43,GLW00017605.csv,51,0.411748353,0.380686989,0.006017886,0.355525565,0.309943194,0.67255962,0.61113717,0.416953051,0.040545442,0.281308714,0.202941217,0.166088106
44,IC000004013.csv,51,0.062708179,0.389343516,0.359567454,0.079653984,0.219247422,0.198119621,0.514555191,-0.016023809,0.102038404,0.134086058,0.278905224,0.057775602
45,IC000004030.csv,51,0.029896967,0.352003451,0.368412594,0.067783176,0.184707941,0.309354229,0.51862314,0.10732559,-0.05122063,0.012063366,0.151171364,0.007661227
46,IC000004048.csv,51,0.065896881,0.281727305,0.343743654,-0.104034134,0.360306957,0.538852234,0.702420715,0.351627154,0.055030632,0.042702687,0.148441521,-0.082034608
47,IC000004063.csv,51,-0.006307676,0.39859212,0.331623481,0.07016554,-0.072848755,0.017598337,0.51164537,0.075379582,0.151304886,0.056111605,0.199774918,0.059085441
48,IC000004092.csv,51,-0.048060224,0.400091352,0.266035764,0.065462673,0.202980298,0.176165487,0.559959941,0.349974476,0.133942727,-0.063210135,0.190126763,-0.088244767
49,IC000004097.csv,51,0.033942775,0.356542517,0.297569326,0.123801774,0.209828131,0.203312802,0.602811505,0.379754415,0.243651346,0.106502637,0.274311987,-0.089596098
50,ICW00016201.csv,51,0.160894608,0.364653082,0.351736004,0.082578003,0.238827858,0.346774615,0.586558831,0.16817075,-0.030252072,0.001485054,0.110107974,0.013742335
51,JN000099950.csv,51,0.241944156,0.373009181,0.386887605,0.230905275,0.476638259,0.398504619,0.476333011,0.536340168,0.272787496,0.396416904,0.462313682,0.100843253
52,NO000001026.csv,51,0.19615626,0.386123144,0.235541057,0.298775416,0.186280685,0.252149755,0.403166518,0.232223757,0.147694584,0.18829513,0.037116646,0.152852022
53,NO000011520.csv,51,0.16737421,0.28892995,0.253467607,0.149352909,0.102809655,0.440933388,0.228110317,0.117702226,-0.037656163,0.331734347,0.009407902,0.21911674
54,NO000050550.csv,51,0.526663048,0.399135555,0.259156776,0.145755765,0.128624613,0.102632643,0.353225185,0.012373814,0.049773053,0.257544813,0.295320347,0.119556303
55,NO000068330.csv,49,0.401924644,0.405733041,0.176375046,0.041593673,0.370347578,0.073740159,0.362474937,0.184340095,0.020406227,0.251738587,0.381001858,0.244814888
56,NO000080700.csv,51,0.330010512,0.331811549,0.09956827,0.003722744,0.1081787,0.344798738,0.305068762,0.190331694,0.077108356,0.35270484,0.123553595,0.272145223
57,NO000097250.csv,51,0.265625407,0.435002437,0.204975363,0.242469834,0.155996012,0.310747255,0.282321316,0.177236794,0.226845229,0.214978088,0.064421397,0.227156015
58,NO000098550.csv,51,0.472107885,0.413869787,0.364462267,0.297636215,0.288839834,0.399969255,0.391079549,0.23931714,0.328851463,0.258848439,0.048027339,0.068006706
59,NO000099710.csv,51,0.396557961,0.247250336,0.51875334,0.453003815,0.470339996,0.534231848,0.358909503,0.372148181,0.282304673,0.438062581,0.531935093,0.201900539
60,NOE00105467.csv,51,0.317446702,0.392818125,0.157553968,0.181925425,0.086808193,0.366150704,0.350587406,0.30021088,0.07753974,0.281029845,0.032556295,0.259824723
61,NOE00105476.csv,51,0.487133757,0.217689342,0.491548322,0.331067297,0.440734416,0.589285479,0.653019533,0.573849161,0.322434468,0.505583482,0.573187672,0.185240936
62,NOE00105477.csv,51,0.24424802,0.331664234,0.412267539,0.240246452,0.494430919,0.395617009,0.494936503,0.519352179,0.285414869,0.400792838,0.445445081,0.104745895
63,NOE00105482.csv,51,0.620820181,0.410591056,0.129976252,0.119748341,0.179384172,-0.23390952,0.489502732,0.260621151,-0.003284283,0.278569684,0.327931371,0.127884217
64,NOE00105494.csv,51,0.458535513,0.418331471,0.340474391,0.292229392,0.298442937,0.386797975,0.42349518,0.2614944,0.318228403,0.254739817,0.032580757,0.058164825
65,NOE00109394.csv,51,0.161209561,0.397324017,0.091619338,0.284937039,0.163119355,0.291134051,0.300979817,0.223746028,0.135895329,0.169739113,0.020374512,0.255473127
66,NOE00109514.csv,50,0.673171579,0.413067723,0.241786691,0.17408582,0.132243003,-0.146212827,0.505059766,0.341836792,0.099511863,0.359613828,0.325585935,0.080506685
67,NOE00111273.csv,47,0.194934074,0.409177808,0.099187128,0.258801609,0.053297938,0.269635531,0.333659397,0.210887535,0.020576327,0.269629963,0.015049657,0.199163259
68,NOE00112071.csv,51,0.519706605,0.342409126,0.183253679,0.124755428,0.118788362,0.144130541,0.313066393,0.06622643,0.074834211,0.371026482,0.109792982,0.108893296
69,NOE00134898.csv,51,0.258293233,0.448405769,0.326001591,0.4566058,0.207151203,0.325513835,0.542757204,0.090633447,0.273246374,0.132240062,-0.042748508,0.194594096
70,NOM00001238.csv,51,0.555696112,0.341814019,-0.006261388,0.095608683,0.21632101,-0.134455533,0.341439417,0.129181711,-0.016835508,0.24470533,0.191747039,0.230380282
71,NON00006020.csv,49,0.645788141,0.389941684,0.21294619,0.006958144,0.167414538,0.005230016,0.331836294,0.234692076,0.075971471,0.323363677,0.470488496,0.081958842
72,NON00050300.csv,51,0.47034048,0.463330582,0.227325996,0.329346043,0.138746463,0.29598464,0.483486999,0.207874962,-0.162812225,0.096520174,0.344340556,0.270613118
73,NON00052290.csv,51,0.60571044,0.522190291,0.257398725,0.214468286,0.32994513,0.175190754,0.376392542,0.216649835,-0.027857262,0.31782224,0.252049641,0.226176516
74,NON00053100.csv,51,0.493483276,0.420381706,0.216671714,0.080687682,0.241655429,0.210188431,0.246480938,0.045060133,0.124966288,0.428134705,0.352846073,0.255723808
75,NON00065100.csv,49,0.479317052,0.464156466,0.091582037,0.043472674,0.115260975,-0.047478305,0.155443957,-0.023741851,-0.01303709,0.092336436,0.191664846,0.277916162
76,NON00075600.csv,51,0.357622484,0.425236425,0.11770706,0.076748545,0.097054885,0.359164337,0.152705948,0.091748693,-0.084027359,0.433666321,0.174642651,0.289877379
77,NON00087100.csv,51,0.274638909,0.431487113,0.409784322,0.263591945,0.379921441,0.220840066,0.169456003,0.068892521,0.18998609,0.372518939,0.178526757,0.142944171
78,NOXLT905825.csv,45,0.210368163,0.439119542,0.392335797,0.482990496,0.253069061,0.4488003,0.511326736,0.135407829,0.376913115,0.107453111,0.01231754,0.289384256
79,RSM00020069.csv,51,0.23656405,0.221653121,0.391333922,0.166280427,0.256186289,0.197387398,0.355827225,0.357414307,0.552391869,0.363170213,0.426605292,0.064725532
80,RSM00020087.csv,51,0.161763261,0.261720928,0.460886981,0.188770119,0.34027182,0.042068603,0.494390327,0.643200105,0.659241736,0.553652528,0.450630895,0.005738184
81,RSM00020292.csv,51,0.267028127,0.338944369,0.495942788,0.293071655,0.300819858,0.163610068,0.388296745,0.246197731,0.429802401,0.345306087,0.42463232,-0.051383276
82,RSM00020353.csv,51,0.256407284,0.434609819,0.366408562,0.1369312,0.245740631,0.297485493,0.566824575,0.584415674,0.283173936,0.374966584,0.386439759,0.014915339
83,RSM00020476.csv,51,0.295917723,0.271657004,0.280892283,0.198395648,0.007870115,0.017323753,0.213906046,0.310495587,0.459417541,0.252589166,0.311872126,-0.132657887
84,RSM00020667.csv,51,0.175577747,0.424254141,0.11689576,0.226811635,0.314282394,0.30590669,0.449420667,0.46969817,0.280191243,0.280179383,0.271560155,0.036851104
85,RSM00020674.csv,51,0.264500058,0.392926786,0.287211065,0.209851835,0.138564927,0.151323937,0.322247506,0.248637096,0.358022952,0.294577395,0.267326657,-0.155998005
86,RSM00020744.csv,51,0.287700129,0.417633286,0.132181614,0.275504295,0.369973301,0.368242584,0.445298639,0.240343255,0.21777848,0.242725896,0.252831901,0.00564149
87,RSM00020891.csv,51,0.225636732,0.284267874,0.179263823,0.291691831,0.203848449,0.183369199,0.014967176,-0.019453901,0.420864068,0.360736937,0.292875896,-0.085419519
88,RSM00020946.csv,51,0.326666975,0.332165681,0.034326628,0.262468711,0.4899492,0.550681089,0.618083922,0.572958395,0.261817435,0.445131956,0.303452687,0.118192148
89,RSM00020982.csv,51,0.284196947,0.292266228,0.101449768,0.130103936,0.102212963,0.219319719,-0.11261363,-0.099313096,0.374248362,0.388606366,0.263676312,-0.020305929
90,RSM00021432.csv,51,0.005017148,0.017647999,0.296180563,0.400524619,0.250861893,0.404679092,0.548652254,0.609592011,0.654694804,0.461354457,0.264386258,-0.003939163
91,RSM00021636.csv,50,0.099662223,0.167347714,0.51266957,0.456865835,0.341803645,0.34204675,0.687545445,0.694394085,0.53505027,0.360111466,0.248411623,0.054925548
92,RSM00021802.csv,51,0.152124989,0.165537761,0.172412373,0.432226958,0.29666368,0.03139855,0.05251743,0.047437843,0.39862664,0.127221393,0.346589415,-0.076752163
93,RSM00021824.csv,51,0.094989933,0.434504443,0.472161487,0.454781383,0.420076262,0.198806366,0.387037526,0.404759307,0.408743194,0.33575314,0.264647053,-0.014004191
94,RSM00021908.csv,51,0.08096576,0.149617186,0.142442397,0.275247882,0.23892338,-0.024922553,0.158231055,-0.015608605,0.400554685,0.272291124,0.447510116,-0.118360641
95,RSM00021921.csv,51,0.133779735,0.364297322,0.327724203,0.29292577,0.38788273,0.0120827,0.279248438,0.202923158,0.368909398,0.255513785,0.33226182,-0.03955679
96,RSM00021931.csv,51,0.176376429,0.464992657,0.453067835,0.426226379,0.297279525,0.187875235,0.447170732,0.401147819,0.417657723,0.289401109,0.364932681,0.031630871
97,RSM00021946.csv,51,-0.053622178,0.242392746,0.426832617,0.366906732,0.19122319,0.282900989,0.380218219,0.384255625,0.368613754,0.238717479,0.079872021,-0.104660619
98,RSM00021982.csv,51,0.017240635,0.274127585,0.20453067,0.477432413,0.223801651,0.222875194,0.454298525,0.391222292,0.735432744,0.330214741,0.10547502,0.013106551
99,RSM00022003.csv,51,0.341387707,0.515294599,0.364083373,0.289812127,0.295703085,0.419416729,0.371110475,0.193757061,0.278517967,0.151633845,-0.075031253,0.072168529
100,RSM00022028.csv,51,0.313611819,0.480886646,0.267241659,0.236662066,0.198331091,0.304479787,0.380430771,0.193606355,0.188991837,0.231593821,-0.127045156,-0.015593844
101,RSM00022095.csv,51,0.349267459,0.354287495,0.151140805,0.351528492,0.48991176,0.465764574,0.504353977,0.260529878,0.070037166,0.255609199,0.116788791,0.001642294
102,RSM00022113.csv,51,0.317809973,0.474090624,0.248406084,0.15520861,0.074581588,0.205525509,0.311443761,0.176914261,0.243175015,0.230240527,-0.055106815,0.116440157
103,RSM00022140.csv,51,0.423209283,0.563195332,0.342917406,0.219372732,0.3135619,0.360212172,0.440027794,0.200859871,0.322176503,0.39121514,-0.07583145,0.007602437
104,RSM00022165.csv,51,0.355426919,0.451167964,0.311352956,0.30116965,0.389175606,0.427168196,0.515628146,0.253175506,0.267981692,0.250989431,-0.019566844,0.065371883
105,RSM00022217.csv,51,0.341837416,0.423647494,0.139192251,0.197369621,0.031535876,0.251214332,0.288925126,0.177147472,0.267619207,0.28672343,0.028853826,0.111307461
106,RSM00022235.csv,51,0.299868648,0.370547715,0.214223731,0.186144679,0.036648941,0.24519646,0.30413009,0.173157796,0.193608529,0.219684418,-0.065286538,0.102127027
107,RSM00022292.csv,51,0.285678292,0.224341859,0.086721494,0.327292408,0.440979641,0.41528001,0.488040001,0.177948058,0.100620892,0.138412362,-0.136317461,-0.029922353
108,RSM00022355.csv,51,0.37022814,0.4263517,0.337097945,0.359436086,0.489879982,0.45581237,0.602470081,0.372800948,0.298916777,0.235621448,-0.037782137,0.114261889
109,RSM00022408.csv,51,0.439167474,0.406002455,0.134568313,0.117484866,-0.030266861,0.263753102,0.145132935,0.153645217,0.176999829,0.273662991,0.010185785,0.108272614
110,RSM00022422.csv,51,0.426220676,0.414385333,0.263842018,0.140660127,0.192894255,0.31302297,0.348720447,0.27295663,0.408765152,0.204282847,0.055468348,0.116008054
111,RSM00022438.csv,51,0.413667446,0.407169022,0.379817901,0.270602989,0.239657591,0.321118797,0.490869731,0.334631225,0.307573091,0.232584435,-0.019693835,0.078437713
112,RSM00022471.csv,45,0.337756415,0.401002528,0.155767846,0.279402334,0.162158828,0.265328314,0.406802228,-0.048157903,0.135706369,0.00288623,-0.264129187,0.079932229
113,RSM00022520.csv,51,0.431994943,0.381823339,0.222286875,0.157869681,0.181429688,0.268441718,0.320916645,0.234998409,0.250591675,0.211213341,0.042868685,0.134330235
114,RSM00022550.csv,51,0.322299105,0.293019796,0.17676408,0.107753141,-0.035821481,0.185631669,0.284821816,0.048416969,0.203932313,0.074826791,-0.162225343,0.05197941
115,RSM00022583.csv,51,0.263208108,0.224876347,0.089258632,0.162649082,0.227553687,0.241026275,0.34604135,-0.026371055,0.126656892,0.019309146,-0.182134772,-0.077721772
116,RSM00022602.csv,51,0.446245699,0.335743365,0.150975108,0.129098707,-0.084742467,0.213196366,0.182189183,0.173944166,0.225366927,0.272345466,-0.044750282,0.10327458
117,RSM00022641.csv,51,0.361240066,0.278211972,0.178791086,0.080522004,-0.073539957,0.232331839,0.27539527,0.084214006,0.257668325,0.161163139,-0.116549696,0.051664843
118,RSM00022721.csv,43,0.369818116,0.512594908,0.293755219,0.083883198,-0.074666336,0.325652863,0.213520024,0.282695798,0.295568778,0.131197678,-0.06834203,0.176091225
119,RSM00022768.csv,51,0.369811377,0.143621911,0.091844838,-0.034363088,-0.112801077,0.251922527,0.291177403,0.032676889,0.137777542,0.045289239,-0.151243325,-0.126539751
120,RSM00022802.csv,51,0.460988833,0.34841121,0.327164033,0.121928714,-0.067284867,0.315753014,0.24429413,0.342863314,0.297872229,0.285654634,-0.02752434,0.049397458
121,RSM00022820.csv,51,0.409429516,0.292123412,0.190828882,-0.037340518,-0.120381815,0.346289556,0.278182407,0.260260078,0.330283221,0.23344019,-0.100801406,0.041672597
122,RSM00022837.csv,51,0.354161234,0.257606969,0.293651993,0.018407523,-0.076114493,0.293622349,0.326723387,0.210704741,0.298857764,0.148163791,-0.118878476,-0.016921086
123,RSM00022845.csv,51,0.353546351,0.253899437,0.266278374,0.038673848,-0.140863372,0.290982049,0.318994754,0.127222142,0.256577646,0.11490697,-0.135304924,-0.01629926
124,RSM00022854.csv,51,0.321681919,0.224395516,0.194282922,0.010818781,-0.091252008,0.263357409,0.271745298,0.059879244,0.223501242,0.096208777,-0.162462558,-0.021769832
125,RSM00022887.csv,51,0.196252364,0.203082816,0.213163899,-0.021603016,0.062414532,0.227185362,0.304572244,-0.035393268,0.140964253,-0.000845331,-0.227730001,-0.142263229
126,RSM00022892.csv,51,0.456959525,0.340570515,0.242327295,0.142387078,-0.039525975,0.333816068,0.196862254,0.339868253,0.308854812,0.30282354,-0.033106214,0.151946094
127,RSM00022907.csv,45,0.52039994,0.35806596,0.360524064,0.237660161,0.10427526,0.380247343,0.337004927,0.428754418,0.383743023,0.413411762,-0.062980139,0.12837481
128,RSM00022954.csv,44,0.294082033,0.330347918,0.150142381,0.029205781,-0.107495346,0.313497112,0.314528937,-0.001012815,0.226176442,0.070698844,-0.276851082,0.048712601
129,RSM00022981.csv,42,0.216252767,0.227055658,0.182138839,0.032966167,0.111840125,0.290415409,0.335689929,-0.051782035,0.097499095,0.032552508,-0.227112747,-0.07656509
130,RSM00023022.csv,51,0.256725608,0.294861965,0.034703929,0.280885781,0.39626811,0.431378931,0.419951429,0.265627854,0.096997852,0.224205839,0.105317292,0.01209398
131,RSM00023032.csv,51,0.203711133,0.284510934,0.000964222,0.253113374,0.26668512,0.574419537,0.483768663,0.311233643,0.20435008,0.272005744,0.144462916,0.042669648
132,RSM00023074.csv,51,0.346739737,0.33727259,0.109005385,0.133187822,0.184041326,0.205132463,-0.073361608,-0.113483895,0.262390651,0.277578799,0.193273206,-0.141893194
133,RSM00023205.csv,51,0.313409968,0.172127482,0.025709097,0.308145887,0.422280888,0.313483433,0.332212024,-0.011509306,-0.001158261,0.095609671,-0.136699769,-0.039179928
134,RSM00023219.csv,51,0.30962906,0.111621387,-0.032591028,0.319630806,0.448256768,0.342890177,0.242619749,-0.04796259,0.039440321,0.058162036,-0.068201997,-0.123382264
135,RSM00023242.csv,51,0.285354278,0.265354907,-0.02728653,0.395458858,0.368531385,0.287190538,0.229622628,0.075015902,0.112537244,0.359583377,0.173213786,-0.112008422
136,RSM00023256.csv,50,0.354945656,0.2734477,0.082494728,0.380296151,0.246462659,0.189968168,-0.017641832,-0.010651879,0.12749956,0.331339507,0.159875652,-0.115759214
137,RSM00023274.csv,49,0.483152976,0.336283562,0.159259265,0.136248362,0.162052738,0.137087765,-0.196785208,-0.06237962,0.165693091,0.265032118,0.200391382,-0.020912488
138,RSM00023324.csv,51,0.279020561,0.101859172,-0.00651618,0.345515936,0.461422301,0.341307947,0.217716911,-0.058616872,0.085704153,0.059725496,-0.075182213,-0.14206871
139,RSM00023330.csv,51,0.295492554,0.243270838,-0.03806599,0.388453794,0.538731817,0.314684021,0.27078842,0.019995407,0.063067287,0.148545948,0.052571986,-0.013984587
140,RSM00023345.csv,50,0.270384491,0.190143768,0.011066652,0.465427527,0.420254812,0.266406514,0.167677346,0.028346173,0.090954665,0.299481597,0.191424023,-0.065911767
141,RSM00023383.csv,51,0.381928372,0.400370835,0.180322681,0.145737037,0.232929751,0.276920067,-0.090759839,-0.092126484,0.185216268,0.434477339,0.22020815,-0.00911757
142,RSM00023405.csv,51,0.29117367,0.166805439,0.052126782,0.230443559,0.305281415,0.248603998,0.321056861,-0.017573031,0.07422838,0.020320937,-0.163619806,-0.100311886
143,RSM00023412.csv,51,0.293131647,0.110849412,-0.009695266,0.302693172,0.376641662,0.287444521,0.323676581,-0.057145044,0.043102233,0.022299233,-0.104802714,-0.151272446
144,RSM00023418.csv,51,0.25150831,0.111226151,0.005699875,0.272433121,0.341945101,0.281918852,0.325905147,-0.072199566,0.031955388,-0.008036379,-0.085247854,-0.199349893
145,RSM00023472.csv,51,0.451498167,0.386863305,0.237216648,0.116757286,0.109513015,0.199794548,-0.181917925,-0.091322125,0.083531824,0.273081753,0.268924729,-0.073020323
146,RSM00023527.csv,51,0.246809082,0.209830789,0.046421651,0.350026129,0.414251595,0.325532634,0.208790358,-0.045847868,-0.043799519,0.112196324,-0.081692466,-0.063910985
147,RSM00023552.csv,51,0.318176753,0.199182398,0.102748985,0.490349553,0.155102202,0.099011106,-0.027944412,-0.048784791,-0.015517464,0.142847723,0.169461693,-0.064997945
148,RSM00023631.csv,51,0.24007091,0.15207845,0.036774221,0.383802741,0.411952917,0.235745895,0.236007122,-0.055398201,-0.008860367,0.073767644,0.042390841,-0.111343345
149,RSM00023662.csv,51,0.393439138,0.341854256,0.16640877,0.403530337,0.02835932,0.074134344,-0.198764796,-0.030175654,0.048051326,0.168391093,0.253044869,0.032737515
150,RSM00023678.csv,51,0.447477627,0.411986525,0.247477019,0.294972032,-0.079719677,0.064602074,-0.212692454,-0.033377493,-0.004617762,0.273216845,0.344511072,0.017455799
151,RSM00023711.csv,51,0.209764103,0.13015896,0.033204082,0.10941741,0.267251118,0.252965011,0.28682047,-0.067426751,0.003758162,0.001672095,-0.113180528,-0.105922755
152,RSM00023724.csv,49,0.25767107,0.226040164,0.059346421,0.165850406,0.352354747,0.232698951,0.124993241,-0.051118649,-0.068310508,0.071191077,-0.047363257,-0.154365159
153,RSM00023734.csv,51,0.20217728,0.181088212,0.073441451,0.273783138,0.212423722,0.185518571,0.205089686,-0.084068601,-0.026255659,0.080152274,0.02319984,-0.164673532
154,RSM00023804.csv,51,0.192285,0.173152251,0.10939491,-0.010769183,0.193537492,0.248100912,0.339889377,-0.067776795,0.113405341,0.009766552,-0.225461225,-0.154836111
155,RSM00023849.csv,51,0.257292648,0.284526165,0.222224282,0.374629836,0.078649521,0.036200982,0.123655213,-0.012758228,-0.204555584,0.175694003,0.28712081,-0.022531721
156,RSM00023867.csv,51,0.239545242,0.306427301,0.17799818,0.360248623,-0.083938785,-0.078747518,-0.107209011,0.030796074,-0.198085454,0.314383035,0.32282612,0.03096974
