,V1,V2,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12
157,RSM00023884.csv,51,0.397024082,0.42470518,0.292128828,0.254237697,-0.261755027,-0.03798657,-0.236349815,0.020193316,-0.0835305,0.309417776,0.383081363,0.104990983
158,RSM00023891.csv,51,0.429452842,0.41251179,0.29494954,0.211649043,-0.122639215,0.057333602,-0.133591648,0.047705488,-0.002039498,0.366941614,0.355851069,0.234918358
159,RSM00023914.csv,51,0.270727244,0.049295242,0.076134413,0.043056333,0.167143526,0.244556392,0.286215437,-0.118618616,0.067280233,0.041509633,-0.106876624,-0.241546352
160,RSM00023921.csv,51,0.168195968,0.152632737,0.070878066,0.089207962,0.367437596,0.29133736,0.191634871,-0.041841801,0.03211602,-0.005588789,-0.163561271,-0.137481291
161,RSM00023933.csv,51,0.210577467,0.158377904,0.118691448,0.250695775,0.172069037,0.219879693,0.136490241,-0.101237973,-0.10704785,0.144827581,0.10063518,-0.106203616
162,RSM00023946.csv,50,0.229085529,0.249563306,0.183713699,0.304943366,0.035625837,0.021532416,0.158986011,-0.096445679,-0.234326359,0.253736531,0.275302591,-0.074633364
163,RSM00023955.csv,51,0.270432862,0.261389885,0.183475657,0.307139493,-0.143546076,0.023483148,0.076165822,-0.016656209,-0.240776386,0.226293362,0.28254171,-0.041537911
164,RSM00024125.csv,51,0.243118214,0.222381764,0.177603948,0.159672611,0.272087872,0.075749429,0.18081257,0.023980658,0.253559303,0.29380905,0.39188753,0.044348453
165,RSM00024136.csv,51,0.150197795,0.351721238,0.150215101,0.229658665,0.2522285,-0.040130706,0.319049118,0.108100078,0.327503585,0.307690754,0.305598639,-0.068408135
166,RSM00024143.csv,51,0.189973837,0.30926856,0.123626969,0.179736228,0.347036994,0.030756253,0.323981003,0.13076392,0.336500163,0.241852419,0.154352756,0.102905088
167,RSM00024266.csv,51,0.168594931,0.355970951,0.321002336,0.392165238,0.220754045,0.037932635,0.244752355,0.152710475,0.299800238,0.342870887,0.317618274,0.056307381
168,RSM00024329.csv,51,0.314320609,0.236658169,0.242469379,0.18426089,0.14837044,0.021823347,0.199684818,0.188109004,0.14760573,0.337669059,0.375929821,0.048107041
169,RSM00024343.csv,51,0.225889831,0.382502185,0.212754273,0.109817522,0.338539208,-0.025466958,0.215730961,0.197714199,0.199787466,0.266810736,0.159090952,0.041993338
170,RSM00024382.csv,51,0.262585546,0.050050146,0.28072089,0.285778296,0.037616995,0.266190824,0.224123734,0.135021687,0.120254441,0.253738648,0.361148889,0.127969791
171,RSM00024507.csv,51,0.371239976,0.33434196,0.251339551,0.139376183,0.040051043,0.098478576,-0.012672266,-0.028129537,0.085726866,0.423904124,0.363330267,0.144964535
172,RSM00024639.csv,44,0.42926488,0.226721148,0.042512253,0.179651631,0.211515155,0.008257696,0.276924911,-0.089500705,0.14328332,0.399416948,0.170640233,0.200688265
173,RSM00024641.csv,51,0.27029653,0.363750503,0.31768359,0.335147062,0.17117019,-0.011265577,0.040972518,0.159407507,0.260637093,0.3923617,0.255980456,0.042222532
174,RSM00024656.csv,43,0.175211986,0.136448774,0.120992898,0.345088362,0.202806439,-0.076935438,0.19886351,-0.08255766,0.166724014,0.484362044,0.179581777,0.159252274
175,RSM00024661.csv,51,0.224853411,0.119887744,0.266295853,0.408760703,0.14693769,-0.190677469,0.135766685,0.176250935,0.141873952,0.217644372,0.170872716,0.048694914
176,RSM00024679.csv,47,0.163913809,-0.066755886,0.275593935,0.482629448,0.241655513,0.249592379,0.221144475,0.203606227,0.214931847,0.328844787,0.219371388,0.214172207
177,RSM00024688.csv,51,0.218023167,-0.1742648,0.278779467,0.384262566,0.224455723,0.23285469,0.102860847,0.137941037,0.22186725,0.384325368,0.208935308,0.151385034
178,RSM00024713.csv,51,0.249370603,0.324805319,0.224332227,0.274979386,-0.037458613,0.135369427,0.113183044,-0.01990494,0.043137377,0.416440101,0.308846208,0.21959473
179,RSM00024738.csv,51,0.301669821,0.363785426,0.296542592,0.38178283,0.226189493,0.121541584,0.157767037,0.186723754,0.207293482,0.397491032,0.299806552,0.19589411
180,RSM00024768.csv,44,0.279707141,0.041724948,0.345008257,0.402068275,0.185044858,0.158372088,0.239728091,-0.030041078,0.055858862,0.454076165,0.310599076,0.251709993
181,RSM00024790.csv,51,0.025916979,-0.026481878,0.381303071,0.448976948,0.267477374,0.151264046,0.185379717,0.117235834,0.158183637,0.205128799,-0.080013075,0.097021654
182,RSM00024802.csv,51,0.273811047,0.298763199,0.253270374,0.195006407,-0.085343673,0.140846594,0.076066011,0.146895568,0.09030494,0.460860487,0.286754064,0.200165293
183,RSM00024817.csv,51,0.265018676,0.361479489,0.247154228,0.291029039,-0.028350219,0.197233474,0.278566837,0.011652904,0.085091245,0.416881405,0.335168971,0.24128874
184,RSM00024856.csv,43,0.274604938,0.137354703,0.282869214,0.361158464,0.272156965,0.158215625,0.244847542,0.076727872,0.092212285,0.55404409,0.203559346,0.213079488
185,RSM00024908.csv,51,0.267144121,0.346252129,0.343913607,0.298674373,-0.05580898,0.091537639,0.015316677,0.073743072,0.016383482,0.353482958,0.307036452,0.251414003
186,RSM00024923.csv,50,0.428633224,0.306242904,0.252516931,0.222596702,0.175215053,0.206940738,0.321108772,0.116831847,0.136516617,0.293173444,0.317198729,0.29520187
187,RSM00024944.csv,51,0.323431807,0.397305126,0.371129122,0.35339752,0.121903407,0.214638156,0.224262905,0.121826125,0.104468458,0.343882699,0.365325209,0.192611137
188,RSM00024951.csv,51,0.274236519,0.307923773,0.353639389,0.454343384,0.283126453,0.165831071,0.074579758,0.186203608,0.183825793,0.50169462,0.343769297,0.082566035
189,RSM00024959.csv,51,0.314542778,0.317721105,0.373199384,0.397179467,0.132768442,-0.01338736,0.208377363,0.179762926,0.198744972,0.412137147,0.352083376,0.255953285
190,RSM00024966.csv,51,0.337416713,0.196983425,0.418647915,0.600955649,0.23835085,0.290423282,0.173523478,0.173526916,0.085696285,0.34213362,0.377302079,0.165266866
191,RSM00024967.csv,51,0.205871405,0.360684449,0.443376746,0.480135143,0.163859166,0.18234019,0.139668022,0.27018402,0.142113946,0.426049765,0.314505251,0.116295004
192,RSM00025034.csv,51,0.027478737,0.003327084,0.257324578,0.308175984,0.138073055,0.164948579,0.173512832,0.29072476,0.286605593,0.203011265,0.005035384,-0.137754674
193,RSM00025042.csv,51,0.071667991,0.065577399,0.275505569,0.476621369,0.192546613,0.084776429,0.327444281,0.449737454,0.577696371,0.324814682,-0.038468292,-0.232940056
194,RSM00025062.csv,51,0.03942533,0.088042817,0.291645445,0.522982164,0.205842454,0.299033301,0.431337068,0.451348461,0.613260123,0.357904102,-0.017563396,-0.189843067
195,RSM00025123.csv,51,0.111213172,-0.045994958,0.278483958,0.243567371,0.234645378,0.164132809,0.341032818,0.198908693,0.127691734,0.195205474,-0.007437171,-0.218903657
196,RSM00025138.csv,51,0.066347918,-0.138316864,0.218466232,0.357594666,0.258646014,-0.022210116,0.330711834,0.28675159,0.308108923,0.01812276,-0.01092786,-0.24664802
197,RSM00025173.csv,51,0.053622222,0.18601111,0.31509316,0.42686253,0.305274209,0.138233035,0.216834251,0.477944051,0.571874799,0.428790157,0.008948301,-0.132703335
198,RSM00025206.csv,51,0.01434318,0.186026158,0.248242815,0.260567266,0.127298857,0.123820962,0.272518287,0.170618084,0.17443026,0.276419626,0.004762338,-0.031192167
199,RSM00025248.csv,51,0.123650808,-0.101241529,0.060330199,0.315076198,0.57270425,0.14808309,0.397285503,0.376594076,0.497543972,0.035639749,-0.01012713,-0.045248218
200,RSM00025282.csv,51,0.063942054,0.302700003,0.310942543,0.528378095,0.363708516,0.319887284,0.369008554,0.630993919,0.644100551,0.430190567,0.082408159,-0.084327331
201,RSM00025325.csv,51,0.026553453,0.000738261,0.143800995,0.304710647,0.299165519,-0.093227915,0.272806018,0.218473267,0.037059018,0.112332137,-0.001150719,-0.109669714
202,RSM00025356.csv,51,-0.014230044,0.095510757,0.113037992,0.349928416,0.565585009,0.162692489,0.240283669,0.35609062,0.487432077,0.13579503,0.029388882,-0.031642988
203,RSM00025378.csv,44,-0.305137887,0.101627472,0.241922777,0.28231117,0.149300589,0.20783491,0.534813876,0.285758548,0.413950567,0.203581909,0.272787859,-0.116549471
204,RSM00025399.csv,51,0.087852522,0.38676778,0.369538407,0.466449465,0.367292109,0.456638171,0.376627335,0.483789215,0.506861536,0.536742709,0.21113709,-0.11263647
205,RSM00025400.csv,51,0.016264003,0.218250725,0.295244908,0.253226369,0.170921922,0.185702862,0.261012053,0.201365017,0.04894811,0.284621309,0.020577873,-0.074145861
206,RSM00025428.csv,51,0.068097468,-0.070757342,0.171326273,0.349154161,0.438401751,-0.045058334,0.312100709,0.181243647,0.078650701,0.219484306,-0.035928517,0.076858019
207,RSM00025503.csv,51,0.087080984,0.009925411,0.204165609,0.354508991,0.176530818,-0.056280522,0.27775217,0.264269468,0.016573327,0.29791143,-0.067073527,-0.006330766
208,RSM00025551.csv,51,-0.022090093,-0.032268171,0.078879968,0.329696079,0.679574018,0.31125716,0.284239338,0.324324898,0.425436906,0.103009269,-0.035499306,0.028342528
209,RSM00025563.csv,51,0.11786134,0.089297752,0.126208547,0.342374773,0.667515531,0.570109847,0.195097044,0.383153055,0.377112047,0.166294915,0.043462763,-0.022842666
210,RSM00025594.csv,51,0.040501063,0.224053965,0.260018364,0.338413291,0.270328029,0.5007244,0.431581814,0.106955389,0.294525917,0.210994042,0.141118769,0.021598888
211,RSM00025703.csv,51,0.019180401,-0.06496315,0.269992713,0.376789698,0.258430969,0.047421689,0.219110803,0.212940547,0.00702637,0.270191062,-0.092148749,0.085893071
212,RSM00025932.csv,50,0.20804903,-0.009682692,0.082715792,0.397667935,0.466230604,0.409484943,0.3740173,0.281016612,0.257549336,0.299943021,0.001333382,-0.199577486
213,RSM00025954.csv,51,0.138210248,0.001044142,0.01445871,0.342620635,0.420470367,0.314779949,0.134379541,0.359273323,0.44633374,0.218863359,0.057215679,-0.091686502
214,RSM00025956.csv,51,0.258173861,0.103223018,0.181330654,0.500136616,0.480951015,0.481680881,0.241194707,0.526937215,0.327279139,0.152349707,0.181787541,-0.145080525
215,RSXLT306544.csv,48,0.138852947,-0.122422809,-0.121219892,0.223764151,0.595238928,0.196592552,0.459130905,0.299131135,0.441035616,0.04709689,-0.114665468,0.004043544
216,SV000020107.csv,51,0.530976965,0.179219609,0.456266277,0.330607263,0.574583397,0.253989388,0.552615623,0.17750597,0.305027992,0.513600988,0.492021769,0.214366139
217,SW000002120.csv,51,0.293295484,0.410053285,-0.004557455,0.272815236,0.161926489,0.334094103,0.116767168,0.31919567,0.132480373,0.313559728,0.026031934,0.253372919
218,SW000002127.csv,51,0.400543875,0.375753691,0.004847501,0.262013115,0.095227859,0.182144372,0.130869864,0.290006506,0.169954403,0.448033651,0.152602019,0.172717938
219,SW000002196.csv,51,0.437670786,0.419209522,0.139108773,0.318550071,0.124005338,0.298625994,0.241349495,0.292008929,0.192879965,0.389885015,0.054217989,0.128938398
220,SW000002288.csv,51,0.570147961,0.584447016,0.512160703,0.58415037,0.38632958,0.37995314,0.329329894,0.210840664,0.292265766,0.490681604,0.113321823,0.162839003
221,SW000002361.csv,51,0.556180429,0.446848381,0.249905143,0.155764387,0.107660311,0.132311787,0.366864084,0.306457349,0.2015297,0.425341308,0.225916398,0.055536912
222,SW000002410.csv,51,0.579411695,0.382742152,0.161051065,0.098046623,0.169857339,-0.048164444,0.462409752,0.28413386,0.101015744,0.375314652,0.330432455,0.086267339
223,SW000010537.csv,51,0.61392751,0.359547611,0.216437094,0.013622241,0.16434286,0.017773124,0.485277403,0.302623946,0.096550756,0.34680665,0.373915336,0.048014536
224,SW000021280.csv,50,0.400394954,0.412334453,-0.039107135,0.116620104,0.063370885,0.26811927,0.190503092,0.318813614,0.172921624,0.415232986,0.111195766,0.156368291
225,SWE00100026.csv,51,0.522440795,0.323924124,0.026836173,-0.074185105,0.255085845,0.186149243,0.321136656,0.146544959,0.211300027,0.470005386,0.231989488,0.146111495
226,SWE00139346.csv,51,0.598858324,0.433931973,0.244406935,0.036475837,0.140549178,-0.116697143,0.526251517,0.35792782,0.131429964,0.346821878,0.262283043,0.063578682
227,SWE00139430.csv,46,0.595866819,0.424591285,0.330403192,-0.045642361,0.250083552,0.057673451,0.460805998,0.418403007,0.265713908,0.356326329,0.235022941,0.062058833
228,SWE00139590.csv,51,0.557963037,0.311361471,0.048388607,0.176767256,0.21425911,0.007827405,0.436505134,0.24311972,0.118465156,0.367729667,0.326684802,0.070834282
229,SWE00139720.csv,51,0.542078941,0.383157006,0.101126601,0.091074183,0.236165511,0.066290922,0.470494001,0.28897422,0.132676965,0.317264318,0.26244593,0.057918531
230,SWE00139800.csv,50,0.537421798,0.419291581,0.032207564,0.145370079,0.21614494,-0.036104987,0.427094304,0.188768194,0.141677632,0.353818764,0.360221382,0.050025941
231,SWE00139842.csv,51,0.503985193,0.329001618,0.102411821,0.102227378,0.259086364,0.0058178,0.276442052,0.197610933,0.091415165,0.335028417,0.328379119,0.009874048
232,SWE00139992.csv,47,0.540140415,0.378220193,-0.017571846,-0.034649897,0.175991026,0.098128173,0.395818769,0.04563538,0.070055061,0.382983912,0.158348573,0.131276876
233,SWE00140002.csv,47,0.548721428,0.386972978,-0.004625227,-0.008775647,0.08017067,0.105438004,0.415280133,0.081953969,0.088662048,0.390057899,0.133651488,0.113924753
234,SWE00140374.csv,46,0.411019137,0.365016585,-0.122602055,0.072715586,-0.048421489,0.2078661,0.239456094,0.305057233,0.199907506,0.421623621,0.117886429,0.149813008
235,SWE00140492.csv,51,0.435834438,0.500441267,0.124733262,0.293603882,0.141985892,0.250281675,0.204043737,0.299005699,0.193878934,0.487025935,0.049692554,0.16383402
236,SWE00140714.csv,51,0.299157934,0.383987386,-0.079548906,0.237410816,0.125701467,0.265068009,0.084490534,0.376476624,0.162416016,0.37957732,0.079324872,0.278245894
237,SWE00140746.csv,51,0.399692448,0.444089439,0.021420137,0.221052924,0.076062805,0.219998678,0.106026744,0.264855656,0.160151329,0.339502352,0.048074703,0.209554039
238,SWE00140836.csv,42,0.304193501,0.350430151,0.062633458,0.28252422,0.102150374,0.249178277,0.413856422,0.090936297,0.026342037,0.280002557,0.056828089,0.243474918
239,SWE00140954.csv,51,0.340142307,0.421486789,0.147188482,0.15267825,0.242294624,0.335287266,0.187012286,0.455288261,0.20200039,0.094601649,-0.097812528,0.21499307
240,SWM00002080.csv,51,0.314054112,0.423270698,0.128330096,0.228108607,0.162621273,0.270507811,0.221608516,0.242791452,0.263010004,0.24577319,0.116731364,0.19669473
241,UK000003005.csv,51,0.394400674,0.413177183,0.225026602,0.177545923,0.22846999,0.091461698,0.617473818,0.270827661,0.076030673,0.054789201,0.314337118,0.072750328
242,USC00500272.csv,51,0.28242657,0.230786071,0.45264902,0.581890096,0.637202479,0.419751836,0.53298822,0.423715451,0.255944069,0.396075647,0.071194538,0.193320471
243,USC00502107.csv,51,0.08767075,-0.155887735,0.304648308,0.471659922,-0.033831372,0.169354284,0.474457641,0.165827,0.111417077,0.263687234,-0.053912155,0.130837512
244,USC00502607.csv,49,0.059896983,-0.032375135,0.088376228,0.512886856,0.102034232,0.000940394,0.451940525,0.190334347,-0.060775189,0.239583177,-0.102360797,0.160070432
245,USC00502707.csv,51,0.16679385,0.015898579,0.370868021,0.535374196,0.179563153,0.25725332,0.358259047,0.091672582,-0.024905226,0.305684404,-0.039302655,0.140937652
246,USC00502965.csv,47,0.036679641,-0.121716068,0.248028659,0.564007369,0.202709232,0.225931608,0.458684479,0.207084231,0.217822822,0.373537047,-0.20707172,0.268024719
247,USC00505733.csv,51,0.307979288,0.138580129,0.294857873,0.494807458,0.422933801,0.38280187,0.469657409,0.218091876,0.230472794,0.44601473,0.005167523,0.03688634
248,USC00505778.csv,51,0.057570203,-0.077657546,0.206910476,0.505954677,0.141105478,0.321860008,0.454109614,0.198130057,0.026860044,0.223664798,-0.083167127,0.200787792
249,USC00506870.csv,49,0.228554677,0.074254297,0.330724756,0.480882852,0.349410215,0.285459694,0.499283209,0.232810324,0.216375952,0.397119324,-0.028117735,0.10344375
250,USC00507783.csv,51,0.021201159,-0.066841513,0.139337659,0.514456149,0.415532427,0.446339373,0.374193393,0.197419781,0.331853014,0.486532647,-0.113540275,0.019882506
251,USC00509015.csv,43,0.14795675,-0.137376591,0.420785651,0.422615112,0.03568611,0.030729787,0.611406096,0.257659193,0.02976162,0.240317887,-0.102708231,0.034230875
252,USC00509641.csv,51,0.059982399,-0.152582016,0.251004187,0.367659197,-0.174164516,0.141604817,0.261703797,0.117136264,0.112760179,0.248346398,-0.066550243,0.13813068
253,USR0000AFAI.csv,51,0.043524297,-0.167110105,0.213111317,0.512178446,-0.005336962,0.112573507,0.413579972,0.059100913,0.144438907,0.36901274,-0.237352128,0.27603771
254,USW00026410.csv,51,0.433077334,0.349523302,0.540536472,0.675180602,0.616717994,0.46366915,0.628842764,0.521481893,0.573306593,0.440060042,0.022812623,-0.102070869
255,USW00026411.csv,51,0.156529773,-0.057956341,0.360057549,0.524183596,0.035869771,0.115017574,0.441085907,0.122769234,0.139108554,0.274852055,-0.033076185,0.205534487
256,USW00026412.csv,51,0.207664496,-0.136858854,0.287216337,0.507491097,0.105353206,0.047553214,0.533111894,0.231856202,0.158715087,0.295953397,-0.014592205,0.148523268
257,USW00026415.csv,51,0.154631895,0.01123317,0.319115413,0.506293805,0.012437647,0.174489653,0.53785793,0.060565572,0.053042045,0.264635829,-0.077276722,0.103750963
258,USW00026425.csv,51,0.220020232,-0.043186652,0.297129358,0.394922494,0.254566786,0.07688462,0.480348144,0.300629323,0.156451393,0.396227879,-0.044473024,0.114015871
259,USW00026438.csv,51,0.231045404,0.139038682,0.326772025,0.325540033,0.635456517,0.168344781,0.271853409,0.459164332,0.469116133,0.37000451,-0.049760207,-0.014037904
260,USW00026442.csv,50,0.330345722,0.150407267,0.533468964,0.522626127,0.712305071,0.3117998,0.375048896,0.315722446,0.451407993,0.298527675,0.141902195,0.146542178
261,USW00026451.csv,51,0.36413548,0.151883166,0.431140542,0.534519305,0.577149065,0.443264475,0.565427363,0.396688626,0.312555999,0.389425026,0.065292442,0.148243051
262,USW00026510.csv,51,0.05301482,-0.117643373,0.352305244,0.551264866,0.073293454,0.262950395,0.482781564,0.161751899,0.071305951,0.25272255,0.001381939,0.211624708
263,USW00026523.csv,51,0.341210719,0.177037072,0.437922964,0.639026431,0.654683638,0.689464127,0.679320266,0.236483997,0.225685226,0.355204467,0.086150471,0.074805049
264,USW00026528.csv,51,0.330963378,0.180136931,0.358216928,0.568106988,0.443495061,0.293265667,0.392615329,0.279410831,0.200317942,0.468200121,-0.005418775,0.069211349
265,USW00026529.csv,51,0.177351338,-0.053978648,0.450160614,0.511035203,0.066591274,0.170020665,0.556067424,0.229844457,0.100728006,0.230061242,-0.073050486,0.115412401
266,USW00026533.csv,51,0.138038304,-0.082630891,0.328380343,0.498109224,-0.055754812,-0.035227306,0.3861598,0.157447387,0.147965576,0.155568113,-0.068131949,0.10621222
267,USW00026615.csv,51,-0.037620019,0.030283655,0.422819933,0.538248776,0.199650216,0.150233551,0.269414858,0.13523399,0.041414545,0.100131992,0.127603242,0.199516809
268,USW00026616.csv,51,-0.004735147,0.094384854,0.396701986,0.50059817,0.419109073,0.258652578,0.40849779,0.167736835,0.149460019,0.227068889,0.091167738,0.117704385
269,USW00026617.csv,51,-0.027042824,0.022219679,0.39907248,0.441661054,0.038240741,0.040545089,0.45106741,0.212693868,0.280941511,0.326688977,0.10689957,0.073780099
270,USW00027401.csv,51,0.061011107,-0.023731523,0.565575441,0.463917863,0.205267418,0.40648531,0.384484193,0.446664335,0.392158089,0.3068216,0.24244663,0.062202736
271,USW00027502.csv,51,-0.012789936,0.239656261,0.470744615,0.400471723,0.384336545,0.26500566,0.574488759,0.574735959,0.577301948,0.410975163,0.321990628,0.103765323
