,Code,Correlation1,Correlation10,Correlation11,Correlation12,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Elevation,Latitude,Longitude,Name,Time,Unnamed: 0
68,FI000002401,0.425575888388764,0.3945083354062057,0.20366167327212653,0.23134943596280225,0.31045113912018546,0.1396255567568864,0.16507020103447215,0.008984170740401656,0.1795081809521997,0.4121966368611343,0.4720926421697658,0.16932962185217612,139.0,62.4019,25.6783,JYVASKYLA_LENTOASEMA,70 years,233.0
69,FI000002963,0.4724672776965781,0.3839562110166781,0.2508606060664437,0.2283893358673664,0.4316825329688292,0.2941658720428253,0.12341993653668015,0.02902917965380601,0.2408197137313888,0.4960351988026511,0.4767174225805873,0.18771558705200436,104.0,60.8139,23.5006,JOKIOINEN_JOKIOISTEN_OBSERVATO,64 years,234.0
70,FIE00007672,0.4704346477860015,0.3701132830615392,0.13490659731331858,0.21266932339996827,0.3647460986462212,0.0198685125675123,0.32393635841137297,-0.0029852510690834056,0.4056284883814886,0.32640625437315,0.3327077047465538,0.12914183383508265,8.0,65.0192,24.7314,HAILUOTO_OJAKYLA,55 years,236.0
71,FIE00141805,0.6662909873779498,0.4610925722988505,0.4371107398739276,0.3107961052296909,0.5170938580868271,0.45009790219409795,0.12865130676797992,0.10251067783074896,0.14839000197941635,0.5330065066803675,0.5130108445778346,0.1944339430248317,5.0,60.1244,19.9067,JOMALA_MAARIANHAMINAN_LENTOASE,62 years,238.0
72,FIE00141819,0.8688499049256273,0.5140048943025028,0.6449972481991681,0.3256910345928232,0.5824697924061851,0.5165308659223427,0.3579347103432408,0.5120263631649296,0.4097039220832604,0.481163092423695,0.7118204933780877,0.5473533831312424,3.0,60.3,19.1331,MARKET_STORBY,51 years,239.0
73,FIE00141855,0.7037704368188213,0.4324022349188434,0.4998734004995533,0.2762024068814368,0.5030669295124709,0.3771072212844546,0.17699687532850067,0.19422418538038252,0.276159835462042,0.5066694671038304,0.5588751597586195,0.165778825117991,11.0,60.1781,19.9894,JOMALA_JOMALABY,59 years,240.0
74,FIE00141864,0.7838630152676185,0.5222020422037854,0.6143408352923078,0.129097362840627,0.6310421390373998,0.5707990172597898,0.3745396292329421,0.49535579510485,0.20358654249269234,0.4579733743081391,0.6701509343922797,0.3927319340477094,3.0,60.3008,19.135,HAMMARLAND_MARKET,58 years,241.0
75,FIE00141884,0.5049914464732552,0.5939091221568711,0.496987272780071,0.05851874404243159,0.2437121768864508,0.20526119698575396,-0.22023779949055652,0.2064962459830356,0.3498302647300121,0.4889966162476073,0.3834331378309162,0.2592732302238672,5.0,60.3939,21.9464,NAANTALI_RAULA,55 years,243.0
76,FIE00141895,0.6475579908780623,0.3695247815441122,0.5116000036251398,0.21708693637389934,0.31519224337115603,0.4017726437319032,0.13968699939896045,0.3700141269060463,0.3200539690197817,0.4681110651629909,0.4587629235784378,-0.06831252706819994,9.0,60.1542,19.8753,JOMALA_SODERSUNDA,52 years,245.0
77,FIE00141935,0.51593694754308,0.3717374266127269,0.3075170779569104,0.2054433801774564,0.4487650504851995,0.3381608902679599,0.04911628363802762,0.03939310306972853,0.2800000725957405,0.5020091641130677,0.4008282641628571,0.17924109853855638,6.0,60.3867,22.5544,KAARINA_YLTOINEN,62 years,247.0
78,FIE00141940,0.3420706811932655,0.4622188632252264,0.3025482879793823,0.25541023394046825,0.2856873771788258,0.10368909312872523,-0.19935644799176594,0.19069874737240994,0.3510008423534795,0.6942654105570688,0.5399878164393168,0.2209925883326088,26.0,60.4167,22.4331,PIIKKIO_TUORLA,55 years,248.0
79,FIE00141945,0.5080527308703608,0.5155746444166502,0.3156899027446372,0.11429832548155867,0.4418520942961093,0.1569908125497316,-0.002500297105019213,0.16165574572832306,0.3429425574914635,0.5233774577582326,0.4125946350194741,0.18689058061867367,16.0,60.4667,22.0331,NAANTALI_KESKUSTA,55 years,249.0
80,FIE00141974,0.3270432976471412,0.4219597798288319,0.31566582485458833,0.3125045970277967,-0.049934075727365024,0.13518506126328472,-0.2946347028540207,0.20459715238595733,0.5176841526511947,0.6321859803821652,0.4253815419936387,0.3573551827700225,28.0,60.3831,22.55,PIIKKIO_YLTOINEN_VERTAILUAS,54 years,250.0
81,FIE00142010,0.3477061188086046,0.46329923931437106,0.4415317093185364,0.1114141594486163,0.43966294654953625,0.26247670581388144,0.2374112749563269,0.19029536695147245,0.16462588020588126,0.5264868726323725,0.4653673684848999,0.206794735246676,8.0,60.4542,22.1817,TURKU_ARTUKAINEN,62 years,254.0
82,FIE00142020,0.5323640735061974,0.3425633672251529,0.17160690500759093,0.09067449065311876,0.43129284208063295,0.16807274674545214,0.09114051835668853,-0.10424404617358678,0.3226443133943099,0.43659777896964985,0.30890687596430705,0.17485814947029268,84.0,60.4,23.7667,SUOMUSJARVI_KETTULA,53 years,256.0
83,FIE00142035,0.5018082958521345,0.3345563412477189,0.27323011365703026,0.2341343160474319,0.4369047445636321,0.2651987758656041,0.07215153901999825,-0.011643105160490459,0.2090652368830853,0.5073496179303163,0.4011102603113266,0.15362686485084778,3.0,60.3733,23.1158,SALO_KARKKA,62 years,258.0
84,FIE00142055,0.5161518843395251,0.3450751027558211,0.20520045296511316,0.21968048180004468,0.3921049673115936,0.16908820353967868,0.14478819939919774,-0.0718073983574488,0.2348681537040997,0.48303008835624395,0.424173955402115,0.19521310611052686,69.0,60.3239,23.71,SALO_SUOMUSJARVI,53 years,259.0
85,FIE00142101,0.4936672747648031,0.5102531615466696,0.2936482866813153,0.3633554339966791,0.5148980225168396,0.4154048701930517,0.19663402352140505,-0.02261939554276229,0.31546471037868795,0.6541810487670239,0.5744837754329863,0.5027869825869312,47.0,60.2,24.9167,HELSINKI_ILMALA,62 years,264.0
86,FIE00142106,0.4875099620851405,0.4128461447110097,0.2729114386480188,0.21294353843322025,0.4616471128893432,0.28263919521109043,0.11313791496334352,0.006917375917660588,0.2023160461329203,0.4582474482989863,0.42967185090631177,0.2160891322394912,37.0,60.2439,24.0525,LOHJA_PORLA,62 years,265.0
87,FIE00142116,0.4473978945027962,0.3368148097838203,0.2493023797010452,0.18934435632975946,0.4341715848772232,0.20548709728962586,0.059615616618111975,-0.03158870427569288,0.2703183459884122,0.5049640767394034,0.3986416763818441,0.2032906634699092,42.0,60.4183,24.4017,VIHTI_MAASOJA,62 years,267.0
