,Code,Correlation1,Correlation10,Correlation11,Correlation12,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Elevation,Latitude,Longitude,Name,Time,Unnamed: 0
170,FIE00145661,0.4049956892579575,0.43600243787544624,0.2629966334340782,0.3350933824779388,0.3725646724474372,0.05807408101122856,0.358387751610553,0.05497123922445543,0.3884958742640132,0.4123300059293721,0.5779978567174855,0.2682533036029519,3.0,65.0056,25.3967,OULU_VIHREASAARI,62 years,463.0
171,FIE00145677,0.3553803267658982,0.3532577524488798,0.2111775477775124,0.20655663347900485,0.3608923839036071,0.09091420807901687,0.2472156383065393,-0.1355110997987828,0.2212586223045241,0.3650786606099404,0.3580391106657181,0.1891495091185924,114.0,64.5008,26.4275,VAALA_PELSO,62 years,465.0
172,FIE00145702,0.2135770255005785,0.36849630630036256,0.21872345326318934,0.3287814150853657,0.386503185013352,0.015615986640771169,0.3379629729091937,-0.14401188529948367,0.16641186684357506,0.31313242106702976,0.3611471979043671,0.023045908948230425,121.0,65.3992,26.9667,PUDASJARVI_LENTOKENTTA,62 years,466.0
173,FIE00145712,0.4456539259861351,0.304392653569731,0.02799428960861135,0.16898543817447353,0.36647123485408695,0.16291746689269715,0.1617403672368771,-0.0736486038794057,0.3427613274130901,0.29736617334356097,0.22272835593241094,0.13634390022513268,116.0,65.3667,27.0167,PUDASJARVI_KURENALUS,55 years,467.0
174,FIE00145817,0.42736399329457225,0.3115764430999867,0.12934810466678925,0.16293644653368905,0.2867085488703579,0.02034925295783369,0.2025119260718881,-0.18705787965325615,0.3332301039606809,0.15731611769262985,0.11420573886046882,0.11692675052602228,220.0,64.9025,29.0167,SUOMUSSALMI_KK,54 years,473.0
175,FIE00145852,0.405530007106192,0.3841596856573613,0.18790289330028515,0.2522265848708982,0.4298037218102218,0.11947684849631952,0.2962610008492609,0.017640144536685536,0.2721573352861516,0.3703622631576544,0.3322016408773891,0.14013577361774898,19.0,65.7831,24.5831,KEMINMAA_KEMI_TORNION_LENTOASE,62 years,475.0
176,FIE00145947,0.3854057723591336,0.3446250844845342,0.1792972501170521,0.22393266694554856,0.3810964420448104,0.16728974692981305,0.2995424469243395,0.008435520160934698,0.30140449202050995,0.2721460441244256,0.2072822410200192,0.2723230857346406,154.0,65.9325,26.5164,RANUA_KK,51 years,479.0
177,FIE00145997,0.4002131977801768,0.35934314994035005,0.10400968026206753,0.3077318883153405,0.4964175022354823,0.2377289968705816,0.4560302605621017,-0.20019216532129408,0.20718237830082245,0.2334052598450701,0.6264393223244626,0.4600944656834265,161.0,65.9764,26.3714,RANUA_LENTOKENTTA,58 years,480.0
178,FIE00146027,0.4294708725553412,0.27006920886497593,0.004109247659116594,0.14773735039806862,0.4221558965570529,-0.017426510422459414,0.26676591879662664,-0.0928273064078601,0.3596775990384177,0.2723971393410184,0.11852926817589506,0.16681269932833814,209.0,65.5831,28.25,TAIVALKOSKI_KK,55 years,481.0
179,FIE00146057,0.3140622962386576,0.4461654388198377,0.16003425627978665,0.2571782890101001,0.3553893510285221,0.06642491783996958,0.5140191283429165,-0.08240099455783657,0.2615607730569421,0.4017835338274429,0.4011222345619092,0.3573722568095176,203.0,65.5739,28.2481,TAIVALKOSKI_KK_KAUPPATIE,62 years,482.0
180,FIE00146062,0.3540939222471813,0.33064598131180833,0.17117911946513087,0.2241361493478561,0.4437890095367001,0.09288231878447424,0.3397813040966637,-0.03403861110148261,0.2517185744246518,0.36711397983431854,0.36459090777907394,0.19830526881000984,264.0,65.995,29.2258,KUUSAMO_LENTOASEMA_1,62 years,483.0
181,FIE00146067,0.26948151106566803,0.34492763285954553,0.2800135566557698,0.26877297834061753,0.3487577879244033,0.08680904611353933,0.3732624764963995,0.06368784413204487,0.1692248328614928,0.37559649072060536,0.3735316094676909,0.2761189152068821,160.0,66.3681,29.3192,KUUSAMO_KIUTAKONGAS,55 years,484.0
182,FIE00146162,0.2763210052734941,0.281607502846582,0.25357641171139683,0.19255900437689466,0.43776735878559,0.16357506388229856,0.3199098831149644,-0.012823482695125732,0.2049423179703372,0.2980237390864041,0.2526818906270162,0.1866634469826858,92.0,66.5289,24.6531,YLITORNIO_MELTOSJARVI,57 years,488.0
183,FIE00146241,0.34292094401223305,0.4194430249944353,0.2267105695025484,0.2262768826155729,0.4905418728151181,0.2070250113942428,0.44205687678255057,0.09327836193139788,0.3433841711416673,0.5017638053030176,0.4280855204860499,0.3274844371201963,85.0,66.4981,25.7119,ROVANIEMI_RAUTATIEASEMA,62 years,492.0
184,FIE00146258,0.3258233322203234,0.3363469104814156,0.25615211671183524,0.20396741104620505,0.3904561563478571,0.10453972592557892,0.4000347446973571,-0.03788154823843184,0.21612297145644596,0.3503831284161139,0.2672277794086395,0.1849228091816753,106.0,66.5789,26.015,ROVANIEMI_APUKKA,62 years,493.0
185,FIE00146338,0.4097367095651777,0.2678275788459041,0.04643520227902618,0.17676426712320428,0.4305112318069664,0.058086721651972775,0.2600889192675202,-0.025936158311135,0.36583464136607774,0.34028310758000463,0.1912948762512936,0.21505434078924054,221.0,66.8208,28.6775,SALLA_KK,53 years,498.0
186,FIE00146343,0.30021565586794,0.2828578065176948,0.2515706331508076,0.267759146313799,0.4276745759043732,0.2435477638421029,0.4134505577369812,0.07755838035527415,0.1483274265019276,0.3756279156157045,0.3500807849067885,0.2726097123125699,180.0,67.2853,28.18,SAVUKOSKI_KK,57 years,499.0
187,FIE00146378,-0.11564489774603165,0.4025975125673437,0.2126299580758135,0.2929226024333074,0.34904168678100833,0.027418362969571532,0.4890885790211954,-0.07732920386429794,0.02804404384724735,0.3225074632298045,0.5149937965195747,0.5181765991681289,215.0,66.8331,28.6781,SALLA_KK_MYLLYTIE,54 years,501.0
188,FIE00146423,0.2274564681224993,0.2448561751366871,0.11098857868810164,0.2499471873576865,0.422060595400842,0.14423384789667862,0.3891134640550471,-0.00041656792825250374,0.2487329671723308,0.3334783944413579,0.2798728570368919,0.24051901580801735,254.0,67.9681,23.6803,MUONIO_ALAMUONIO,60 years,505.0
189,FIE00146538,0.25500220183291256,0.27998398339081626,0.1391887015453013,0.2801422898729744,0.3493228789298576,0.11749115905024485,0.4175482391768638,0.07950685026191276,0.199844439219706,0.4418221463547976,0.29725764024384826,0.230509213571416,240.0,67.8206,27.7503,SODANKYLA_LOKKA,62 years,517.0
190,FIE00146543,0.27055304932171725,0.27118634541043385,0.1688901088287423,0.24003138115059786,0.3819526196974149,0.15488751402597498,0.3829789086153179,-0.000984314686992868,0.1652745997923027,0.35673198920750765,0.2780071615413466,0.27599196538401183,247.0,68.0839,27.1894,SODANKYLA_VUOTSO,62 years,518.0
191,FIE00146548,0.4887162026837542,0.1387549854139217,-0.0647393099101979,0.18849994276921933,0.4111526875011778,0.32572952620786666,0.5391414331162638,0.16220551802013258,0.398860160863653,0.5236046822024579,0.5209676815469483,0.4088155180495047,285.0,68.4,27.3831,INARI_LAANILA,54 years,519.0
192,FIE00146563,0.3332894315461886,0.28384750637997874,0.07137486329083159,0.3809371361739465,0.4887607560401449,0.26397279841378585,0.396886273633992,0.03055713967200976,0.18633340727857026,0.34329623209178584,0.31577791272420186,0.21596806797137372,302.0,68.4142,27.4175,INARI_SAARISELKA_MATKAILUKESKU,61 years,521.0
193,FIE00146688,0.21810958831274893,0.3115371154894043,0.12485785253268705,0.22185148862864715,0.42447971270665336,0.192449345530082,0.3992719298805673,0.0557244243950473,0.18562196506722492,0.374795982340675,0.2944995589594852,0.2989258783263195,147.0,68.6069,27.4181,INARI_IVALO_LENTOASEMA,62 years,530.0
194,FIE00146693,0.3596685202558149,0.14902347575134606,0.059516829982125374,0.21917096594852573,0.3977758867417047,0.2438703984884996,0.3957859708308032,0.16495640130138392,0.3697993581312071,0.5593142964415816,0.2593583895537779,0.3102581468025987,152.0,69.0669,27.1228,INARI_TOIVONIEMI,55 years,531.0
195,FIE00146698,0.12365203682139447,0.22383370203900133,0.13158143495074962,0.2332132074742051,0.4234180005715649,0.2455024519495095,0.4277016276558697,0.19685145248789365,0.26211608190593805,0.4174335148806784,0.2806747253424899,0.3221461962833592,107.0,69.7556,27.0119,UTSJOKI_KEVO,59 years,532.0
196,FIE00146703,0.1217247249995822,0.29343965999163696,0.07123914647644765,0.2051569729312701,0.3599175909901346,0.2550110669356992,0.43904836534948605,0.2853065646390068,0.21518658914747807,0.32223388375946554,0.09692038477526793,0.14437845954195708,22.0,70.0814,27.9006,UTSJOKI_NUORGAM,51 years,533.0
197,FIE00146753,0.18181612407589146,0.13175072556914422,0.1849342919882854,0.020605745184663432,0.4093692228875725,0.29387202517287364,0.4814009087806035,0.10647818410240392,0.4361336938914853,0.393743049706526,0.4186335930473063,0.4986760914461056,156.0,69.1403,27.27,INARI_KAAMANEN,62 years,536.0
198,FIE00146768,0.3562903044668649,0.19345601460457235,-0.009256155524070372,0.25455219442913485,0.3983467535699007,0.13719661421175156,0.3745798510741042,0.1210389996325084,0.2918448509190687,0.44924386881263206,0.23392697757017614,0.2673173908002466,120.0,68.8483,28.3031,INARI_NELLIM_1,55 years,538.0
199,FIE00146783,0.1648681638235549,0.2902553170284572,0.056075151199674635,0.15015909668682512,0.4414633964983096,0.20048203398703504,0.494098466414503,0.041175843470574416,0.30657324652429363,0.2852164977651456,0.30987684365514,0.4159642969392562,123.0,68.8489,28.3039,INARI_NELLIM,61 years,541.0
200,FIM00002801,0.14626405714952875,0.3711237156183002,0.18727755562182632,0.16501037027582807,0.3438559896212133,0.19952521424223346,0.4066900400472312,0.15801516415581054,0.3186927752573526,0.4687358024276096,0.32680653560512524,0.2882759881494581,476.0,69.05,20.783,ENONTEKIO_KILPISJARVI,62 years,544.0
201,FIXLT325413,0.5586936838701335,0.415791366313235,0.005715544139618617,0.12561846513908384,0.3914332691301106,0.31912165178935764,0.2138719508960393,0.109773651854361,0.2231814074074032,0.3625310840477232,0.3909089320882806,0.17581651298441411,8.0,63.1,21.8,VAASA,53 years,548.0
202,GL000004320,0.045237368796250996,0.5507530285671369,0.15046787346312435,0.04178896286324155,0.1841076279614624,0.16792356462307145,0.20333266308544232,0.1484770056875488,0.4125902593466007,0.4117421526058683,0.570029945638749,0.4954976102121922,12.0,76.77,-18.67,DANMARKSHAVN,70 years,553.0
203,GLE00007987,0.31031447551537283,0.4861295605570415,0.17210856556375234,0.2855457290488973,0.3175749585954658,0.2805441919554252,0.33275743921840417,0.6489412133047627,0.7043472085137684,0.4370098082146392,0.4597129072420046,0.7883124581813435,25.0,65.4,-52.8667,MANIITSOQ,51 years,556.0
204,GLE00146908,0.4580907009733103,0.4592503747746317,0.2076910918612086,-0.032448702939882675,0.4770338062404659,0.035868143498440995,0.10834268975571566,0.3688965040885165,0.3714384041313652,0.7593749808612725,0.4563595953952309,0.4301133143535255,126.0,72.7831,-56.1331,MITT_UPERNAVIK,60 years,562.0
205,GLE00147041,0.39962103308179975,-0.051836174578799854,0.14552924717764829,0.19239412565221686,0.3028496516521089,0.13974522132922035,0.1335993152716891,0.36618677745631256,0.5781190273582173,0.6888574757928695,0.4706881357442097,0.5928788269382417,12.0,66.9167,-53.6667,SISIMIUT,52 years,567.0
206,GLE00147061,0.3946309242484112,0.6111319266055963,0.4276521355494578,0.5187530750396767,0.503969074985449,0.4797297426484482,0.3334143325361412,0.6452194272945998,0.6695741117006269,0.7366795760060559,0.6330879483224078,0.719478441601419,10.0,66.95,-53.7167,MITT_SISIMIUT,58 years,568.0
207,GLE00147231,0.4896818941028256,0.3979682924024276,0.24006094675072304,0.3645526527038924,0.4561661480438975,0.3011716268363734,0.4104722131277472,0.5565126181036869,0.5954125501790569,0.6072539699084089,0.5827733820987728,0.5544795907558004,36.0,62.0167,-49.6667,MITT_PAAMIUT,62 years,569.0
208,GLE00147281,0.4363509846164582,0.03287325385188745,0.33466382128788136,0.3652776311925616,0.4353929511518019,0.37687912036079535,0.5076738254732098,0.5335833319687995,0.4408367318043565,0.3693792955670177,0.20318006712438494,0.2865410075884293,27.0,61.1667,-45.4167,MITT_NARSARSUAQ,59 years,571.0
209,GLE00147301,0.3986290944250337,0.2368131484180826,0.21579911590804893,0.3209689910955639,0.4902827725110906,0.3527236838084969,0.3972872972590183,0.5128059009403032,0.5865107722569729,0.5241895389908418,0.5142394906468211,0.534281533382376,32.0,60.7167,-46.05,QAQORTOQ,59 years,572.0
210,GLE00147308,0.6651155758819535,0.2466578422480986,0.09596129595286584,0.1798094291802149,0.8189081305752639,0.5104356611026594,0.3617062429283722,0.6784611175152425,0.4958921811443677,0.43456400660088224,0.6760486330948977,0.7035040917949208,18.0,60.7167,-46.0331,QAQORTOQ_HELIPORT,57 years,573.0
211,GLE00147331,0.4526032843919798,0.5222148976809139,0.5561909359680116,0.12458592174393875,0.4830417105991346,0.6534500992203404,0.2961602720438181,0.5784535532092137,0.8629950947304958,0.6485695458642233,0.5415972958367018,0.51489671591857,25.0,60.9167,-46.05,NARSAQ_HELIPORT,62 years,574.0
212,GLE00147401,0.0449849236966035,0.4873254963995911,0.22480322446292905,0.2357932719125407,0.18873240916512404,0.15429327814288382,0.30541821856783385,0.2674091725001784,0.3989696179065443,0.5504240958807073,0.4527058428613472,0.4021948132215039,36.0,81.6,-16.6497,STATION_NORD,69 years,575.0
213,GLE00147481,0.1633971331605163,0.4976028618328423,0.2066764407568799,0.19172844748583012,0.4276984023619328,0.4909481053675114,0.34751507851646996,0.24147779441017364,0.5317187235560312,0.700936669027151,0.6303253246004691,0.5331364047712472,70.0,70.4831,-21.95,ITTOQQORTOORMIIT,80 years,578.0
214,GLE00147641,0.4205244965014017,0.39767745597646187,0.3394564178446287,0.3526154195765598,0.6275043514728619,0.36941053192183787,0.5761687655007826,0.7007949265030666,0.5646328065539465,0.5951492960907308,0.6609928115628388,0.7050411685257271,88.0,60.05,-43.1667,IKERASASSUAQ,62 years,584.0
215,GLM00004220,0.5924660050363931,0.3634928726044749,0.3828038024279314,0.3042240667204146,0.6017986546082738,0.4960386496372694,0.494293606186201,0.5724737222596498,0.4668354366393409,0.601860927710568,0.4230954652522799,0.3753583796149098,41.0,68.7,-52.85,AASIAAT_EGEDESMINDE,78 years,585.0
216,GLM00004390,0.3686366352643991,0.13499373340869486,0.39326407792722695,0.3395517043348869,0.5311036049419756,0.3015093675535154,0.4043705483412393,0.480278046359347,0.4862174254365829,0.5222444560602658,0.6628385423626177,0.593143336800114,19.0,60.033,-43.117,PRINS_CHRISTIAN,78 years,586.0
217,GLW00016404,0.4326077291666838,0.30788928278536176,0.4602151778471176,0.162393357905291,0.4462864506441857,0.2604265578712722,0.2742565810552131,0.4249820335377148,0.286174968387546,0.4003708380981317,0.2342295571090644,0.19788184045144855,28.0,61.2167,-48.1167,IVIGTUT,91 years,587.0
218,GLW00016504,0.3739940763741768,0.02551398434846242,0.09627897507464804,0.2016086064061147,0.4377846305362123,0.3770258433030168,0.3997946726088789,0.3979480969825394,0.356384664052623,0.3455932533014422,0.2145135934281604,0.2363687720128125,50.3,67.0167,-50.8,SONDRESTROM,71 years,588.0
219,GLW00017605,0.4688145399930409,0.5580591973781774,0.4319902779058283,0.2429168078320254,0.4343477543541421,0.31416231384930154,0.5514245701266015,0.4106274785979437,0.6142078206003224,0.7009882275692743,0.461917417073541,0.2675316957889047,77.1,76.5167,-68.8333,THULE_OP_SITE,75 years,590.0
220,GLXLT055213,0.1846783157377377,0.4704728087326852,0.30116693080011475,-0.10319360181567046,0.19067640785615572,0.3019400382204973,0.17870957220287234,0.3687899399439808,0.7720975916486222,0.4689742509437053,0.3099529280617349,0.2966135587079724,41.0,70.5,-22.0,KAP_TOBIN,59 years,591.0
221,IC000004092,-0.07034974628731785,0.03606216138673892,0.1992941429638282,0.096660542918277,0.4724198241815366,0.33897526318316845,0.1813297159102528,0.2745463361886534,0.3235719745020231,0.6433372372362917,0.5136587667905178,0.26836712100583004,23.0,64.6831,-15.2275,TEIGARHORN,72 years,598.0
222,IC000004097,0.13601499992808924,0.16585831012254798,0.2527467214129966,0.08932623719556684,0.4193056487771069,0.3662962929123407,0.16257427352005313,0.2190918126593477,0.3652464762865804,0.6226306706363373,0.4158779520309029,0.2908536968810708,9.0,65.2667,-13.5831,DALATANGI,72 years,599.0
223,ICM00004082,0.17757208573004282,0.10594734320645048,0.28419518822733203,-0.053806632654854115,0.4707853748765395,0.4089471134629266,0.14621734077518445,0.3637727531570418,0.5547491127773531,0.658102040541935,0.5681545463890928,0.30816562976877143,7.3,64.296,-15.227,HORNAFJORDUR,70 years,606.0
224,ICW00016201,0.20340621998554095,0.055562073366482834,0.20534817215851375,0.08654989613837344,0.4269275167842914,0.34717345014029616,0.13028883374946745,0.3361689450116009,0.6213408074961769,0.6653982205383815,0.3501822306195486,0.14990914298487534,50.3,63.9667,-22.6,KEFLAVIK,78 years,609.0
225,JN000099950,0.3429986594887163,0.4702150555659497,0.4546419873269159,0.2845311924277449,0.4312045836082134,0.3087333150121338,0.27217083138011666,0.6295048533534126,0.6951447207079797,0.7258124453640796,0.66093327229575,0.4907287226059425,10.0,70.93,-7.33,JAN_MAYEN,84 years,611.0
226,NO000001212,0.5684104113505966,0.2521317176112092,0.3652577620881359,0.22675447883166644,0.3772826958207546,0.2376725062883005,0.26044646046636144,0.3878812444222543,0.4738650479784114,0.5992118380398344,0.35959176883950755,0.048839046613980135,8.0,62.8667,6.5331,ONA_HUSOY,52 years,613.0
227,NO000016740,0.5629848118068638,0.29628674514737396,0.3981744583984677,0.1632410712643807,0.3124096587099569,0.18178002867989293,0.13543046012940665,0.2484365200590242,-0.04215575464207928,0.4781882472070613,0.2889981435004255,-0.012823783124516857,626.0,62.1,9.05,KJOEREMSGRENDE,60 years,615.0
228,NO000050540,0.6096794710540051,0.2407645587199171,0.3593744408305033,0.20829059964442045,0.3845646849527985,0.2941367249248087,0.14377312226862576,0.23740147377783935,0.14444134883547494,0.3637628121606688,0.2515758761103905,0.1509300907986969,12.0,60.3831,5.3331,BERGEN_FLORIDA,64 years,616.0
229,NO000068330,0.41519143876064746,0.17989828870712504,0.5225856118962847,0.20999443104143933,0.4707383509532242,0.19730922276352014,0.05261870857255705,0.463876795801752,0.2301650816618528,0.4372600827163077,0.2859026728410289,0.17067415084962168,242.0,63.2,11.117,SELBU_STUBBE,86 years,618.0
230,NO000080700,0.183465178368564,0.2771624000850009,0.1619066539525453,0.2384217416822333,0.3527030163559216,0.13130101127745689,0.23246181628370174,0.09164358910938744,0.2842066487364291,0.3257817678180464,0.15659940549119122,0.09617566478233663,39.0,66.8167,13.9831,GLOMFJORD,78 years,619.0
231,NO000099710,0.4619127441073712,0.5185075550545662,0.5741207293059323,0.4222591180570732,0.2854910158019884,0.4846677456343455,0.4740404268748528,0.6229470486871842,0.5492455595959643,0.5113950060759355,0.4613544716961737,0.4926750728357554,16.0,74.5167,19.0167,BJOERNOEYA,84 years,622.0
232,NOE00104443,0.2341074741154255,0.4436095655749036,0.2354734320396217,0.2522217047875765,0.4416385403585217,0.2455164818033673,0.3800403178134158,0.13257790530301292,0.3647051429551419,0.546889038875845,0.2533218108538075,0.27075389958099777,11.0,68.1503,14.6506,SKROVA_FYR,67 years,623.0
233,NOE00105467,0.2996753792450903,0.34073143885941154,0.16599906296640654,0.2752545181350652,0.3608707066759525,0.1605958313770025,0.3160767266025224,0.12529553501048415,0.29891122303545364,0.40767334716068576,0.2923077709788863,0.2050124714411536,11.0,67.2669,14.3589,BODOE_VI,81 years,624.0
234,NOE00105476,0.6125475708353282,0.5735896484282943,0.6191374511972867,0.35865998025466683,0.2999303928917739,0.4403421299661828,0.42043684896148,0.6398714294337472,0.7004973087619867,0.7473747123438776,0.6159930271738174,0.5516264811626896,6.0,76.5,25.0667,HOPEN,76 years,625.0
235,NOE00105477,0.2457851430787936,0.2734714814179317,0.36293665703569,0.2444222384792809,0.3804899325262483,0.3922113483349084,0.4206091366537805,0.6130828179736073,0.5656425945220216,0.6733429522828608,0.5918732059148953,0.3767909555974989,10.0,70.9331,-8.6667,JAN_MAYEN,94 years,626.0
236,NOE00105482,0.5767844928978636,0.2777476313924248,0.3850099963846622,0.10873492701903488,0.4666349591814207,0.33934282701065305,0.3110835826034089,0.3094879873973847,-0.0034853140158488142,0.5070594792705433,0.3975451069773693,-0.04909354016777915,167.0,60.5683,9.1217,NESBYEN_SKOGLUND,71 years,627.0
237,NOE00105494,0.42570852292454703,0.3821731450514636,0.2867461707488808,0.2529040407167822,0.4394668987468053,0.4102293426145167,0.4933094350083797,0.4863240436151337,0.4011602190942671,0.4910123336217464,0.3688256077239396,0.4554711826196934,14.0,70.3669,31.0844,VARDOE,90 years,628.0
238,NOE00105498,-0.15391911527863622,0.045448873852322616,0.4143623951782662,-0.201424148665295,0.4173611813644648,0.30113494011204217,0.5669573150068484,0.25460872012377617,0.1690055689113449,0.17212672749416086,0.07884050334675564,0.2770401502602524,131.0,69.4633,25.5019,KARASJOK_MARKANNJARGA,78 years,629.0
239,NOE00105503,0.5014474335886188,0.12124454494422565,0.5486582927158905,0.23913123887508875,0.49829196076157706,0.3886513244691149,0.004747154567217561,0.20848449745254555,0.2810150023932517,0.2912816410437845,0.40636345270069146,0.10681562478905017,166.0,60.5669,9.1333,NESBYEN_TODOKK,78 years,630.0
240,NOE00105505,0.15179156290715598,0.36625947145840015,0.09150851689355416,-0.10447091004957458,0.289941512196668,0.0920309085903526,0.2977566978465234,0.313327884197356,-0.04415645089772805,0.1974010523153892,0.1531483774558046,-0.07802263045935652,381.0,69.5794,23.5342,SUOLOVUOPMI_LULIT,52 years,631.0
241,NOE00109394,0.0666510731204734,0.2602652391830718,0.11812165715390108,0.1733120912329483,0.4274821984958909,0.17518120095431064,0.4253814288188688,0.12989840993466836,0.20775480941241387,0.3453007278042031,0.30886432190258306,0.15787563616153527,76.0,69.0589,18.5403,BARDUFOSS,75 years,632.0
242,NOE00109459,0.2347404352612959,0.3498193198814726,0.2312638904393,0.19021234321900296,0.35057513740516444,0.2784551222478244,0.4509943870250138,0.2631151900281167,0.31750943854617586,0.4730354394781843,0.2895003024661422,0.4209208507797005,13.0,71.0931,23.995,FRUHOLMEN_FYR,67 years,633.0
243,NOE00109476,0.15234241741108648,0.23784873325199826,0.04599648004630445,0.13851562036216236,0.3649053831054784,0.285045963648901,0.4563566851842781,0.27312821516085184,0.28433570879785136,0.5146315757660024,0.2291751693229773,0.2840691901605237,10.0,70.4003,28.2003,RUSTEFJELBMA,59 years,634.0
244,NOE00109485,0.18941776843474184,0.27453777688857944,0.16419651050802656,0.1881303433532537,0.37944022962485496,0.17045034131689485,0.38776575293511895,0.22555995161059805,0.2253814248607504,0.37775683786455583,0.3264660868683475,0.32201694531478803,382.0,68.7553,23.5383,SIHCCAJAVRI,67 years,635.0
245,NOE00109497,0.18594584933025107,0.13027943368151731,-0.005534700931772955,0.15473955889074864,0.4608614707587442,0.2721040550295325,0.3706098136147026,0.32942350816374183,0.2520106863906151,0.4497366872353024,0.15222172327429606,0.2570450732171782,377.0,69.5881,23.5317,SUOLOVUOPMI,51 years,636.0
246,NOE00109514,0.6913004426210357,0.4173876277702256,0.4570004972188256,0.2389131292979844,0.4840061721415187,0.419059637511324,0.21885451489773314,0.20365433892177984,0.13350453545131882,0.4215846621654104,0.4503919122124342,0.16362162861719065,202.0,60.2064,11.0803,GARDERMOEN,81 years,637.0
247,NOE00109604,0.470350836652595,0.40955417654227055,0.3086570258895125,0.24922688737824805,0.3729229594618608,0.19481959431801016,0.2309631368735402,0.172372184340121,0.3581246160388485,0.4664455077875427,0.3317916244447395,0.1908546894861501,10.0,63.7003,9.6014,ORLAND,70 years,638.0
248,NOE00109613,0.5238041711534576,0.26825841308885034,0.4108100059044641,0.07875649536529833,0.3082697025845529,0.10523463782601176,0.2131745472578556,0.25124950770004345,0.03048860612283965,0.4363437512051986,0.14458454484632766,0.02563864122608456,628.0,62.5669,11.3833,ROROS,60 years,639.0
249,NOE00109622,0.4352413039348788,0.2906904481565184,0.4098205710099329,0.26240342204212985,0.2695359967148754,0.1809758305523572,0.12589383523897432,-0.03114379384922712,0.062320811385247615,0.23076596188718915,-0.22548700301637406,0.12294891681766595,625.0,62.5769,11.3517,ROROS_AIRPORT,67 years,640.0
250,NOE00109701,0.6437210188826544,0.3654538793166003,0.476401079705729,0.1989276899338603,0.3519285650091433,0.1822789390632792,0.294677063556232,0.15006309285303596,0.17118968869627044,0.5608217736939051,0.4779303598403664,0.16073058479008978,240.0,61.1592,11.4425,RENAHAUGEDALEN,56 years,641.0
251,NOE00109737,0.5966227211800046,0.2797204929580321,0.5335148404261685,0.3444274676469969,0.3239505312526513,0.15129059575729548,0.16285078038358772,0.3549220010004832,0.4451882454148625,0.6117136705773979,0.3887777675279252,0.19441757438667465,13.0,62.8594,6.5392,ONA_II,58 years,643.0
252,NOE00109746,0.4944027077233379,0.1874980405592287,0.3859959213305114,0.2665974654583028,0.3828256219542859,0.19651650748847288,0.1825024327572264,0.2590852770735643,0.21354380530099185,0.4199446438113437,0.1547839316801033,0.027125244428448048,15.0,62.2333,7.4167,TAFJORD,68 years,644.0
253,NOE00109768,0.6058891083036635,0.20746406811372467,0.40934513763893626,0.2857246464354319,0.4087524383644632,0.3089119946516171,0.15633207398636872,0.2537189902127093,0.10794904056396884,0.4384373480684877,0.3415917846563,0.11262026245119525,38.0,61.0267,5.385,TAKLE,65 years,645.0
254,NOE00109777,0.2258199235202339,0.3732771227699392,0.11726392858269186,0.2321144204032957,0.4006460904463164,0.3872057922876253,0.5010477762522041,0.40305044601840295,0.42605220840818303,0.5111581336848006,0.3322368232701477,0.411975998531948,8.0,71.0839,28.2178,SLETTNES_FYR,65 years,646.0
255,NOE00109966,0.5422370497608597,0.3508759643052071,0.4441632974960792,0.22563470596108026,0.3858495819009955,0.1665739781455407,0.10151106090273526,0.05282544674116201,-0.019431068983763386,0.32952556502639546,0.25000483943735546,0.10060885055764923,672.0,61.8869,12.0481,DREVSJO,64 years,648.0
256,NOE00109984,0.795393890119047,0.3947902059002091,0.4053016150464293,0.19573365475582996,0.5424811091935193,0.43329822075355134,0.21337271949046055,0.1974519869069308,0.17156501438019955,0.460710354557323,0.5260969583113285,0.2387551054050657,128.0,60.7806,10.8117,KISE_PA_HEDMARK,64 years,649.0
257,NOE00110038,0.5821864089529989,0.3060951452622848,0.32314825846078754,0.13048951190267893,0.3782320597724565,0.2289359399307277,0.1596013697430024,0.201792865258938,-0.05826061042070965,0.4846149998011315,0.3405650906136244,-0.08210986158159836,639.0,60.9181,9.2903,ABJORSBRATEN,63 years,650.0
258,NOE00110119,0.6752541647813488,0.3849173857456065,0.43780726000153786,0.2454844322633765,0.42482706235629697,0.3288352608270774,0.13309858604859234,0.09980795160056492,0.11897119747284493,0.38799781546976425,0.40839809408764977,0.05897708698376755,264.0,60.7,10.8667,OSTRE_TOTENAPELSVOLL,64 years,651.0
259,NOE00110653,0.6362426367067882,0.2719030426834293,0.3783936115110947,0.25245859652969505,0.3987598481560433,0.3124705343653129,0.13026040849447834,0.2305319548352044,0.11349150015253848,0.377610232562644,0.3146488802080922,0.21088163470890856,48.0,60.2892,5.2264,BERGEN_FLESLAND,66 years,655.0
260,NOE00111111,0.3963884372266253,0.4428402931564638,0.2649514749276589,0.2970560691590262,0.4037385600068914,0.204969645269667,0.5509940924441632,0.3644222388715856,0.5593693840523752,0.42871931784864825,0.430768054870231,0.23877767040735196,33.0,64.7978,10.5492,NORDOYAN_FYR,70 years,660.0
261,NOE00111165,-0.11722051570936858,0.3062104530188244,0.1399585052653287,0.16154279677483802,0.08012530140143354,0.06005780776225352,0.2562586141307643,0.4920701902527228,0.2490289426699657,0.09575954764429784,0.16790266388511366,0.2755811222967396,33.0,67.2831,14.4667,BODOEVAGONES,53 years,661.0
